inflo-outlier=1.1107830834682182
inflo-outlier=1.3406263400675593
inflo-outlier=1.054266835137453
inflo-outlier=1.2859372536750588
inflo-outlier=1.0
inflo-outlier=0.9367748217094174
inflo-outlier=1.0685198054926086
inflo-outlier=1.04561897036092
inflo-outlier=2.2460047415259083
inflo-outlier=1.0167356554717457
inflo-outlier=1.2442054474165731
inflo-outlier=0.9745450139248069
inflo-outlier=1.1046644041736413
inflo-outlier=1.0091111072963825
inflo-outlier=1.06961856316415
inflo-outlier=0.9522020316036367
inflo-outlier=1.1042286816607194
inflo-outlier=1.0
inflo-outlier=0.9222117199879049
inflo-outlier=1.1025889998266387
inflo-outlier=1.0797701966496436
inflo-outlier=0.8782109747755547
inflo-outlier=1.0
inflo-outlier=0.8568543416634514
inflo-outlier=1.0080887330715986
inflo-outlier=1.0718628167319701
inflo-outlier=1.1042860504729881
inflo-outlier=0.9657316788156073
inflo-outlier=1.8756441051083577
inflo-outlier=1.236989296358096
inflo-outlier=1.0
inflo-outlier=1.0
inflo-outlier=0.953458861226519
inflo-outlier=1.0047372733968845
inflo-outlier=1.0006449357111917
inflo-outlier=1.1384694425949569
inflo-outlier=1.2806678918055574
inflo-outlier=0.9903110145997548
inflo-outlier=1.401042134491764
inflo-outlier=1.2807601814373608
inflo-outlier=1.6302010421007649
inflo-outlier=1.5740991063941752
inflo-outlier=1.1680711326405973
inflo-outlier=1.9032196195666986
inflo-outlier=1.3345397439756188
inflo-outlier=1.0
inflo-outlier=1.0393246897733712
inflo-outlier=1.1312083279216374
inflo-outlier=1.2333669189787801
inflo-outlier=1.0030146890150755
inflo-outlier=0.7898368978300354
inflo-outlier=1.0
inflo-outlier=1.2385760011853493
inflo-outlier=1.1443490675873864
inflo-outlier=1.238576035242267
inflo-outlier=1.0181707043845047
inflo-outlier=1.0989857851053895
inflo-outlier=1.1687365988840448
inflo-outlier=1.1791077238074315
inflo-outlier=0.983967151877988
inflo-outlier=1.158700194797675
inflo-outlier=1.026450790040349
inflo-outlier=0.9771056526890515
inflo-outlier=1.072870896647442
inflo-outlier=0.9817964517230409
inflo-outlier=1.0473828957098574
inflo-outlier=1.003148439797065
inflo-outlier=0.8914773447108258
inflo-outlier=1.0
inflo-outlier=1.6915831088401825
inflo-outlier=1.481275846652874
inflo-outlier=1.1388433147330814
inflo-outlier=1.1829004275123547
inflo-outlier=3.322035056632977
inflo-outlier=1.1204005053962207
inflo-outlier=1.0702225312663198
inflo-outlier=1.88594808939025
inflo-outlier=1.1856061542054053
inflo-outlier=0.9571169524989123
inflo-outlier=0.9758613566052934
inflo-outlier=1.000920990969613
inflo-outlier=1.2862259555199098
inflo-outlier=1.224549912418976
inflo-outlier=1.0685750249238992
inflo-outlier=1.2265518726974745
inflo-outlier=0.9532866611432902
inflo-outlier=1.3651995943718098
inflo-outlier=1.0811387251413844
inflo-outlier=1.012293900027821
inflo-outlier=1.1176271658174062
inflo-outlier=1.1190965127792902
inflo-outlier=1.118535520092769
inflo-outlier=1.0261225752639966
inflo-outlier=1.1004568460960045
inflo-outlier=0.9908408077995846
inflo-outlier=1.7501109025185826
inflo-outlier=1.0406450255740363
inflo-outlier=1.0443022138322937
inflo-outlier=1.4061412481511386
inflo-outlier=1.124680892662781
inflo-outlier=1.3018531484160982
inflo-outlier=0.9781104340293726
inflo-outlier=1.0468225492177763
inflo-outlier=1.1342865663342658
inflo-outlier=1.0461710552578636
inflo-outlier=1.2528726247799473
inflo-outlier=1.0
inflo-outlier=0.984309190821172
inflo-outlier=1.0675733296658214
inflo-outlier=1.1880645888373784
inflo-outlier=1.0594798978788593
inflo-outlier=1.1958411997945468
inflo-outlier=0.9660944436993376
inflo-outlier=1.0650227771199483
inflo-outlier=1.459566882470826
inflo-outlier=1.2079254325309332
inflo-outlier=1.0047563411700993
inflo-outlier=1.0103931469787313
inflo-outlier=1.0
inflo-outlier=1.0
inflo-outlier=1.1392315245967064
inflo-outlier=1.0
inflo-outlier=0.9644111921749765
inflo-outlier=1.0
inflo-outlier=1.0178657781288036
inflo-outlier=1.008759095534302
inflo-outlier=0.9899792572015342
inflo-outlier=0.9190941783940318
inflo-outlier=1.433074592693624
inflo-outlier=1.257848504762855
inflo-outlier=1.0231551774114718
inflo-outlier=1.005324141810397
inflo-outlier=1.7959629605707452
inflo-outlier=1.1900894269646527
inflo-outlier=1.456329378923774
inflo-outlier=0.9368348229496424
inflo-outlier=1.0
inflo-outlier=1.0761766423400954
inflo-outlier=1.0708372629452123
inflo-outlier=0.9064551874420853
inflo-outlier=1.0
inflo-outlier=1.4159942354226822
inflo-outlier=0.877518789590534
inflo-outlier=1.3337643671700785
inflo-outlier=0.8119473657346769
inflo-outlier=0.9684609686278737
inflo-outlier=1.090743518478371
inflo-outlier=1.3618727299780744
inflo-outlier=1.3183093442921672
inflo-outlier=1.4009825889382193
inflo-outlier=1.0
inflo-outlier=1.2230237968375337
inflo-outlier=1.0
inflo-outlier=0.9158594016879977
inflo-outlier=1.2185419530541657
inflo-outlier=1.0
inflo-outlier=0.9624842205686327
inflo-outlier=1.8953662527694661
inflo-outlier=1.0392901321681847
inflo-outlier=0.9406856042266264
inflo-outlier=0.9929497357548069
inflo-outlier=1.2431530232553234
inflo-outlier=1.099377894378442
inflo-outlier=0.8615132723169329
inflo-outlier=0.8565381621177602
inflo-outlier=0.856865195432288
inflo-outlier=1.1892678139326534
inflo-outlier=1.2926552177217507
inflo-outlier=0.9703722078805301
inflo-outlier=0.9865779042537093
inflo-outlier=1.1249457135780194
inflo-outlier=1.0819128825505584
inflo-outlier=1.0970104475667843
inflo-outlier=1.0722824100363415
inflo-outlier=3.128859316276097
inflo-outlier=1.1007379313261154
inflo-outlier=1.1900968545305428
inflo-outlier=0.9828692691504272
inflo-outlier=0.9754695961558387
inflo-outlier=1.2044207724975668
inflo-outlier=1.3831558833581896
inflo-outlier=1.835330171280999
inflo-outlier=1.1002747064922078
inflo-outlier=1.0257556652025923
inflo-outlier=1.2941606722008385
inflo-outlier=1.0
inflo-outlier=1.0777892770520145
inflo-outlier=1.0
inflo-outlier=1.4022622818743702
inflo-outlier=1.2324890713612193
inflo-outlier=0.9357765693611764
inflo-outlier=0.9147654177561746
inflo-outlier=1.1135147217599655
inflo-outlier=1.4493967050076475
inflo-outlier=0.9978172374346577
inflo-outlier=0.8844475371541228
inflo-outlier=0.9650872379351827
inflo-outlier=0.9720230943777723
inflo-outlier=1.1539429344611858
inflo-outlier=1.0
inflo-outlier=1.003215823467281
inflo-outlier=1.2900061929862268
inflo-outlier=0.9890023944890359
inflo-outlier=1.0888669651300968
inflo-outlier=1.0149383284949554
inflo-outlier=1.0
inflo-outlier=1.1870407843534534
inflo-outlier=0.9954239609360063
inflo-outlier=0.9969782857139781
inflo-outlier=2.2632817092590427
inflo-outlier=0.8881863246813666
inflo-outlier=1.12218433643097
inflo-outlier=0.9551066626235194
inflo-outlier=0.939179724532829
inflo-outlier=1.0618483624541504
inflo-outlier=1.1802710826752432
inflo-outlier=1.026104025739908
inflo-outlier=1.0
inflo-outlier=0.9618351164663911
inflo-outlier=1.4026102563545284
inflo-outlier=1.080455070219182
inflo-outlier=1.1022079784001964
inflo-outlier=1.289020195118522
inflo-outlier=1.0135191923848825
inflo-outlier=1.4709201401733403
inflo-outlier=5.352255443608786
inflo-outlier=1.450717746591865
inflo-outlier=1.0875553998705223
inflo-outlier=1.0191647757699822
inflo-outlier=1.347131265520141
inflo-outlier=1.4983254612924026
inflo-outlier=1.0508348059851182
inflo-outlier=1.3275743766805783
inflo-outlier=3.5755005972974594
inflo-outlier=0.9762947253475034
inflo-outlier=0.9456389518961443
inflo-outlier=0.9394431318671391
inflo-outlier=1.2093021061517257
inflo-outlier=0.9352395728957198
inflo-outlier=1.143099233038983
inflo-outlier=1.043036256620486
inflo-outlier=1.0
inflo-outlier=1.0704037213090682
inflo-outlier=1.1154102178943446
inflo-outlier=1.1634895572644606
inflo-outlier=2.5088210660940753
inflo-outlier=1.0959654491967763
inflo-outlier=1.1525009808076285
inflo-outlier=1.151290940716401
inflo-outlier=1.193813933937335
inflo-outlier=0.8942408206521634
inflo-outlier=1.0
inflo-outlier=0.9990594354060205
inflo-outlier=1.0758321108678117
inflo-outlier=1.1961107283401649
inflo-outlier=0.982869173994155
inflo-outlier=1.146356350055386
inflo-outlier=1.1211829496154273
inflo-outlier=0.9685431580657041
inflo-outlier=0.9616916232066846
inflo-outlier=0.9488016431130886
inflo-outlier=1.0397093516986546
inflo-outlier=1.1718915385132531
inflo-outlier=0.9296191376786067
inflo-outlier=1.113778247784351
inflo-outlier=0.9572453764513572
inflo-outlier=0.9867376310582929
inflo-outlier=0.9161584519655028
inflo-outlier=1.0
inflo-outlier=1.2272791009088937
inflo-outlier=1.1696665899847987
inflo-outlier=1.0
inflo-outlier=1.0
inflo-outlier=1.0
inflo-outlier=1.0572736759977264
inflo-outlier=0.9640162764567503
inflo-outlier=0.9443669750833213
inflo-outlier=1.578335606768426
inflo-outlier=1.0872022085095931
inflo-outlier=1.2275351511677
inflo-outlier=1.247923075064657
inflo-outlier=1.0758902924102987
inflo-outlier=1.7090196325157923
inflo-outlier=1.457084235922211
inflo-outlier=1.4768099157551535
inflo-outlier=0.9495840818681501
inflo-outlier=1.2335327254972925
inflo-outlier=0.9264210130280368
inflo-outlier=1.0468687295884633
inflo-outlier=1.1159415007422708
inflo-outlier=1.0
inflo-outlier=1.2717344418941967
inflo-outlier=1.2552833946757007
inflo-outlier=1.0746123225631745
inflo-outlier=1.1016090475440823
inflo-outlier=1.0752079128135432
inflo-outlier=1.0491027020128465
inflo-outlier=0.9854708480828435
inflo-outlier=1.0012905206788572
inflo-outlier=1.2006692072939735
inflo-outlier=1.1652691227454968
inflo-outlier=0.9330841830548413
inflo-outlier=1.0026149187324374
inflo-outlier=0.9963545458273277
inflo-outlier=1.0
inflo-outlier=0.9155399684167317
inflo-outlier=1.0019912283731813
inflo-outlier=1.252728169535564
inflo-outlier=1.1506035808563104
inflo-outlier=1.101480956656223
inflo-outlier=0.9864745691050055
inflo-outlier=1.0
inflo-outlier=1.5024750948307701
inflo-outlier=1.2317063089417346
inflo-outlier=1.1910575615149877
inflo-outlier=1.079761090048658
inflo-outlier=0.9094662695761121
inflo-outlier=1.0
inflo-outlier=3.1073765225937064
inflo-outlier=1.074365648000827
inflo-outlier=1.2337471558405502
inflo-outlier=1.0322783714393464
inflo-outlier=1.0330495018131538
inflo-outlier=1.5665172768599749
inflo-outlier=1.2576080430802017
inflo-outlier=1.1125225732060782
inflo-outlier=1.0884986695901744
inflo-outlier=0.9851935285143022
inflo-outlier=1.4411343242108108
inflo-outlier=0.8743004913532407
inflo-outlier=0.9243874099004618
inflo-outlier=0.9858581198052729
inflo-outlier=0.9601349377111583
inflo-outlier=1.283321815782229
inflo-outlier=1.0
inflo-outlier=1.009052976441232
inflo-outlier=1.0
inflo-outlier=1.050790533944718
inflo-outlier=0.9310984513888545
inflo-outlier=2.2139988611986574
inflo-outlier=2.384330517807638
inflo-outlier=1.5483429508752782
inflo-outlier=1.020822962530298
inflo-outlier=1.0
inflo-outlier=1.4795467315627695
inflo-outlier=1.0
inflo-outlier=1.023122701772023
inflo-outlier=0.9116561443594079
inflo-outlier=0.9481072438590251
inflo-outlier=0.9964585901140167
inflo-outlier=1.0332925429573796
inflo-outlier=1.0
inflo-outlier=3.2889120535256877
inflo-outlier=1.0940007856796963
inflo-outlier=1.0
inflo-outlier=0.9582079453025133
inflo-outlier=1.0026843572168085
inflo-outlier=1.087028028538371
inflo-outlier=1.3095431228458454
inflo-outlier=1.1664206232662995
inflo-outlier=1.0
inflo-outlier=1.2680722685820167
inflo-outlier=1.5334172477649886
inflo-outlier=1.00498139704329
inflo-outlier=0.9853630435354491
inflo-outlier=1.77182338602278
inflo-outlier=0.9929792655209251
inflo-outlier=1.0913067030610506
inflo-outlier=1.3286043095147178
inflo-outlier=1.0
inflo-outlier=1.1439688314025644
inflo-outlier=1.3447097935613115
inflo-outlier=1.2237565664130923
inflo-outlier=0.9581433496148536
inflo-outlier=1.1708664548797334
inflo-outlier=0.8301925609066229
inflo-outlier=0.9510432126718503
inflo-outlier=0.8694385633520737
inflo-outlier=1.0
inflo-outlier=1.4271312806939054
inflo-outlier=0.9368665855716176
inflo-outlier=1.6007701497471347
inflo-outlier=1.092093875245396
inflo-outlier=1.1734664613974208
inflo-outlier=0.9696609350917986
inflo-outlier=0.9657921343205109
inflo-outlier=1.1452610144086588
inflo-outlier=1.1964686794095327
inflo-outlier=1.1516417848184608
inflo-outlier=1.0765280037527964
inflo-outlier=3.782446561622022
inflo-outlier=1.0336098844764567
inflo-outlier=0.9663969637002259
inflo-outlier=1.2297537445116942
inflo-outlier=1.0547830733089143
inflo-outlier=0.9023688740086301
inflo-outlier=1.0
inflo-outlier=0.9487586573009669
inflo-outlier=1.0315451542885916
inflo-outlier=1.0536312424972762
inflo-outlier=0.9309040706769085
inflo-outlier=0.9305470712774985
inflo-outlier=2.0166108525634567
inflo-outlier=1.2211503570492883
inflo-outlier=1.0183831673283663
inflo-outlier=0.9486914969641768
inflo-outlier=1.0433208403709553
inflo-outlier=0.9282582726529387
inflo-outlier=0.9446326261567911
inflo-outlier=1.495043423762003
inflo-outlier=1.2931467885675993
inflo-outlier=1.0111132973244108
inflo-outlier=1.0368118892597942
inflo-outlier=1.0400273955125627
inflo-outlier=1.0
inflo-outlier=1.0503328200051103
inflo-outlier=1.0595456514814834
inflo-outlier=0.9840948308161626
inflo-outlier=0.9455581493852118
inflo-outlier=0.9405040811016437
inflo-outlier=1.441859792332107
inflo-outlier=1.073565732111181
inflo-outlier=0.9979050706941285
inflo-outlier=1.0
inflo-outlier=0.8155376301775136
inflo-outlier=0.9972346081515678
inflo-outlier=1.037422789441795
inflo-outlier=1.4294931148075352
inflo-outlier=1.197192375025776
inflo-outlier=1.06745369356772
inflo-outlier=0.9902875815158722
inflo-outlier=1.134789899429207
inflo-outlier=0.8767654700577501
inflo-outlier=1.0078767818689305
inflo-outlier=1.0
inflo-outlier=1.0241096954308149
inflo-outlier=1.0128563272158746
inflo-outlier=1.0994102180204819
inflo-outlier=1.0
inflo-outlier=0.9044657014678903
inflo-outlier=1.067838349011606
inflo-outlier=1.4859162874576923
inflo-outlier=1.4500942045522547
inflo-outlier=1.0
inflo-outlier=1.0937978419681091
inflo-outlier=0.9277495514507987
inflo-outlier=1.0178715446906679
inflo-outlier=1.041024968307693
inflo-outlier=1.125443949443656
inflo-outlier=1.0
inflo-outlier=1.3969550843273646
inflo-outlier=1.0431114792520844
inflo-outlier=1.0550439815679333
inflo-outlier=1.0
inflo-outlier=1.4294839584507115
inflo-outlier=0.9109054929357818
inflo-outlier=1.1196852124340313
inflo-outlier=0.9256586420165762
inflo-outlier=1.1856389431975372
inflo-outlier=1.0613383200285793
inflo-outlier=0.9889802473371511
inflo-outlier=1.0101440236715853
inflo-outlier=1.0
inflo-outlier=1.0347135587932355
inflo-outlier=1.0437981071071933
inflo-outlier=1.3660610217467708
inflo-outlier=0.9663822544910626
inflo-outlier=0.9547019746548578
inflo-outlier=1.0
inflo-outlier=0.9668597755013125
inflo-outlier=1.2337553958730871
inflo-outlier=1.1529388674867542
inflo-outlier=0.9726434016947706
inflo-outlier=0.7799152638830185
inflo-outlier=1.1075062993626064
inflo-outlier=1.3672302934319216
inflo-outlier=1.0
inflo-outlier=0.9323162794015077
inflo-outlier=1.2489168699079958
inflo-outlier=1.0
inflo-outlier=1.0
inflo-outlier=1.3672177566810746
inflo-outlier=0.8938693549166741
inflo-outlier=1.0678313652127682
inflo-outlier=1.0414109718967848
inflo-outlier=1.1239830450628756
inflo-outlier=1.0521833417499478
inflo-outlier=1.0586571626948864
inflo-outlier=0.8480055764478038
inflo-outlier=0.9865135797183846
inflo-outlier=0.8762397125855247
inflo-outlier=0.9200320947089372
inflo-outlier=1.0263506090086225
inflo-outlier=0.8709577179661492
