kdeos-outlier=0.6530496438905101
kdeos-outlier=0.8331795585752654
kdeos-outlier=0.9656081847865289
kdeos-outlier=0.5824506905847319
kdeos-outlier=0.6374900586417565
kdeos-outlier=0.7927191041472488
kdeos-outlier=0.7983282133858643
kdeos-outlier=0.8038117879624938
kdeos-outlier=0.6992060510238888
kdeos-outlier=0.831024230965971
kdeos-outlier=0.7817264912400397
kdeos-outlier=0.8012678474700985
kdeos-outlier=0.06145991269672346
kdeos-outlier=0.11462850215172965
kdeos-outlier=0.06764723253297794
kdeos-outlier=0.9317335721750865
kdeos-outlier=0.8862706969900593
kdeos-outlier=0.05791966021614975
kdeos-outlier=0.09220465285475643
kdeos-outlier=0.8823865688088817
kdeos-outlier=0.7310703276041454
kdeos-outlier=0.28651994825175586
kdeos-outlier=0.8858789485492902
kdeos-outlier=0.04841492679948278
kdeos-outlier=0.8048159868815608
kdeos-outlier=0.7913093684044485
kdeos-outlier=0.048111332662699735
kdeos-outlier=0.5194087576273239
kdeos-outlier=0.8424606651605936
kdeos-outlier=0.9250718394001782
kdeos-outlier=0.05968933309094843
kdeos-outlier=0.1986992683886884
kdeos-outlier=0.44460701639183653
kdeos-outlier=0.8777147765777935
kdeos-outlier=0.507783827931598
kdeos-outlier=0.9042043556230255
kdeos-outlier=0.5396357894518937
kdeos-outlier=0.9236380442121113
kdeos-outlier=0.796454300850266
kdeos-outlier=0.3286944411147833
kdeos-outlier=0.05321736425770973
kdeos-outlier=0.844543599058323
kdeos-outlier=0.9763163383404778
kdeos-outlier=0.819151285895775
kdeos-outlier=0.7883147153724698
kdeos-outlier=0.8952468638219144
kdeos-outlier=0.680991150894341
kdeos-outlier=0.18595574452244978
kdeos-outlier=0.04066067403860302
kdeos-outlier=0.7561067074836133
kdeos-outlier=0.14966191514990962
kdeos-outlier=0.5019624197920629
kdeos-outlier=0.8645905880756096
kdeos-outlier=0.12411839756084492
kdeos-outlier=0.926398859149315
kdeos-outlier=0.6496853382244987
kdeos-outlier=0.11158939251029215
kdeos-outlier=0.8143589947047051
kdeos-outlier=0.5226816965776957
kdeos-outlier=0.8423771348718454
kdeos-outlier=0.2866861252619798
kdeos-outlier=0.7370170595911198
kdeos-outlier=0.6875299789342104
kdeos-outlier=0.7693763682189837
kdeos-outlier=0.821004826659041
kdeos-outlier=0.6406583824718408
kdeos-outlier=0.07635112697540314
kdeos-outlier=0.7898421821544996
kdeos-outlier=0.7034584413821743
kdeos-outlier=0.1702077108408654
kdeos-outlier=0.982547203536275
kdeos-outlier=0.7830767865838487
kdeos-outlier=0.33009536497095204
kdeos-outlier=0.9172163364358819
kdeos-outlier=0.499712960808637
kdeos-outlier=0.12385033008795093
kdeos-outlier=0.7562936555055437
kdeos-outlier=0.743515094191187
kdeos-outlier=0.9122610630273749
kdeos-outlier=0.27582123854397067
kdeos-outlier=0.6268840139110963
kdeos-outlier=0.6050096569364325
kdeos-outlier=0.8205345215852814
kdeos-outlier=0.4099797359177061
kdeos-outlier=0.10420584481470474
kdeos-outlier=0.4269054533434119
kdeos-outlier=0.8037404182953052
kdeos-outlier=0.5016835838379559
kdeos-outlier=0.5959314805808666
kdeos-outlier=0.2463966480963664
kdeos-outlier=0.827032536675816
kdeos-outlier=0.1509863429281375
kdeos-outlier=0.6709455274541826
kdeos-outlier=0.9535514808979726
kdeos-outlier=0.7826522010068734
kdeos-outlier=0.7679587741615641
kdeos-outlier=0.22680944528706926
kdeos-outlier=0.9195144928006165
kdeos-outlier=0.2979589284988262
kdeos-outlier=0.3046917778936356
kdeos-outlier=0.6807830555827258
kdeos-outlier=0.5766845799599503
kdeos-outlier=0.10309513242395818
kdeos-outlier=0.7263386176055093
kdeos-outlier=0.3644614747757199
kdeos-outlier=0.05474476855889693
kdeos-outlier=0.7589918312602438
kdeos-outlier=0.7800188658718934
kdeos-outlier=0.7792940731435032
kdeos-outlier=0.7963016134369101
kdeos-outlier=0.2502159863248016
kdeos-outlier=0.596172482221135
kdeos-outlier=0.6410099232901716
kdeos-outlier=0.08466678591645954
kdeos-outlier=0.1451803907176084
kdeos-outlier=0.7942136317189101
kdeos-outlier=0.7293861151616714
kdeos-outlier=0.6619322776546387
kdeos-outlier=0.721557414954977
kdeos-outlier=0.6949182169477923
kdeos-outlier=0.15088344740298543
kdeos-outlier=0.20526762077359484
kdeos-outlier=0.86845286598709
kdeos-outlier=0.7828605930271322
kdeos-outlier=0.14410536114405226
kdeos-outlier=0.12919118000096885
kdeos-outlier=0.7149889634341478
kdeos-outlier=0.7763907990476399
kdeos-outlier=0.5064383618067078
kdeos-outlier=0.35909436928923066
kdeos-outlier=0.4102838732335947
kdeos-outlier=0.20667051669780528
kdeos-outlier=0.6946294951803934
kdeos-outlier=0.07349893011792524
kdeos-outlier=0.23218026228222427
kdeos-outlier=0.37785861194309434
kdeos-outlier=0.771223849418577
kdeos-outlier=0.5959795427399266
kdeos-outlier=0.2779749536268419
kdeos-outlier=0.25523900811108374
kdeos-outlier=0.3843397099330848
kdeos-outlier=0.8500864421171948
kdeos-outlier=0.4535779539861489
kdeos-outlier=0.5533799073917962
kdeos-outlier=0.266134624924227
kdeos-outlier=0.8003301784526312
kdeos-outlier=0.7212663687921819
kdeos-outlier=0.9005415140929295
kdeos-outlier=0.18857538605260332
kdeos-outlier=0.6287432548189897
kdeos-outlier=0.664979890207597
kdeos-outlier=0.6373917823168641
kdeos-outlier=0.12223448340450632
kdeos-outlier=0.19956587130415543
kdeos-outlier=0.39030956736567884
kdeos-outlier=0.05629998598035019
kdeos-outlier=0.7376198363959714
kdeos-outlier=0.7232415047578347
kdeos-outlier=0.5613107723214323
kdeos-outlier=0.07281977916024035
kdeos-outlier=0.8477415191020872
kdeos-outlier=0.49497716020230226
kdeos-outlier=0.7517930250856389
kdeos-outlier=0.44184713787702257
kdeos-outlier=0.8441395718103089
kdeos-outlier=0.1562820592011402
kdeos-outlier=0.6962176118546853
kdeos-outlier=0.6465467252763052
kdeos-outlier=0.7777326149445942
kdeos-outlier=0.1459745311817936
kdeos-outlier=0.8496495337748952
kdeos-outlier=0.3635348067321024
kdeos-outlier=0.6949035874246469
kdeos-outlier=0.355070717326914
kdeos-outlier=0.329641631840741
kdeos-outlier=0.31603381347441534
kdeos-outlier=0.7778615848997672
kdeos-outlier=0.6615988321286166
kdeos-outlier=0.7406477450006574
kdeos-outlier=0.7690505333022223
kdeos-outlier=0.0787210677298929
kdeos-outlier=0.4050464843613494
kdeos-outlier=0.7265818652406301
kdeos-outlier=0.1965117900524932
kdeos-outlier=0.2278626135336767
kdeos-outlier=0.08352101916371013
kdeos-outlier=0.43188818656241434
kdeos-outlier=0.7362033088882911
kdeos-outlier=0.7000821125335147
kdeos-outlier=0.2961553189402826
kdeos-outlier=0.07041957075770777
kdeos-outlier=0.6972741507894269
kdeos-outlier=0.4949392674114069
kdeos-outlier=0.7530397960513597
kdeos-outlier=0.8433452741803912
kdeos-outlier=0.721499003096979
kdeos-outlier=0.08652360881226812
kdeos-outlier=0.6322745800692108
kdeos-outlier=0.8012942367639857
kdeos-outlier=0.722621906045514
kdeos-outlier=0.7323559280385178
kdeos-outlier=0.4963092793946185
kdeos-outlier=0.40839731093598886
kdeos-outlier=0.3192730541214315
kdeos-outlier=0.35339166392186483
kdeos-outlier=0.6648461680321489
kdeos-outlier=0.0703984362925863
kdeos-outlier=0.39674497804300224
kdeos-outlier=0.9193475001306521
kdeos-outlier=0.732853934625028
kdeos-outlier=0.48943998047373977
kdeos-outlier=0.5083064941736564
kdeos-outlier=0.40041174405235647
kdeos-outlier=0.6606299207739501
kdeos-outlier=0.504135977466798
kdeos-outlier=0.4265871073721157
kdeos-outlier=0.8397321193165888
kdeos-outlier=0.7951125559968499
kdeos-outlier=0.6548652791213161
kdeos-outlier=0.6127660435839462
kdeos-outlier=0.8938272457006563
kdeos-outlier=0.5065917685258724
kdeos-outlier=0.3901961664093099
kdeos-outlier=0.8180082681560573
kdeos-outlier=0.5558784024216962
kdeos-outlier=0.07757792325143215
kdeos-outlier=0.4454523877629988
kdeos-outlier=0.07118103869769937
kdeos-outlier=0.7937721224133079
kdeos-outlier=0.5659406605121942
kdeos-outlier=0.6840503493908813
kdeos-outlier=0.9063772340442635
kdeos-outlier=0.7147516860426821
kdeos-outlier=0.9070093806773732
kdeos-outlier=0.5438578187942791
kdeos-outlier=0.581122647469406
kdeos-outlier=0.869629466558945
kdeos-outlier=0.6454370875703062
kdeos-outlier=0.3531249383487873
kdeos-outlier=0.2959129455968308
kdeos-outlier=0.7642840175695653
kdeos-outlier=0.3381852061112767
kdeos-outlier=0.6975352837273927
kdeos-outlier=0.8513596469514045
kdeos-outlier=0.3823297563085967
kdeos-outlier=0.3345717460714712
kdeos-outlier=0.707098360482561
kdeos-outlier=0.6341018643529688
kdeos-outlier=0.8036466889919054
kdeos-outlier=0.1953706037887154
kdeos-outlier=0.5458757825559604
kdeos-outlier=0.42194087616597137
kdeos-outlier=0.8237835484341494
kdeos-outlier=0.3075634512990273
kdeos-outlier=0.08581462135881118
kdeos-outlier=0.5337208331804242
kdeos-outlier=0.9064503625537621
kdeos-outlier=0.8844870843470021
kdeos-outlier=0.3995529534110819
kdeos-outlier=0.4099478086602792
kdeos-outlier=0.9080507263409634
kdeos-outlier=0.8002715167618146
kdeos-outlier=0.7645696251385308
kdeos-outlier=0.8469325991760253
kdeos-outlier=0.7574889055128429
kdeos-outlier=0.7277089818835463
kdeos-outlier=0.6526519418851224
kdeos-outlier=0.8185713480311618
kdeos-outlier=0.10859343479488831
kdeos-outlier=0.7935740584285053
kdeos-outlier=0.2378676293275132
kdeos-outlier=0.6078135947357274
kdeos-outlier=0.8577285942596435
kdeos-outlier=0.31827442638893977
kdeos-outlier=0.8375107015211642
kdeos-outlier=0.7231525034900366
kdeos-outlier=0.23725184126521098
kdeos-outlier=0.7008176785212146
kdeos-outlier=0.793391153333718
kdeos-outlier=0.09691069391409268
kdeos-outlier=0.7879510445234297
kdeos-outlier=0.689704074713033
kdeos-outlier=0.6137711888668591
kdeos-outlier=0.3329216048075413
kdeos-outlier=0.16285270634287585
kdeos-outlier=0.07365508185251696
kdeos-outlier=0.06091768347454868
kdeos-outlier=0.7379508434304531
kdeos-outlier=0.7059187317550343
kdeos-outlier=0.8454078049460971
kdeos-outlier=0.7164841138495237
kdeos-outlier=0.05464035581878812
kdeos-outlier=0.07153372607705383
kdeos-outlier=0.8795283468706546
kdeos-outlier=0.863228840821326
kdeos-outlier=0.153658805866558
kdeos-outlier=0.655569904759212
kdeos-outlier=0.07843114770762127
kdeos-outlier=0.06372176810800423
kdeos-outlier=0.7997183267721224
kdeos-outlier=0.5006187085499793
kdeos-outlier=0.6970553439879383
kdeos-outlier=0.729127977718517
kdeos-outlier=0.4395885671030304
kdeos-outlier=0.7797865770365356
kdeos-outlier=0.12373940567749425
kdeos-outlier=0.6559832214153678
kdeos-outlier=0.658013787998598
kdeos-outlier=0.8220152618588059
kdeos-outlier=0.42379239067906893
kdeos-outlier=0.7424738286050692
kdeos-outlier=0.44296781564669063
kdeos-outlier=0.659411091980613
kdeos-outlier=0.058637324586628126
kdeos-outlier=0.7915560495782752
kdeos-outlier=0.643654947870524
kdeos-outlier=0.44227653795554556
kdeos-outlier=0.42553488477617885
kdeos-outlier=0.9702571542139784
kdeos-outlier=0.34910857111130794
kdeos-outlier=0.7042286472817261
kdeos-outlier=0.04365954723426585
kdeos-outlier=0.564071033269868
kdeos-outlier=0.6943718162241234
kdeos-outlier=0.7070591112250729
kdeos-outlier=0.4566599211952578
kdeos-outlier=0.7286113223294806
kdeos-outlier=0.8012227907294878
kdeos-outlier=0.7405103094280708
kdeos-outlier=0.8959731332551437
kdeos-outlier=0.7872065101055373
kdeos-outlier=0.7908862714209759
kdeos-outlier=0.514120860163513
kdeos-outlier=0.779323412832024
kdeos-outlier=0.7221279408027329
kdeos-outlier=0.7368111102583633
kdeos-outlier=0.6735722683017757
kdeos-outlier=0.31541723976971836
kdeos-outlier=0.4538877057185294
kdeos-outlier=0.6584701192135695
kdeos-outlier=0.16100750567809263
kdeos-outlier=0.07436603707882539
kdeos-outlier=0.7535011627454229
kdeos-outlier=0.8077975715973618
kdeos-outlier=0.7593002593475537
kdeos-outlier=0.7730324736968948
kdeos-outlier=0.43683272777921844
kdeos-outlier=0.07592138912628926
kdeos-outlier=0.18461581222262008
kdeos-outlier=0.7071707268896424
kdeos-outlier=0.4713232356818794
kdeos-outlier=0.2411624967556819
kdeos-outlier=0.25051360988501875
kdeos-outlier=0.617738564213436
kdeos-outlier=0.7725513014633308
kdeos-outlier=0.0605751774176948
kdeos-outlier=0.15972193900915255
kdeos-outlier=0.8417116466300152
kdeos-outlier=0.8079763213996296
kdeos-outlier=0.6516582967465236
kdeos-outlier=0.29194182736883856
kdeos-outlier=0.7003079002631684
kdeos-outlier=0.688439427722512
kdeos-outlier=0.7028438501342553
kdeos-outlier=0.5811584981026957
kdeos-outlier=0.1655388552432096
kdeos-outlier=0.04276886077072767
kdeos-outlier=0.405703971948074
kdeos-outlier=0.8075787859003862
kdeos-outlier=0.6009778724430848
kdeos-outlier=0.660622076934787
kdeos-outlier=0.6656556010284818
kdeos-outlier=0.7503895706797166
kdeos-outlier=0.786950228656019
kdeos-outlier=0.6242276010580872
kdeos-outlier=0.8750400817062944
kdeos-outlier=0.874470626733722
kdeos-outlier=0.5025849453748163
kdeos-outlier=0.4240633525283402
kdeos-outlier=0.29681378830919886
kdeos-outlier=0.5643093613652697
kdeos-outlier=0.8305939335097206
kdeos-outlier=0.8201217106245255
kdeos-outlier=0.1824063548339696
kdeos-outlier=0.17475822631977234
kdeos-outlier=0.19667875310439092
kdeos-outlier=0.6339991273604834
kdeos-outlier=0.6187201173293713
kdeos-outlier=0.8810666871190628
kdeos-outlier=0.18510392340730664
kdeos-outlier=0.7433079104510197
kdeos-outlier=0.741065031532274
kdeos-outlier=0.8539836312464539
kdeos-outlier=0.354411668662708
kdeos-outlier=0.6708634731073131
kdeos-outlier=0.3645633090880438
kdeos-outlier=0.34792673596035917
kdeos-outlier=0.6830985277617773
kdeos-outlier=0.04362644157633172
kdeos-outlier=0.4563102029214693
kdeos-outlier=0.8503967208679293
kdeos-outlier=0.2946384384675285
kdeos-outlier=0.5307489978756773
kdeos-outlier=0.9768032625712089
kdeos-outlier=0.3976119606654852
kdeos-outlier=0.6438347405047515
kdeos-outlier=0.3976670510605832
kdeos-outlier=0.629879490466988
kdeos-outlier=0.8065031073576466
kdeos-outlier=0.6754708694583801
kdeos-outlier=0.09255609174478341
kdeos-outlier=0.47089410570631246
kdeos-outlier=0.7792565599160463
kdeos-outlier=0.29919507915243293
kdeos-outlier=0.6766423214400774
kdeos-outlier=0.7099531153176712
kdeos-outlier=0.8987073649298872
kdeos-outlier=0.26070415020700716
kdeos-outlier=0.8464603557583645
kdeos-outlier=0.7716681230490765
kdeos-outlier=0.7331483781057576
kdeos-outlier=0.21306501833275465
kdeos-outlier=0.8077729787519521
kdeos-outlier=0.768007228051965
kdeos-outlier=0.8352491031300302
kdeos-outlier=0.7327325101838321
kdeos-outlier=0.7439975199080264
kdeos-outlier=0.7338870828331834
kdeos-outlier=0.21557257480802516
kdeos-outlier=0.06517109344341293
kdeos-outlier=0.22777841240737046
kdeos-outlier=0.0546367044773165
kdeos-outlier=0.48716189774676844
kdeos-outlier=0.31642693595202737
kdeos-outlier=0.7088612770103169
kdeos-outlier=0.2982140817856853
kdeos-outlier=0.07447005869252105
kdeos-outlier=0.15745087630200644
kdeos-outlier=0.47652318578760977
kdeos-outlier=0.5790035988097759
kdeos-outlier=0.34030585107062417
kdeos-outlier=0.8248363176093916
kdeos-outlier=0.6907883042531955
kdeos-outlier=0.13753999045785287
kdeos-outlier=0.06860035514002244
kdeos-outlier=0.844198188728035
kdeos-outlier=0.939970435665116
kdeos-outlier=0.6971911382970917
kdeos-outlier=0.6136875848182372
kdeos-outlier=0.24259107178979988
kdeos-outlier=0.8547051794631255
kdeos-outlier=0.4580944849485929
kdeos-outlier=0.8016012136634789
kdeos-outlier=0.7450944619268466
kdeos-outlier=0.751959611382212
kdeos-outlier=0.06094348825367979
kdeos-outlier=0.11783956089069642
kdeos-outlier=0.12274446022839086
kdeos-outlier=0.06348888600469832
kdeos-outlier=0.8941832723204363
kdeos-outlier=0.39861613744520635
kdeos-outlier=0.4984132526509121
kdeos-outlier=0.08708361561905154
kdeos-outlier=0.7494239722834035
kdeos-outlier=0.8190786810334464
kdeos-outlier=0.5757216924483199
kdeos-outlier=0.4587479561517661
kdeos-outlier=0.545658877949767
kdeos-outlier=0.6461455264960809
kdeos-outlier=0.09663218752418434
kdeos-outlier=0.21565669085550077
kdeos-outlier=0.6357842445783609
kdeos-outlier=0.4524711688749681
kdeos-outlier=0.6798999822288129
kdeos-outlier=0.44331788803098016
kdeos-outlier=0.7888722903382646
kdeos-outlier=0.24545028050684597
kdeos-outlier=0.5168339089600789
kdeos-outlier=0.16283130263383305
kdeos-outlier=0.9333232472423363
kdeos-outlier=0.07744700371700264
kdeos-outlier=0.5605632779994464
kdeos-outlier=0.2380959621874662
kdeos-outlier=0.7726863490981435
kdeos-outlier=0.6838824745960039
kdeos-outlier=0.08803598290278591
kdeos-outlier=0.9422134064130598
kdeos-outlier=0.915110051999839
kdeos-outlier=0.7597344592749375
kdeos-outlier=0.4897023661795801
kdeos-outlier=0.6840415252209936
kdeos-outlier=0.8445355501728222
kdeos-outlier=0.702865296140351
kdeos-outlier=0.8060939577696706
kdeos-outlier=0.32362360157547365
kdeos-outlier=0.9539295416968603
kdeos-outlier=0.21469834144503597
kdeos-outlier=0.4778193475662319
kdeos-outlier=0.7382025114750158
kdeos-outlier=0.18835180808601004
kdeos-outlier=0.9213247605871839
kdeos-outlier=0.7519673631314536
kdeos-outlier=0.5823040213490374
kdeos-outlier=0.9504713029358414
kdeos-outlier=0.790608019382154
kdeos-outlier=0.7492420819132661
kdeos-outlier=0.44276568881900447
kdeos-outlier=0.9346360889129949
kdeos-outlier=0.46866123413606975
kdeos-outlier=0.10428009639465824
kdeos-outlier=0.8423205501646923
kdeos-outlier=0.5684667874953093
kdeos-outlier=0.08739923498341279
kdeos-outlier=0.5570194881364201
kdeos-outlier=0.6634376186079386
kdeos-outlier=0.8886590887540979
kdeos-outlier=0.6917284632762076
kdeos-outlier=0.7959238639687655
kdeos-outlier=0.36998694306422675
kdeos-outlier=0.46646856432646383
kdeos-outlier=0.05743898062647956
kdeos-outlier=0.9556424459217068
kdeos-outlier=0.964654388325203
kdeos-outlier=0.02981921301163165
kdeos-outlier=0.09965648917848247
kdeos-outlier=0.6374061131007313
kdeos-outlier=0.7921203761667044
kdeos-outlier=0.07576468128451708
kdeos-outlier=0.8717308584504999
kdeos-outlier=0.4842037560414313
kdeos-outlier=0.24410983577899176
kdeos-outlier=0.47956424617846233
kdeos-outlier=0.915448841526944
kdeos-outlier=0.6999947770685971
kdeos-outlier=0.07451869576681641
kdeos-outlier=0.1028404269040743
kdeos-outlier=0.5512102118782362
kdeos-outlier=0.07860853277586838
kdeos-outlier=0.5374298649815564
kdeos-outlier=0.5572457230742267
kdeos-outlier=0.758333250585134
kdeos-outlier=0.08222092445486451
kdeos-outlier=0.7983099010969901
kdeos-outlier=0.8558652148667437
kdeos-outlier=0.18587290043035692
kdeos-outlier=0.7307803966383877
kdeos-outlier=0.33415026838294654
kdeos-outlier=0.7446553770375991
kdeos-outlier=0.5777095663768697
kdeos-outlier=0.6075092737832302
kdeos-outlier=0.44932013034670204
kdeos-outlier=0.8283560095530307
kdeos-outlier=0.7287658612918183
kdeos-outlier=0.22411555171087283
kdeos-outlier=0.2394857955794661
kdeos-outlier=0.3185790624562024
