knnw-outlier=1067956.4042502202
knnw-outlier=968511.4482594106
knnw-outlier=1756082.4749745107
knnw-outlier=1001070.7498884774
knnw-outlier=3727999.3960579745
knnw-outlier=1638093.7750312944
knnw-outlier=638056.9038155908
knnw-outlier=1698401.7927318995
knnw-outlier=1443201.250327097
knnw-outlier=1428791.8045865651
knnw-outlier=1823322.2432769635
knnw-outlier=1251207.2172609502
knnw-outlier=1585957.7728642153
knnw-outlier=8084389.818597439
knnw-outlier=729898.7892916197
knnw-outlier=2096990.9689148339
knnw-outlier=733887.8923844292
knnw-outlier=7289041.409322499
knnw-outlier=3176561.5345510948
knnw-outlier=3000375.034799959
knnw-outlier=3008447.2776483065
knnw-outlier=3316247.9940423975
knnw-outlier=3314754.64488297
knnw-outlier=1060015.2550518573
knnw-outlier=928604.8909099153
knnw-outlier=803362.5313318196
knnw-outlier=983331.5074447044
knnw-outlier=822790.2686141226
knnw-outlier=985878.2993716559
knnw-outlier=1819406.4458608506
knnw-outlier=3305277.503483354
knnw-outlier=2441526.5116513404
knnw-outlier=2103577.0794562474
knnw-outlier=1767993.6137180454
knnw-outlier=798038.8694550267
knnw-outlier=659963.0902057694
knnw-outlier=1090579.3718723033
knnw-outlier=1869024.1417604925
knnw-outlier=3652119.20202383
knnw-outlier=745669.6727035319
knnw-outlier=761337.8729033188
knnw-outlier=1918584.9704930559
knnw-outlier=1074469.4436056227
knnw-outlier=1120318.610895384
knnw-outlier=3202796.9856630145
knnw-outlier=2027274.05573624
knnw-outlier=852536.2744385287
knnw-outlier=1182918.5323526144
knnw-outlier=2193038.62456738
knnw-outlier=1513955.9127826004
knnw-outlier=5728797.723583601
knnw-outlier=1069642.3640132851
knnw-outlier=2283736.62933016
knnw-outlier=1218316.3696805085
knnw-outlier=1043089.4577546048
knnw-outlier=935746.4479411704
knnw-outlier=827027.9391067894
knnw-outlier=1351882.505491764
knnw-outlier=2465404.3996068267
knnw-outlier=2659464.482581482
knnw-outlier=2273227.9879940557
knnw-outlier=888076.5973528181
knnw-outlier=3687890.8119111625
knnw-outlier=867221.5400709833
knnw-outlier=2654454.7526590405
knnw-outlier=1476456.3290510757
knnw-outlier=1090642.3486228238
