knn-outlier=9162.937945735526
knn-outlier=8296.729240279361
knn-outlier=15319.046908874585
knn-outlier=11183.856463383092
knn-outlier=35386.34466897789
knn-outlier=15342.034696392131
knn-outlier=5835.245666585084
knn-outlier=15780.402902004751
knn-outlier=12442.139308804575
knn-outlier=14373.799908214947
knn-outlier=20357.799660518278
knn-outlier=12090.71616000475
knn-outlier=16221.820495964686
knn-outlier=80723.76639174178
knn-outlier=7164.350634879619
knn-outlier=19009.787852645804
knn-outlier=7224.092470303796
knn-outlier=53992.575957534216
knn-outlier=28433.920383462777
knn-outlier=28937.59723851654
knn-outlier=28883.95277354192
knn-outlier=29962.983430074182
knn-outlier=29930.26695555688
knn-outlier=8227.226486650636
knn-outlier=7975.3382351032615
knn-outlier=7853.372774655485
knn-outlier=10804.807277253954
knn-outlier=6701.028297530163
knn-outlier=11081.073816127106
knn-outlier=20231.015723924986
knn-outlier=28440.96162830821
knn-outlier=20904.419696547426
knn-outlier=20262.08450086269
knn-outlier=18075.82290689417
knn-outlier=7173.1911212583755
knn-outlier=5587.845658122636
knn-outlier=11153.639993204013
knn-outlier=16201.073401717886
knn-outlier=39061.6218715058
knn-outlier=7106.208208390745
knn-outlier=6872.843654267133
knn-outlier=20830.15479103792
knn-outlier=10710.15003448131
knn-outlier=11196.646629571731
knn-outlier=30000.653823120254
knn-outlier=15823.844700217454
knn-outlier=8306.055982673124
knn-outlier=13251.087917041536
knn-outlier=21167.854063173243
knn-outlier=14450.687521159676
knn-outlier=57863.22100734714
knn-outlier=11163.094050472744
knn-outlier=22851.246989687454
knn-outlier=12432.389360239647
knn-outlier=6997.397878104403
knn-outlier=8637.263011822668
knn-outlier=7610.8542942431895
knn-outlier=12925.487483982954
knn-outlier=23349.52945371491
knn-outlier=21446.703249774848
knn-outlier=21520.358017142746
knn-outlier=8686.508515473866
knn-outlier=33950.47560501914
knn-outlier=8003.873166523817
knn-outlier=21455.57056831632
knn-outlier=14317.111758832505
knn-outlier=10998.61197174898
knn-outlier=14422.750279353795
knn-outlier=15961.286133416692
knn-outlier=6397.781607823137
knn-outlier=11340.502691320804
knn-outlier=6508.965284981938
knn-outlier=10922.109335934154
knn-outlier=25525.26997571944
knn-outlier=43597.48682174467
knn-outlier=36174.671799441385
knn-outlier=9733.90623939321
knn-outlier=21071.839699307224
knn-outlier=73568.93625849635
knn-outlier=8567.71264132382
knn-outlier=33777.276034781135
knn-outlier=62923.18366259371
knn-outlier=15670.530885155104
knn-outlier=21354.985467850358
knn-outlier=5483.851919421728
knn-outlier=26501.502358160753
knn-outlier=10912.330120753311
knn-outlier=8122.542241472186
knn-outlier=5602.820268784284
knn-outlier=38215.46512449901
knn-outlier=38203.42608565101
knn-outlier=8533.870665126113
knn-outlier=6936.437659966389
knn-outlier=6849.007074824788
knn-outlier=39499.78525104915
knn-outlier=10645.711254383146
knn-outlier=18328.816526139923
knn-outlier=15307.796962221573
knn-outlier=6315.947573436626
knn-outlier=5787.874082199784
knn-outlier=17341.86878341962
knn-outlier=8712.118767016438
knn-outlier=11662.484549498877
knn-outlier=10126.740288588939
knn-outlier=7056.622796281519
knn-outlier=15296.538892685066
knn-outlier=7162.775085809969
knn-outlier=20956.559619730047
knn-outlier=25847.337043435287
knn-outlier=5430.300178489215
knn-outlier=15682.407071243879
knn-outlier=10516.634647604717
knn-outlier=11822.510749988769
knn-outlier=9516.525046680643
knn-outlier=13018.05608834898
knn-outlier=7816.105981305525
knn-outlier=71898.7570999242
knn-outlier=71899.03977463051
knn-outlier=52918.440954835394
knn-outlier=52917.63215687565
knn-outlier=10461.050465020231
knn-outlier=44675.37673339048
knn-outlier=55170.66969206193
knn-outlier=7381.995605755939
knn-outlier=12197.075439915914
knn-outlier=12226.847438608203
knn-outlier=15253.77785054263
knn-outlier=6483.537316457738
knn-outlier=10882.072825275523
knn-outlier=27975.400715144366
knn-outlier=8255.799996973341
knn-outlier=8825.616849156298
knn-outlier=11603.641748911446
knn-outlier=6072.492581757511
knn-outlier=10664.456568362964
knn-outlier=7590.212107741127
knn-outlier=7447.818797507092
knn-outlier=18157.569833314697
knn-outlier=13855.15057053874
knn-outlier=6145.587347007607
knn-outlier=30167.16545798116
knn-outlier=11401.613853941906
knn-outlier=56868.18222923751
knn-outlier=198815.81919442982
knn-outlier=51345.28141364014
knn-outlier=8787.316061084864
knn-outlier=57783.58557835954
knn-outlier=25674.436654347453
knn-outlier=10383.213434992078
knn-outlier=20375.200904521163
knn-outlier=14007.839260938854
knn-outlier=9128.785568989995
knn-outlier=18286.60889487168
knn-outlier=7359.465210088298
knn-outlier=5576.94002200538
knn-outlier=7603.297925795096
knn-outlier=7377.66403876569
knn-outlier=11812.624665069146
knn-outlier=28197.24043092338
knn-outlier=51018.38126744222
