loop-outlier=0.31112465105879533
loop-outlier=0.4100258307633813
loop-outlier=0.024860546555556653
loop-outlier=0.17314449471452542
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.19300186114615325
loop-outlier=0.11331633427978681
loop-outlier=0.9495368064596934
loop-outlier=0.021477174483434287
loop-outlier=0.05245495754520278
loop-outlier=0.0
loop-outlier=0.09986481579093726
loop-outlier=0.13971386627685223
loop-outlier=0.2827981908841512
loop-outlier=0.04258716952128695
loop-outlier=0.2919715118549154
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.08196414571967726
loop-outlier=0.0840661405746038
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.15889776184956386
loop-outlier=0.0503435602506197
loop-outlier=0.04269074329353724
loop-outlier=0.11007019231935515
loop-outlier=0.06265800817760335
loop-outlier=0.5243850734767946
loop-outlier=0.055969800910514046
loop-outlier=0.004696901537377097
loop-outlier=0.0
loop-outlier=0.0533665859947839
loop-outlier=0.06957475714214854
loop-outlier=0.05403798442928518
loop-outlier=0.14331662047441424
loop-outlier=0.2079413432317754
loop-outlier=0.06427937969722722
loop-outlier=0.31447903397454774
loop-outlier=0.5317279677161119
loop-outlier=0.5926275800155286
loop-outlier=0.1875067098636085
loop-outlier=0.2960844286240841
loop-outlier=0.5526569018080364
loop-outlier=0.5402559913825044
loop-outlier=0.12898239206951834
loop-outlier=0.05001317091693702
loop-outlier=0.020581787273907793
loop-outlier=0.02540976733448932
loop-outlier=0.0939689334143553
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.1117387189970985
loop-outlier=0.3045577602359348
loop-outlier=0.35307562652987745
loop-outlier=0.04024721371521121
loop-outlier=0.31229555701084344
loop-outlier=0.2299151587197355
loop-outlier=0.2083327388892249
loop-outlier=0.0
loop-outlier=0.11425708113320399
loop-outlier=0.22110768989660934
loop-outlier=0.0
loop-outlier=0.06084365648198108
loop-outlier=0.0
loop-outlier=0.03084707777563288
loop-outlier=0.10865205688273165
loop-outlier=0.3019861240017608
loop-outlier=0.0
loop-outlier=0.5819231958823707
loop-outlier=0.39463816015116543
loop-outlier=0.20425812019030387
loop-outlier=0.2775113020828357
loop-outlier=0.9728445497711836
loop-outlier=0.1076843341545192
loop-outlier=0.1370672291761509
loop-outlier=0.799162930724763
loop-outlier=0.17538948519863967
loop-outlier=0.10033372998746475
loop-outlier=0.009707693412313504
loop-outlier=0.0018224158854217736
loop-outlier=0.36933156010531903
loop-outlier=0.09763321748761684
loop-outlier=0.07180197974684226
loop-outlier=0.383076657289845
loop-outlier=0.28322531370852405
loop-outlier=0.4725445848896566
loop-outlier=0.100193335922835
loop-outlier=0.07011128056254494
loop-outlier=0.056163096608706255
loop-outlier=0.056343734788204404
loop-outlier=0.08529606719521
loop-outlier=0.11504085744826714
loop-outlier=0.1871887910355514
loop-outlier=0.04474093307385488
loop-outlier=0.4231025582211947
loop-outlier=0.20961162751017734
loop-outlier=0.051096909093988896
loop-outlier=0.5983283572692113
loop-outlier=0.2422094551634925
loop-outlier=0.23468123157253323
loop-outlier=0.23705677343574616
loop-outlier=0.18249404076713743
loop-outlier=0.06683177472575537
loop-outlier=0.062142312621880344
loop-outlier=0.08971778125512112
loop-outlier=0.0
loop-outlier=0.1465169244302917
loop-outlier=0.14841057763205193
loop-outlier=0.18980047800058938
loop-outlier=0.004559117030001132
loop-outlier=0.10825870130349341
loop-outlier=0.0
loop-outlier=0.15823708508927972
loop-outlier=0.5166691652202171
loop-outlier=0.4295525759393857
loop-outlier=0.14256052327350077
loop-outlier=0.14253196400179183
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.09076103891927667
loop-outlier=0.050045198916421056
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0014549731250161466
loop-outlier=0.016322804476553113
loop-outlier=0.010146750925633372
loop-outlier=0.04152882157327785
loop-outlier=0.36612318331878607
loop-outlier=0.23394604055847287
loop-outlier=0.0
loop-outlier=0.06506423200500616
loop-outlier=0.21615894915520284
loop-outlier=0.2879185340411381
loop-outlier=0.6667428516366356
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.07316867086587221
loop-outlier=0.06072948870876335
loop-outlier=0.0688714184033335
loop-outlier=0.0
loop-outlier=0.3104531582865188
loop-outlier=0.0
loop-outlier=0.2254012062194922
loop-outlier=0.0
loop-outlier=0.15464515203601062
loop-outlier=0.1852814693157068
loop-outlier=0.18321954943249624
loop-outlier=0.13343991407148148
loop-outlier=0.8329759708034434
loop-outlier=0.0
loop-outlier=0.3239217165798673
loop-outlier=0.22427444909428254
loop-outlier=0.0
loop-outlier=0.36242869202871886
loop-outlier=0.0
