knn-outlier=13872.781194855532
knn-outlier=12669.564792091322
knn-outlier=23057.462594999477
knn-outlier=12394.342349390708
knn-outlier=52471.8311670843
knn-outlier=22760.141649474204
knn-outlier=8300.805773504995
knn-outlier=22932.654850258834
knn-outlier=17409.24964361474
knn-outlier=18489.191885505996
knn-outlier=23062.90269704358
knn-outlier=17123.61478861002
knn-outlier=20201.89454881628
knn-outlier=108274.53667361963
knn-outlier=9088.790855344734
knn-outlier=27632.927493391013
knn-outlier=9150.397762512735
knn-outlier=104082.00461921984
knn-outlier=44104.49824372453
knn-outlier=40053.97307329948
knn-outlier=40350.033528528824
knn-outlier=50036.04988184619
knn-outlier=50021.245156694175
knn-outlier=14519.128927333959
knn-outlier=12435.634908700882
knn-outlier=10890.298671072926
knn-outlier=12032.461306058705
knn-outlier=11633.29737877013
knn-outlier=11568.897912872155
knn-outlier=23095.306725142276
knn-outlier=50125.2249393006
knn-outlier=34418.4676273131
knn-outlier=28919.106385130577
knn-outlier=22173.955617659652
knn-outlier=10907.231485367862
knn-outlier=9593.767598368224
knn-outlier=13331.037008653902
knn-outlier=23301.38892615846
knn-outlier=46250.88553619487
knn-outlier=9322.920046959536
knn-outlier=10747.475578334663
knn-outlier=22597.77106225219
knn-outlier=13460.767426384653
knn-outlier=14269.9875586526
knn-outlier=41912.596767012656
knn-outlier=29203.28905838176
knn-outlier=10982.70040393072
knn-outlier=14544.779754492674
knn-outlier=30649.21279912096
knn-outlier=20893.73027514953
knn-outlier=76088.45790622648
knn-outlier=13408.36974913432
knn-outlier=31701.76936504649
knn-outlier=15555.723024465948
knn-outlier=14737.44142837555
knn-outlier=12692.407710225827
knn-outlier=10158.866574750069
knn-outlier=17225.856455130834
knn-outlier=31931.696154106816
knn-outlier=40083.19488222714
knn-outlier=31049.696731816883
knn-outlier=11505.247063735746
knn-outlier=52686.309334984515
knn-outlier=11520.169190693337
knn-outlier=40031.027800461234
knn-outlier=18910.401126990975
knn-outlier=13555.71755755113
knn-outlier=33075.43569792241
knn-outlier=25221.137514366794
knn-outlier=10588.574958798752
knn-outlier=12582.331607788115
knn-outlier=8533.160475093622
knn-outlier=13757.59605837591
knn-outlier=27695.071783891442
knn-outlier=61014.98419790093
knn-outlier=54149.076785712605
knn-outlier=11138.686155390953
knn-outlier=27912.469987412438
knn-outlier=100504.19627708089
knn-outlier=12631.80348788723
knn-outlier=45369.38187550058
knn-outlier=91258.98701212171
knn-outlier=18521.535124575934
knn-outlier=28839.839042950636
knn-outlier=11171.17477724702
knn-outlier=38355.027045645526
knn-outlier=14573.954155731064
knn-outlier=11388.192015039085
knn-outlier=9480.647949090822
knn-outlier=49722.754859525834
knn-outlier=49723.232988418
knn-outlier=11907.33843603179
knn-outlier=11312.926479306758
knn-outlier=8586.785730376647
knn-outlier=53225.66423317515
knn-outlier=15716.866205882137
knn-outlier=25305.109806961707
knn-outlier=18905.815432860865
knn-outlier=8809.098633075766
knn-outlier=9720.347680587356
knn-outlier=34748.16465725636
knn-outlier=13576.003908164581
knn-outlier=18281.07135486594
knn-outlier=12055.023552403372
knn-outlier=10890.670934678506
knn-outlier=18693.186199112766
knn-outlier=11702.184883456592
knn-outlier=33787.05654695153
knn-outlier=40484.634636890325
knn-outlier=7769.860918607231
knn-outlier=22113.567749343685
knn-outlier=13165.629241555453
knn-outlier=17078.358682730362
knn-outlier=11187.34158497451
knn-outlier=16131.422164567512
knn-outlier=10466.695954922929
knn-outlier=107712.9562144615
knn-outlier=107708.06860425313
knn-outlier=84744.29143004383
knn-outlier=84746.20948443771
knn-outlier=12996.343032876593
knn-outlier=70774.98039866771
knn-outlier=87351.81381903298
knn-outlier=11494.60444142816
knn-outlier=19995.53331061965
knn-outlier=19997.699802129744
knn-outlier=22001.53943792316
knn-outlier=11444.309009940269
knn-outlier=14283.48978407367
knn-outlier=34115.41965226428
knn-outlier=11931.326543125873
knn-outlier=13561.173689465651
knn-outlier=12170.813359717611
knn-outlier=9732.167806948255
knn-outlier=12338.298095052498
knn-outlier=11362.216897150838
knn-outlier=11327.577844265737
knn-outlier=27392.865536482306
knn-outlier=20349.711649765457
knn-outlier=11352.028369124171
knn-outlier=52569.70080716648
knn-outlier=12779.186373744613
knn-outlier=85404.79468022272
knn-outlier=260170.9880533896
knn-outlier=84397.2270394638
knn-outlier=13286.579520455969
knn-outlier=81385.54153360166
knn-outlier=29841.7973390746
knn-outlier=12180.108661075235
knn-outlier=34535.57223237802
knn-outlier=32820.48160092871
knn-outlier=12626.504885149334
knn-outlier=32974.821404027345
knn-outlier=11799.081012608567
knn-outlier=11105.6130986317
knn-outlier=11723.295898719009
knn-outlier=11338.643204100745
knn-outlier=15125.054147793984
knn-outlier=39314.935276367934
knn-outlier=78129.78607508022
knn-outlier=17498.65407624541
knn-outlier=30030.43363201404
knn-outlier=47003.93191338465
knn-outlier=70413.32146695112
knn-outlier=70412.59140954976
knn-outlier=70426.39615945288
knn-outlier=26194.138377083527
knn-outlier=39178.599584972406
knn-outlier=85752.99326573971
knn-outlier=11361.623828159423
knn-outlier=7995.719656057378
knn-outlier=15689.188484717748
knn-outlier=10139.19588752481
knn-outlier=54240.940390217394
knn-outlier=29884.472242529228
knn-outlier=10149.963710128986
knn-outlier=11278.934883689151
knn-outlier=16334.496987374481
knn-outlier=15214.777125487271
knn-outlier=12487.263916986147
knn-outlier=12691.101882877409
knn-outlier=555908.7615100092
knn-outlier=32586.445676441916
