abod-outlier=7.454091269067782E-39
abod-outlier=2.8335430978132304E-38
abod-outlier=2.3564095580298832E-39
abod-outlier=2.1947901988152355E-38
abod-outlier=2.8349698700580374E-40
abod-outlier=8.818410255095706E-40
abod-outlier=4.052383110148256E-37
abod-outlier=8.006740453232758E-40
abod-outlier=1.85842370388148E-40
abod-outlier=3.873252470304826E-39
abod-outlier=1.5576052106692147E-39
abod-outlier=6.206384525944647E-37
abod-outlier=6.773230364486938E-40
abod-outlier=8.044942995482195E-43
abod-outlier=4.746298590022476E-36
abod-outlier=1.0319359369388501E-40
abod-outlier=4.7703845300171404E-36
abod-outlier=1.01755597485239E-41
abod-outlier=7.617562621912657E-41
abod-outlier=2.0564732233214636E-41
abod-outlier=8.178671944621341E-41
abod-outlier=7.272659816473707E-38
abod-outlier=9.842476494862681E-37
abod-outlier=1.443877201115297E-38
abod-outlier=3.2700880844560446E-36
abod-outlier=8.025525293247E-38
abod-outlier=1.001987670947692E-38
abod-outlier=8.527229783249588E-37
abod-outlier=3.4523832613876865E-39
abod-outlier=1.0775471308969683E-39
abod-outlier=5.666049310238211E-40
abod-outlier=1.0141892787576803E-39
abod-outlier=7.59847814983317E-39
abod-outlier=4.679877450668601E-40
abod-outlier=6.727463824831465E-35
abod-outlier=1.097507898677153E-36
abod-outlier=9.700622790079886E-39
abod-outlier=8.000539670451119E-40
abod-outlier=1.2200425772418426E-40
abod-outlier=2.186515987548438E-37
abod-outlier=7.214100942134909E-38
abod-outlier=6.352855457960647E-41
abod-outlier=1.4101235667353788E-37
abod-outlier=1.0265935131859311E-39
abod-outlier=8.469401361374553E-41
abod-outlier=1.4740126700646306E-39
abod-outlier=4.908219644689623E-36
abod-outlier=1.3419486986150187E-39
abod-outlier=1.550642069542805E-40
abod-outlier=2.6152540015885696E-38
abod-outlier=6.29915622990274E-43
abod-outlier=3.461398103347549E-38
abod-outlier=2.1739074882980424E-39
abod-outlier=5.135874079862477E-38
abod-outlier=2.389407223653442E-38
abod-outlier=7.4847016241731205E-37
abod-outlier=5.404642112153596E-38
abod-outlier=2.098094135070769E-38
abod-outlier=1.574510986797298E-39
abod-outlier=9.978771007405299E-39
abod-outlier=2.1446937445854433E-39
abod-outlier=7.26917306006027E-38
abod-outlier=4.993078709115877E-40
abod-outlier=1.3444897889768854E-36
abod-outlier=6.52825045313213E-39
abod-outlier=3.911017479012187E-39
abod-outlier=9.31111091256374E-39
abod-outlier=1.08120296860439E-40
abod-outlier=6.123681144371303E-40
abod-outlier=1.3978277073561384E-37
abod-outlier=5.08813700867415E-39
abod-outlier=6.412574976407921E-37
abod-outlier=3.6026540029558455E-39
abod-outlier=3.4205411961569895E-38
abod-outlier=1.1703176990879156E-41
abod-outlier=8.976996651625042E-41
abod-outlier=2.3358375326679158E-39
abod-outlier=4.825640344799585E-40
abod-outlier=9.412382778901157E-43
abod-outlier=6.794399793303355E-37
abod-outlier=1.1058432712714384E-40
abod-outlier=2.622422890381732E-43
abod-outlier=6.385615149971244E-40
abod-outlier=9.333131699173027E-40
abod-outlier=9.025359707712336E-38
abod-outlier=2.428808013749971E-41
abod-outlier=1.467821416077903E-39
abod-outlier=6.15547334864423E-37
abod-outlier=1.635057124741581E-36
abod-outlier=1.8213234053887506E-41
abod-outlier=1.7377720344489317E-41
abod-outlier=1.3246393911853419E-37
abod-outlier=4.266490903040965E-37
abod-outlier=6.554694893901768E-37
abod-outlier=1.9153877250953762E-41
abod-outlier=8.361778984447832E-40
abod-outlier=5.685793590118473E-40
abod-outlier=1.5417510267489805E-38
abod-outlier=1.700201985254704E-38
abod-outlier=8.001209964897821E-37
abod-outlier=3.7743405921482465E-40
abod-outlier=8.287945803946019E-39
abod-outlier=3.457405639232212E-39
abod-outlier=1.1666524222777998E-36
abod-outlier=5.403229880173748E-35
abod-outlier=1.737361169532376E-39
abod-outlier=3.1958498079977713E-36
abod-outlier=2.56817238258498E-40
abod-outlier=3.4857837589584286E-41
abod-outlier=1.877475063283678E-35
abod-outlier=5.284404299279181E-39
abod-outlier=6.71234741684023E-38
abod-outlier=6.091198566289696E-37
abod-outlier=5.443517126699356E-38
abod-outlier=5.696001076722187E-39
abod-outlier=2.509830973705273E-38
abod-outlier=4.803439790989939E-42
abod-outlier=7.528907742946437E-42
abod-outlier=1.1615594185562089E-39
abod-outlier=3.312329642789445E-39
abod-outlier=3.5976920756947662E-37
abod-outlier=3.415509603720838E-42
abod-outlier=6.608006393081063E-41
abod-outlier=9.250943347591662E-36
abod-outlier=3.3438955847461985E-38
abod-outlier=2.6151514255170433E-38
abod-outlier=7.493155792985977E-40
abod-outlier=2.7788858721465183E-36
abod-outlier=3.5242176457246614E-37
abod-outlier=7.379095729287477E-42
abod-outlier=7.980888071199636E-37
abod-outlier=2.332937633563612E-37
abod-outlier=3.0256953597264845E-39
abod-outlier=4.281871536592823E-37
abod-outlier=5.356174642861851E-39
abod-outlier=5.119006311569541E-36
abod-outlier=4.250634020813287E-36
abod-outlier=3.506259849104636E-39
abod-outlier=2.931219387414043E-38
abod-outlier=2.2683387764421067E-36
abod-outlier=1.1618623978432345E-39
abod-outlier=9.209190961934685E-39
abod-outlier=6.318541515609212E-43
abod-outlier=4.347588457416543E-45
abod-outlier=2.402680689803428E-40
abod-outlier=3.6724909167706497E-37
abod-outlier=5.300426921741515E-42
abod-outlier=1.2156857918166453E-40
abod-outlier=1.1971077066014367E-37
abod-outlier=1.6677483899941873E-41
abod-outlier=1.6685062339774205E-38
abod-outlier=2.7972517854904573E-37
abod-outlier=1.7207067345753465E-40
abod-outlier=1.1421741784483497E-35
abod-outlier=1.8221941270840032E-37
abod-outlier=1.2579476191278796E-35
abod-outlier=4.059301900582222E-34
abod-outlier=6.175136094279958E-39
abod-outlier=2.3164298463557E-40
abod-outlier=9.271320152177881E-42
abod-outlier=3.794960040376152E-37
abod-outlier=2.2351328215881192E-39
abod-outlier=1.2747329281782878E-40
abod-outlier=2.2254315302246999E-32
abod-outlier=2.0424021787660273E-32
abod-outlier=5.144023710042289E-35
abod-outlier=4.755250742226326E-40
abod-outlier=7.12472044961402E-40
abod-outlier=3.5054102899123245E-42
abod-outlier=9.961519971720867E-35
abod-outlier=6.9545685920497604E-37
abod-outlier=1.3560928627160706E-37
