cof-outlier=1.0038318684043928
cof-outlier=0.9741123746196693
cof-outlier=1.1582635630378908
cof-outlier=1.4662569483707564
cof-outlier=1.1503137250175415
cof-outlier=1.3302415124457156
cof-outlier=1.0084255928931625
cof-outlier=1.3153404458257403
cof-outlier=1.033956838291543
cof-outlier=1.309193266320154
cof-outlier=1.437171414828509
cof-outlier=1.3644839647623435
cof-outlier=1.6470500042039846
cof-outlier=1.1791622118791067
cof-outlier=1.0008853458224605
cof-outlier=1.2452739392190761
cof-outlier=1.0008853458224605
cof-outlier=1.0039961355316445
cof-outlier=1.2114799332469484
cof-outlier=0.991626761280351
cof-outlier=0.991626761280351
cof-outlier=1.2207095378380604
cof-outlier=1.213877921947231
cof-outlier=1.059849523936131
cof-outlier=1.0010813808623182
cof-outlier=1.0648800709610868
cof-outlier=1.480904402480541
cof-outlier=0.9220032205369648
cof-outlier=1.8384268116673828
cof-outlier=1.430307530604097
cof-outlier=1.080681803940997
cof-outlier=0.9599344213391029
cof-outlier=1.2111553678251483
cof-outlier=1.0389698715764366
cof-outlier=0.9420401652809396
cof-outlier=0.9406594198502852
cof-outlier=1.1367236875407083
cof-outlier=1.1456704471911392
cof-outlier=1.2054582863679204
cof-outlier=1.1092507459134084
cof-outlier=0.9388853636050101
cof-outlier=1.507029375936792
cof-outlier=1.1261940424046493
cof-outlier=1.0859537064550593
cof-outlier=1.0604539520641856
cof-outlier=1.0211912871464515
cof-outlier=1.0791526318128624
cof-outlier=1.2269557652891951
cof-outlier=1.30751969639534
cof-outlier=1.1263141090104536
cof-outlier=1.1941636452628759
cof-outlier=1.4793675533510344
cof-outlier=1.0555889270791277
cof-outlier=1.0800558956872692
cof-outlier=0.9242712926670946
cof-outlier=0.9290985558990354
cof-outlier=0.9374875033046812
cof-outlier=1.1506546479111608
cof-outlier=1.3532695298489719
cof-outlier=1.0508488150282507
cof-outlier=1.059773658979597
cof-outlier=1.2189669239818115
cof-outlier=1.0652852191308169
cof-outlier=0.9608674438538962
cof-outlier=1.0507989115790275
cof-outlier=1.166124248551132
cof-outlier=1.1346849609862963
cof-outlier=1.1128163477396864
cof-outlier=1.3819471468764506
cof-outlier=0.929101913574026
cof-outlier=1.491642420611185
cof-outlier=1.0612563367521979
cof-outlier=1.328702474643059
cof-outlier=1.4132117047742674
cof-outlier=1.1478287849771909
cof-outlier=1.1236319010949771
cof-outlier=1.044123380725743
cof-outlier=1.1092207352059058
cof-outlier=1.21113450396138
cof-outlier=0.9290985558990354
cof-outlier=1.2243172624976648
cof-outlier=1.1267490270559835
cof-outlier=1.4303697621975815
cof-outlier=1.034014246843592
cof-outlier=0.8922644510298948
cof-outlier=0.9440101646548947
cof-outlier=1.3687684491972525
cof-outlier=0.9648071490635215
cof-outlier=0.9407282934140998
cof-outlier=1.162026213159711
cof-outlier=1.162026213159711
cof-outlier=1.17909926378235
cof-outlier=0.93750053523274
cof-outlier=1.0593370105833306
cof-outlier=1.1753581037737757
cof-outlier=1.0242902735301607
cof-outlier=1.2445991230983942
cof-outlier=1.1052653905623395
cof-outlier=1.0681958393203532
cof-outlier=0.9406594198502852
cof-outlier=0.9411282690808705
cof-outlier=1.0796658785289055
cof-outlier=1.1193301206365665
cof-outlier=1.048114861803995
cof-outlier=0.9480416097396511
cof-outlier=1.0259896404945907
cof-outlier=0.963361737325902
cof-outlier=1.0788170937980235
cof-outlier=1.0392105908035267
cof-outlier=0.9655598919495972
cof-outlier=1.1811003299631142
cof-outlier=1.2268256402720121
cof-outlier=1.3644839647623435
cof-outlier=1.2417446969701578
cof-outlier=1.2156102025184752
cof-outlier=1.0196556033965904
cof-outlier=1.2109236765099394
cof-outlier=1.2109236765099394
cof-outlier=1.048512670159558
cof-outlier=1.048512670159558
cof-outlier=1.2413799983156015
cof-outlier=1.1364257908791597
cof-outlier=1.087563119699508
cof-outlier=0.9923583486889338
cof-outlier=1.1830616967415808
cof-outlier=1.1830616967415808
cof-outlier=1.4150520249582985
cof-outlier=0.9379326610081431
cof-outlier=0.9609723253580909
cof-outlier=0.9355462941724213
cof-outlier=0.9069350826305811
cof-outlier=1.1406806760451307
cof-outlier=2.3540809395245277
cof-outlier=0.9421452909506599
cof-outlier=1.481420990038421
cof-outlier=0.9630185038141583
cof-outlier=0.9630185038141583
cof-outlier=1.141294523639543
cof-outlier=1.1859064243020818
cof-outlier=0.9373243717040155
cof-outlier=1.1091630674249975
cof-outlier=1.044494334321495
cof-outlier=1.1713895721028087
cof-outlier=1.8742066165291258
cof-outlier=1.049253179937378
cof-outlier=1.0373120503109057
cof-outlier=1.3021670226126656
cof-outlier=1.2194345471790247
cof-outlier=1.1084576744664647
cof-outlier=0.9432449605278597
cof-outlier=0.9469872070317652
cof-outlier=0.9780777341147376
cof-outlier=1.0177889199732881
cof-outlier=0.9924637247440279
cof-outlier=0.8922644510298948
cof-outlier=0.9947833582214158
cof-outlier=0.9588945395195316
cof-outlier=0.9872248492819917
cof-outlier=0.9825137957560375
cof-outlier=1.3390727336035058
cof-outlier=1.1737384533155126
cof-outlier=1.195537094208983
cof-outlier=1.1644073525864431
cof-outlier=1.0489597452718626
cof-outlier=1.0489597452718626
cof-outlier=1.0489865239316896
cof-outlier=1.5627087405878517
cof-outlier=1.2064395673217998
cof-outlier=1.0958123233190589
cof-outlier=0.9589631209706991
cof-outlier=1.0314161616206978
cof-outlier=1.4161317383542342
cof-outlier=1.0581842180401824
cof-outlier=1.1236319010949771
cof-outlier=1.3524478784037541
cof-outlier=1.0427780620394356
cof-outlier=1.2650850197769534
cof-outlier=1.0952114216258835
cof-outlier=0.9941272152495672
cof-outlier=1.3729277033259193
cof-outlier=1.1143296646709955
cof-outlier=2.0581975334392353
cof-outlier=1.0176294726282775
cof-outlier=0.9297200925727406
cof-outlier=1.3721741970393908
cof-outlier=1.0806818039409969
cof-outlier=1.064155297100582
cof-outlier=0.9417135025680585
cof-outlier=1.0233917709013352
cof-outlier=1.0053704516623847
cof-outlier=1.043014159634755
cof-outlier=1.0453892714636623
cof-outlier=0.9596815529713659
cof-outlier=1.01104508876368
cof-outlier=1.0346244561646314
cof-outlier=0.9760170557043103
cof-outlier=1.0218200455272224
cof-outlier=1.1345513249094294
cof-outlier=0.9508982279582227
cof-outlier=1.4787237494941219
cof-outlier=1.7477851044616257
cof-outlier=0.9771027731322065
cof-outlier=1.039803028471034
cof-outlier=1.082827097269226
cof-outlier=1.2030742942744965
cof-outlier=0.8863855168195653
cof-outlier=1.187798230945838
cof-outlier=1.12296024561425
cof-outlier=1.087478756569691
cof-outlier=1.4952023484788204
cof-outlier=1.0768909480680682
cof-outlier=1.1056437734202238
cof-outlier=1.1587955463880173
cof-outlier=1.2982675137430864
cof-outlier=1.1724668932663052
cof-outlier=0.91522344434437
cof-outlier=1.1577581050239534
cof-outlier=1.2207280662890543
cof-outlier=1.0171048594910805
cof-outlier=1.1528485352585158
cof-outlier=1.1609218218099593
cof-outlier=1.2512315509964473
cof-outlier=0.9843795246163644
cof-outlier=0.9762599689882576
cof-outlier=1.0894039289129165
cof-outlier=4.001231462359424
cof-outlier=1.1252627661293713
cof-outlier=1.035790414250768
cof-outlier=1.0112835947534071
cof-outlier=0.9023143312889637
cof-outlier=1.590990573875938
cof-outlier=1.1359943010835223
cof-outlier=1.3771670985630544
cof-outlier=2.0431948193964478
cof-outlier=1.077073078042256
cof-outlier=0.9535396830426088
cof-outlier=1.1333929103376128
cof-outlier=0.8862223651833344
cof-outlier=0.9396202330556926
cof-outlier=1.1981574041899947
cof-outlier=1.1309573351522433
cof-outlier=1.098557157355114
cof-outlier=1.2345293110714688
cof-outlier=1.0457706081759612
cof-outlier=1.032883727225893
cof-outlier=1.7927657585918637
cof-outlier=1.1151425202591427
cof-outlier=1.0070009934078528
cof-outlier=1.050152958298142
cof-outlier=1.4399145317062225
cof-outlier=1.0564331106391756
cof-outlier=1.0508381129159865
cof-outlier=1.192544393674302
cof-outlier=1.256408748512334
cof-outlier=1.0262562809515856
cof-outlier=1.2063660481492948
cof-outlier=1.1683338784439417
cof-outlier=1.049023645626988
cof-outlier=0.9753607503743106
cof-outlier=0.98328867956297
cof-outlier=1.0417256817743763
cof-outlier=0.9505435168767022
cof-outlier=1.0937552640684232
cof-outlier=0.9862489963483222
cof-outlier=0.9047048890706985
cof-outlier=0.9707929600187696
cof-outlier=0.8921823929111491
cof-outlier=1.114306148174934
cof-outlier=0.9847073762180928
cof-outlier=0.987282715001275
cof-outlier=1.3908538465866334
cof-outlier=1.312901676257091
cof-outlier=0.9381518879840836
cof-outlier=0.9486426697743323
cof-outlier=1.1014635115152678
cof-outlier=1.087563119699508
cof-outlier=0.94370708534077
cof-outlier=1.074912691335024
cof-outlier=1.040716907481511
cof-outlier=0.999885694992978
cof-outlier=1.0571305793094443
cof-outlier=0.9033173624136108
cof-outlier=1.9383040833136977
cof-outlier=0.960796121374232
cof-outlier=0.960796121374232
cof-outlier=1.0518842856304436
cof-outlier=1.0352089725322007
cof-outlier=0.9158602941657367
cof-outlier=0.9239647493631626
cof-outlier=0.9186255107843658
cof-outlier=1.0010638448619504
cof-outlier=1.0643554248329576
cof-outlier=1.014924785956247
cof-outlier=0.9926105156139335
cof-outlier=0.9631723326204593
cof-outlier=1.039253447745535
cof-outlier=1.2731983166909289
cof-outlier=1.0014903891285987
cof-outlier=0.9237628674396746
cof-outlier=1.0427570833931428
cof-outlier=0.9330614201123196
cof-outlier=0.9753974203716421
cof-outlier=1.0125369211433426
cof-outlier=1.0544012834675363
cof-outlier=1.0366775257062928
cof-outlier=0.9763648068811653
cof-outlier=0.9980730726097288
cof-outlier=1.1840189568392852
cof-outlier=1.2122208521918512
cof-outlier=0.8966934861783766
cof-outlier=1.051012537440523
cof-outlier=0.9158602941657366
cof-outlier=1.2503747213871272
cof-outlier=1.195537094208983
cof-outlier=0.9575936285805631
cof-outlier=1.1779948455408247
cof-outlier=1.1210409537927526
cof-outlier=0.9769787905205934
cof-outlier=1.9019132424747336
cof-outlier=1.1069110032435394
cof-outlier=1.2114662403108298
cof-outlier=1.305072328644752
cof-outlier=0.9501881880774273
cof-outlier=1.032034832113167
cof-outlier=1.2649936681980167
cof-outlier=1.0653391239812842
cof-outlier=0.9569040546109809
cof-outlier=1.0714181708137205
cof-outlier=0.9347898758002865
cof-outlier=1.0425068411854008
cof-outlier=0.9837533806464369
cof-outlier=1.1326838709804627
