lof-outlier=1.1238937882572464
lof-outlier=1.2885007462240181
lof-outlier=0.9889398907765184
lof-outlier=1.1430016908540168
lof-outlier=1.0163623588022774
lof-outlier=0.9788840207333648
lof-outlier=1.0667145000865808
lof-outlier=1.0497560939950459
lof-outlier=2.4465255178709127
lof-outlier=1.0290069984748083
lof-outlier=1.0499531488947071
lof-outlier=0.996055014120652
lof-outlier=1.0362260008356659
lof-outlier=1.1631268728659998
lof-outlier=1.1693123790710265
lof-outlier=1.0708371978676288
lof-outlier=1.1756866830705779
lof-outlier=0.990611114344002
lof-outlier=0.9879987700606497
lof-outlier=1.016320962145457
lof-outlier=1.0138343449786311
lof-outlier=0.9886704076953156
lof-outlier=0.988653080156226
lof-outlier=1.1221535737472488
lof-outlier=0.9940179852488361
lof-outlier=0.9799229604248711
lof-outlier=1.0802401716200862
lof-outlier=1.0143713537326957
lof-outlier=1.4265061723378298
lof-outlier=1.046657300326154
lof-outlier=1.005155003517111
lof-outlier=0.9730757154906295
lof-outlier=1.0955666759774185
lof-outlier=1.0856548490719633
lof-outlier=1.0779881616512612
lof-outlier=1.0822922428768422
lof-outlier=1.4010504810021662
lof-outlier=1.0420178271926124
lof-outlier=1.1363241615857615
lof-outlier=1.4898054307907762
lof-outlier=1.6914045033726177
lof-outlier=1.1099450839508436
lof-outlier=1.1942131863530627
lof-outlier=1.9715273813991763
lof-outlier=1.6366979329046922
lof-outlier=0.9997155968797163
lof-outlier=0.9926422595530696
lof-outlier=1.0637867536120549
lof-outlier=1.0557026159821516
lof-outlier=1.0543632063809247
lof-outlier=0.980866461781156
lof-outlier=0.9777873828569752
lof-outlier=1.1229436649383047
lof-outlier=1.2761927146433678
lof-outlier=1.3084260910606975
lof-outlier=0.9965012253024744
lof-outlier=1.1883905699613748
lof-outlier=1.161821947874123
lof-outlier=1.2578177577680518
lof-outlier=0.9980304718136805
lof-outlier=1.1347075356940952
lof-outlier=1.1222797955312975
lof-outlier=1.008806842886524
lof-outlier=0.9927859629409173
lof-outlier=0.9976390192872983
lof-outlier=1.0253314252209813
lof-outlier=1.0726931034127778
lof-outlier=1.7352729090678576
lof-outlier=1.0159672117194305
lof-outlier=1.4949699835507955
lof-outlier=1.3517772684869633
lof-outlier=1.0938684394044065
lof-outlier=1.2039667209337666
lof-outlier=3.225536417598113
lof-outlier=1.0637420419139734
lof-outlier=1.0249985320728636
lof-outlier=2.2166176554811674
lof-outlier=1.1390478656999956
lof-outlier=1.0870443157749077
lof-outlier=0.9951162798615466
lof-outlier=1.0180900885838249
lof-outlier=1.0965882139974912
lof-outlier=1.0085650732280307
lof-outlier=1.1048062460569519
lof-outlier=1.1944596711369315
lof-outlier=1.1940192416601663
lof-outlier=1.7467422829879842
lof-outlier=1.0430049384696922
lof-outlier=1.0599231111797134
lof-outlier=1.045759884187313
lof-outlier=1.0457580111394853
lof-outlier=1.0660225634487286
lof-outlier=1.033950433806428
lof-outlier=1.0920109195732732
lof-outlier=1.0667533875864805
lof-outlier=1.6812461573595012
lof-outlier=1.1477702307305127
lof-outlier=1.064252437759721
lof-outlier=1.603983880766191
lof-outlier=1.1189683449808083
lof-outlier=1.4494858731655296
lof-outlier=1.0974597198092164
lof-outlier=1.0847601070745683
lof-outlier=1.0439587042894
lof-outlier=1.063033892410676
lof-outlier=1.0372320688524612
lof-outlier=1.0003238354091446
lof-outlier=1.1719325172483515
lof-outlier=1.1598717805595633
lof-outlier=1.0195866088400432
lof-outlier=0.9943383683125004
lof-outlier=1.0615512855422335
lof-outlier=0.9964450709031415
lof-outlier=1.0565730115246947
lof-outlier=1.5177206538454522
lof-outlier=1.1144965034258305
lof-outlier=1.0804462778749644
lof-outlier=1.0804527245636244
lof-outlier=0.9913389466152636
lof-outlier=0.9914035228953653
lof-outlier=1.0555500084339213
lof-outlier=0.9847715853895478
lof-outlier=1.0160745589069948
lof-outlier=0.9823258270943604
lof-outlier=0.9947747444703111
lof-outlier=0.99502561860865
lof-outlier=0.9876891928953402
lof-outlier=1.022653277005272
lof-outlier=1.3853899951062842
lof-outlier=1.1469500751253765
lof-outlier=1.001843066887906
lof-outlier=1.0310816275278205
lof-outlier=1.020927274326713
lof-outlier=1.1542618285206299
lof-outlier=1.599421950606183
lof-outlier=0.990457379129336
lof-outlier=0.988460372601958
lof-outlier=1.0201255961228262
lof-outlier=1.0200020988818268
lof-outlier=1.0775364221333332
lof-outlier=0.9855070861616844
lof-outlier=1.2719974286510813
lof-outlier=1.0161326596732903
lof-outlier=1.3519112455986475
lof-outlier=0.9813945535267884
lof-outlier=1.0824072651598011
lof-outlier=1.1798889181936205
lof-outlier=1.0824175767723014
lof-outlier=1.0462102959992439
lof-outlier=2.4453557472636076
lof-outlier=0.9763715439974215
lof-outlier=1.103969326681394
lof-outlier=1.1419362970574494
lof-outlier=0.9807123075397165
lof-outlier=1.1877345145787
lof-outlier=0.9908688465375947
lof-outlier=0.9922863134064576
lof-outlier=1.9898649344670951
lof-outlier=1.2054957996559303
lof-outlier=1.104923776936628
lof-outlier=1.1429318417222463
lof-outlier=1.0604455893070106
lof-outlier=1.07772008347761
lof-outlier=0.9780730233737996
lof-outlier=0.9780757732452672
lof-outlier=0.9780200658083135
lof-outlier=1.0604152279486756
lof-outlier=1.3255894792798193
lof-outlier=1.0143860034054206
lof-outlier=1.0024753559165458
lof-outlier=1.085165973783469
lof-outlier=1.0252906661472576
lof-outlier=1.0094136230877162
lof-outlier=1.024759244856322
lof-outlier=3.200943248550632
lof-outlier=1.0108468497810101
lof-outlier=1.0584079740628756
lof-outlier=1.0192425084229915
lof-outlier=1.0367203632026332
lof-outlier=1.0883888002620414
lof-outlier=1.376430538300637
lof-outlier=1.9019909154192898
lof-outlier=1.553672204915537
lof-outlier=1.1191822179184663
lof-outlier=1.256364147992036
lof-outlier=1.0065782934028054
lof-outlier=1.0293152634703913
lof-outlier=0.9935937529230998
lof-outlier=1.2269111197872962
lof-outlier=1.0062087421995967
lof-outlier=0.9811248283015852
lof-outlier=1.098560673288418
lof-outlier=1.0083254249768452
lof-outlier=1.3065568479049507
lof-outlier=1.0261954362155357
lof-outlier=0.9758070069692256
lof-outlier=1.0644196314677783
lof-outlier=1.0311090901332804
lof-outlier=1.1490329470119576
lof-outlier=0.9741578223261175
lof-outlier=0.9985941424120706
lof-outlier=1.2104578873312575
lof-outlier=1.041656593424704
lof-outlier=1.1146363446964802
lof-outlier=1.0655868003207987
lof-outlier=0.9592209452807676
lof-outlier=1.3242525753503596
lof-outlier=0.9946115305078778
lof-outlier=1.0176774850694952
lof-outlier=2.543550563810442
lof-outlier=1.2869014634735214
lof-outlier=1.0014845261587697
lof-outlier=1.0309467501769836
lof-outlier=1.0173560003794166
lof-outlier=1.1067659389184596
lof-outlier=1.2055750384091999
lof-outlier=1.0134371118280985
lof-outlier=0.9896588937677279
lof-outlier=1.053633276758069
lof-outlier=1.1453192253320523
lof-outlier=1.0391190485803208
lof-outlier=1.090111266668986
lof-outlier=1.261307264645873
lof-outlier=1.0483991510039319
lof-outlier=1.3297403306986473
lof-outlier=4.753656645706837
lof-outlier=1.4046796302293523
lof-outlier=0.9913801775119095
lof-outlier=0.9923889223313638
lof-outlier=1.3875947665566761
lof-outlier=1.7350703104039698
lof-outlier=1.080775329292937
lof-outlier=1.0151318286351143
lof-outlier=2.765882621110598
lof-outlier=0.9978170521916362
lof-outlier=0.9932657832245013
lof-outlier=0.9772362093554087
lof-outlier=1.043873178193159
lof-outlier=1.0450162284320825
lof-outlier=1.658107946306467
lof-outlier=1.0481692410966146
lof-outlier=0.9689727573754994
lof-outlier=1.0452783619054344
lof-outlier=1.1421391516610049
lof-outlier=1.0455016877847891
lof-outlier=2.5398035904716956
lof-outlier=1.123389516084499
lof-outlier=1.2047411888059247
lof-outlier=1.0467740891376351
lof-outlier=1.2391539202901156
lof-outlier=0.9853762766055042
lof-outlier=0.9947006714573027
lof-outlier=1.016125181868044
lof-outlier=1.0811236310427077
lof-outlier=1.1416029143299995
lof-outlier=1.1949375337491908
lof-outlier=1.0015135692409896
lof-outlier=1.0368082651635513
lof-outlier=0.9677625265109905
lof-outlier=1.0612653094463091
lof-outlier=1.1195033860158297
lof-outlier=0.9788972910970183
lof-outlier=1.2021399227843277
lof-outlier=1.042964287624416
lof-outlier=1.0717213383321476
lof-outlier=1.0374042503710268
lof-outlier=1.0304443440679982
lof-outlier=1.0550116025716787
lof-outlier=1.005341008868032
lof-outlier=1.013168754975768
lof-outlier=1.2936790600666401
lof-outlier=0.9913993713650827
lof-outlier=0.9788972910970181
lof-outlier=0.9788972910970182
lof-outlier=1.0191569172933945
lof-outlier=1.0161180183577347
lof-outlier=1.0267319464117055
lof-outlier=1.398319924173286
lof-outlier=1.1879842977119248
lof-outlier=1.1667233621626607
lof-outlier=1.4377763369383514
lof-outlier=1.0767647112611984
lof-outlier=1.257878711703927
lof-outlier=1.5530183904123884
lof-outlier=1.558108767387535
lof-outlier=0.9827001150958347
lof-outlier=1.2895290308630658
lof-outlier=0.9888953856327641
lof-outlier=0.9780809404727799
lof-outlier=1.0098785117734568
lof-outlier=0.9803876205165912
lof-outlier=1.1324588332258547
lof-outlier=1.3588605670597582
lof-outlier=0.9734857451858251
lof-outlier=0.9999939390639715
lof-outlier=1.0311271336287662
lof-outlier=1.1194952094404391
lof-outlier=0.9882812150951484
lof-outlier=0.9756527741420625
lof-outlier=1.0140111404256829
lof-outlier=1.0003873347333767
