ldof-outlier=1.1100868050472397
ldof-outlier=1.2494935411478751
ldof-outlier=0.7982856045193804
ldof-outlier=0.8982728315632295
ldof-outlier=0.8930066983926139
ldof-outlier=0.7711765035624006
ldof-outlier=0.9036159194598403
ldof-outlier=0.8761844759949409
ldof-outlier=2.1100733512775993
ldof-outlier=0.7517343964295257
ldof-outlier=0.7839247913823921
ldof-outlier=0.7946945116468482
ldof-outlier=0.8388872643517686
ldof-outlier=0.8257374684382949
ldof-outlier=0.914690763523098
ldof-outlier=0.8668922964425542
ldof-outlier=0.9225141312884833
ldof-outlier=0.7947127441804492
ldof-outlier=0.7854276689762935
ldof-outlier=0.9257208844084458
ldof-outlier=0.9304780226980135
ldof-outlier=0.6961700637519558
ldof-outlier=0.6942959466916979
ldof-outlier=0.9725604839793244
ldof-outlier=0.8478383988770722
ldof-outlier=0.9622612464540488
ldof-outlier=0.8936571049792726
ldof-outlier=0.7659745971631684
ldof-outlier=0.8464782700199966
ldof-outlier=0.8077720293048416
ldof-outlier=0.7648601902676987
ldof-outlier=0.95369511930987
ldof-outlier=0.8589392633558058
ldof-outlier=0.8958530753924181
ldof-outlier=0.8582823634566431
ldof-outlier=1.0741933926764868
ldof-outlier=0.7658525704118322
ldof-outlier=0.7765309342917509
ldof-outlier=0.8890841764003639
ldof-outlier=1.2538892661954795
ldof-outlier=1.3205186860860827
ldof-outlier=0.7599937306895146
ldof-outlier=1.0167910676168275
ldof-outlier=0.943615945024655
ldof-outlier=1.3653472174079324
ldof-outlier=0.9484612225373636
ldof-outlier=0.8385804137701999
ldof-outlier=0.779591699779232
ldof-outlier=0.7381175505654168
ldof-outlier=0.8214771142773112
ldof-outlier=0.7442057060186589
ldof-outlier=0.7497714117620773
ldof-outlier=0.7271715595651024
ldof-outlier=1.0389641463007486
ldof-outlier=1.1110892745385221
ldof-outlier=0.8481635565105853
ldof-outlier=0.8466530184002258
ldof-outlier=0.8572427442011065
ldof-outlier=0.8279501372539729
ldof-outlier=0.76513731244601
ldof-outlier=0.7295294429880569
ldof-outlier=0.7898232366507377
ldof-outlier=0.727039315574774
ldof-outlier=0.9473459471619483
ldof-outlier=0.7520956060789298
ldof-outlier=0.8146600661624109
ldof-outlier=0.8401191635722683
ldof-outlier=1.0625536030959182
ldof-outlier=0.7772232937173831
ldof-outlier=1.3743093796842665
ldof-outlier=0.8994089278746004
ldof-outlier=0.9510110129357227
ldof-outlier=0.8782776615748782
ldof-outlier=1.86698018634408
ldof-outlier=0.7670905261248377
ldof-outlier=1.0385663613641736
ldof-outlier=1.108238493785875
ldof-outlier=0.8863537844163355
ldof-outlier=0.8373743273352002
ldof-outlier=0.8186648408103242
ldof-outlier=0.7738842340789477
ldof-outlier=1.1936249419634237
ldof-outlier=0.8528750002196318
ldof-outlier=0.7629859581429319
ldof-outlier=1.3116633584831612
ldof-outlier=1.0074104646615998
ldof-outlier=1.0014752731543344
ldof-outlier=1.0129003239105798
ldof-outlier=0.9931895430593878
ldof-outlier=0.7232462602665184
ldof-outlier=0.7233068222912776
ldof-outlier=0.8200354891645857
ldof-outlier=0.9188747294481519
ldof-outlier=0.8042485826538484
ldof-outlier=0.7751572253212894
ldof-outlier=1.032940988757928
ldof-outlier=0.7927081642972245
ldof-outlier=0.8163920706087839
ldof-outlier=0.8677502584522034
ldof-outlier=1.145295388622443
ldof-outlier=0.8924408064209268
ldof-outlier=0.8757969846737209
ldof-outlier=0.8374105185781551
ldof-outlier=0.8723409324187315
ldof-outlier=0.8624412055346984
ldof-outlier=0.7660778453765037
ldof-outlier=0.7962149917893543
ldof-outlier=0.9421279508344059
ldof-outlier=0.7925803858876344
ldof-outlier=1.122208600686009
ldof-outlier=0.7764244426620373
ldof-outlier=0.8354059544318927
ldof-outlier=0.7758337385671394
ldof-outlier=0.8282791863286415
ldof-outlier=1.2681145771903803
ldof-outlier=0.9486698468233163
ldof-outlier=0.9007870177534546
ldof-outlier=0.9007752892564101
ldof-outlier=0.6888383223211485
ldof-outlier=0.689719603460175
ldof-outlier=0.7584408756688752
ldof-outlier=0.7702261952790312
ldof-outlier=0.7596208409266014
ldof-outlier=0.8308997501357397
ldof-outlier=0.7522053933757129
ldof-outlier=0.7545567933842624
ldof-outlier=0.7519797245338884
ldof-outlier=0.8864778875580618
ldof-outlier=0.8809926129801788
ldof-outlier=0.7772029748879239
ldof-outlier=0.7866104046223592
ldof-outlier=0.8452872180349558
ldof-outlier=0.826802465329534
ldof-outlier=1.2580030636290995
ldof-outlier=1.1687445425678342
ldof-outlier=0.7671841275197624
ldof-outlier=0.746737148107876
ldof-outlier=0.8464953588546046
ldof-outlier=0.790843599312956
ldof-outlier=0.7972992576632234
ldof-outlier=0.7442991516856755
ldof-outlier=0.7402435629902209
ldof-outlier=0.7468391414554532
ldof-outlier=0.9693507411035505
ldof-outlier=0.7109597212318197
ldof-outlier=0.9307521828100864
ldof-outlier=0.8791783170416045
ldof-outlier=0.7256820269676983
ldof-outlier=0.8942388647357614
ldof-outlier=1.8837887955002044
ldof-outlier=0.883982624572673
ldof-outlier=1.080587530389302
ldof-outlier=0.9807883566448583
ldof-outlier=0.8458055011845592
ldof-outlier=1.2816458328842941
ldof-outlier=0.7910222796637955
ldof-outlier=0.7458591656257405
ldof-outlier=1.5111326882331588
ldof-outlier=0.9589398735557305
ldof-outlier=0.8035922207660265
ldof-outlier=0.815548632886704
ldof-outlier=0.7370646189119205
ldof-outlier=0.887370751355783
ldof-outlier=0.7052380883123147
ldof-outlier=0.7052564286032886
ldof-outlier=0.7062018012099586
ldof-outlier=0.799439234364774
ldof-outlier=0.8498581645666478
ldof-outlier=0.7380470245975257
ldof-outlier=0.7523633881582016
ldof-outlier=0.8490813774424514
ldof-outlier=0.7552018693764113
ldof-outlier=0.8019460414911012
ldof-outlier=1.0424220944473197
ldof-outlier=1.993100021478431
ldof-outlier=0.798412814015155
ldof-outlier=0.9035890762215734
ldof-outlier=0.9021595405406657
ldof-outlier=0.7906520353935597
ldof-outlier=0.8219426743108266
ldof-outlier=0.8014784331642781
ldof-outlier=1.3222821982823718
ldof-outlier=1.228782337080567
ldof-outlier=0.897965219955617
ldof-outlier=0.7746700625897329
ldof-outlier=0.7379099574986178
ldof-outlier=0.7360295904460893
ldof-outlier=0.814285715918087
ldof-outlier=1.1547609188094061
ldof-outlier=1.0696725884612748
ldof-outlier=0.8310626014994502
ldof-outlier=0.8577391361901462
ldof-outlier=0.9426654596951171
ldof-outlier=1.4229621314996193
ldof-outlier=0.8694050215910449
ldof-outlier=0.8169050044806816
ldof-outlier=0.8412663813727946
ldof-outlier=0.7932572951520298
ldof-outlier=1.0232246120284676
ldof-outlier=0.7523816531609467
ldof-outlier=0.7690423286144202
ldof-outlier=1.0140347462633068
ldof-outlier=0.8887865079695627
ldof-outlier=0.7368484409846002
ldof-outlier=0.8014458072247239
ldof-outlier=0.8479262907382665
ldof-outlier=0.8334748740294154
ldof-outlier=0.7674367080958144
ldof-outlier=0.7467107123553054
ldof-outlier=1.4711905247862487
ldof-outlier=1.041999672439514
ldof-outlier=0.7715948066537968
ldof-outlier=0.773576961256854
ldof-outlier=0.8161179292148438
ldof-outlier=0.8509500755435692
ldof-outlier=1.0094707277721562
ldof-outlier=0.8250085583790896
ldof-outlier=0.6831683365896545
ldof-outlier=0.8490768722613058
ldof-outlier=0.791570955617882
ldof-outlier=0.7364269685070478
ldof-outlier=0.7627026929980406
ldof-outlier=1.3606987586643875
ldof-outlier=0.8779576403751043
ldof-outlier=0.8691459201103551
ldof-outlier=3.8147507602082897
ldof-outlier=1.274505376605409
ldof-outlier=0.8966763391021733
ldof-outlier=0.8466183588241483
ldof-outlier=1.2577932316008293
ldof-outlier=0.9649466779186741
ldof-outlier=0.9656319986671084
ldof-outlier=0.7999710410833119
ldof-outlier=0.9320318943821285
ldof-outlier=0.8274163492809243
ldof-outlier=0.7501537872393943
ldof-outlier=0.7665676728388428
ldof-outlier=1.0437756194208228
ldof-outlier=0.930831276991588
ldof-outlier=1.1039960473728319
ldof-outlier=0.7708373139119934
ldof-outlier=0.8689704508436445
ldof-outlier=0.7380434866748108
ldof-outlier=0.8243166387195041
ldof-outlier=0.9664509568435431
ldof-outlier=1.4643796989635418
ldof-outlier=0.9765519304111389
ldof-outlier=0.8643322998830507
ldof-outlier=0.9585096273488977
ldof-outlier=1.0790631441969485
ldof-outlier=0.7562576599530938
ldof-outlier=0.7114686040101668
ldof-outlier=0.7324026238433285
ldof-outlier=0.8042291996610035
ldof-outlier=0.9840611153902066
ldof-outlier=0.8768739549106955
ldof-outlier=0.6876420663429292
ldof-outlier=0.817169067510817
ldof-outlier=0.8503085366103333
ldof-outlier=0.7448068650168277
ldof-outlier=0.8929955687877318
ldof-outlier=0.8006376198585535
ldof-outlier=0.9825225651634415
ldof-outlier=0.7811002235295204
ldof-outlier=1.1420679145416541
ldof-outlier=0.9604467076264627
ldof-outlier=0.7973345497941986
ldof-outlier=0.8262071165054625
ldof-outlier=0.8380730584181763
ldof-outlier=1.1262924272278523
ldof-outlier=0.8797519703453386
ldof-outlier=0.7979950014949642
ldof-outlier=0.7933470911947107
ldof-outlier=0.7389524590575048
ldof-outlier=0.902130979302534
ldof-outlier=0.7599845779923715
ldof-outlier=0.8063554637693684
ldof-outlier=0.7975315126369954
ldof-outlier=0.8632797026865163
ldof-outlier=1.0538319679258175
ldof-outlier=0.8281362441144333
ldof-outlier=0.9893202997142025
ldof-outlier=1.1767909567675763
ldof-outlier=0.9876249995339538
ldof-outlier=1.001188737576097
ldof-outlier=0.8023253448650077
ldof-outlier=0.8903695566459582
ldof-outlier=0.8512409815822544
ldof-outlier=0.8422610408239453
ldof-outlier=0.8950873486365247
ldof-outlier=0.7638919068054053
ldof-outlier=0.9555188375013296
ldof-outlier=1.0566093501577398
ldof-outlier=0.9195126285720563
ldof-outlier=0.9507898457961802
ldof-outlier=0.8033544356814329
ldof-outlier=0.8089108154959076
ldof-outlier=0.8674560981157194
ldof-outlier=0.7978366664164928
ldof-outlier=0.9328045539979142
ldof-outlier=0.8076481020251353
ldof-outlier=0.8726031982309621
ldof-outlier=0.8659869844324578
ldof-outlier=0.7595185269495136
ldof-outlier=0.8505355040723133
ldof-outlier=0.7773359387935935
ldof-outlier=0.8512003439281997
ldof-outlier=0.8151660395316346
ldof-outlier=0.7169087761301437
ldof-outlier=0.9614530507125373
ldof-outlier=0.8287550109733799
ldof-outlier=0.8605724253271702
ldof-outlier=1.1526136724919764
ldof-outlier=0.7711684953468854
ldof-outlier=1.149230487461388
ldof-outlier=0.7923739906153286
ldof-outlier=0.8121407355197855
ldof-outlier=1.0057158611136114
ldof-outlier=1.3159265804645177
ldof-outlier=0.803096309562302
ldof-outlier=0.8807278064732955
ldof-outlier=0.7927178066359228
ldof-outlier=0.7515658882504509
ldof-outlier=1.1795231794267746
ldof-outlier=0.7340177270077173
ldof-outlier=0.7857503274404509
ldof-outlier=1.0331236608210301
ldof-outlier=0.9907747423840174
ldof-outlier=1.378761402542401
ldof-outlier=0.760677894342481
ldof-outlier=0.7815971247412997
ldof-outlier=0.8489242320733754
