knn-outlier=686.225246675767
knn-outlier=648.6048596171682
knn-outlier=642.5033104581078
knn-outlier=693.9872202288011
knn-outlier=686.8404453744896
knn-outlier=661.0095612861741
knn-outlier=754.2131803786842
knn-outlier=691.0029240454468
knn-outlier=632.9874568399714
knn-outlier=641.1529593334766
knn-outlier=654.0130054503251
knn-outlier=746.9311926891942
knn-outlier=787.5041509933195
knn-outlier=692.0188956685921
knn-outlier=659.1527015610044
knn-outlier=733.4849153833642
knn-outlier=742.5969918602871
knn-outlier=781.9157666675034
knn-outlier=623.2217248936074
knn-outlier=577.01615993845
knn-outlier=660.5215188958208
knn-outlier=703.7178417249804
knn-outlier=642.9591375190043
knn-outlier=648.7064893914797
knn-outlier=662.0611901692973
knn-outlier=628.208752643958
knn-outlier=613.4631448708229
knn-outlier=713.141022608182
knn-outlier=586.1215314307894
knn-outlier=641.9424224657317
knn-outlier=685.9220620157665
knn-outlier=691.0463272109672
knn-outlier=651.846894249942
knn-outlier=913.8539417781815
knn-outlier=630.622782807803
knn-outlier=626.3323002490414
knn-outlier=697.5991550877994
knn-outlier=637.4521044256129
knn-outlier=1035.7779867298646
knn-outlier=620.7370689620325
knn-outlier=639.9017254713359
knn-outlier=548.7312999123953
knn-outlier=637.436404769788
knn-outlier=656.9877069414824
knn-outlier=612.968484055937
knn-outlier=662.4832578611991
knn-outlier=666.6108864031415
knn-outlier=630.7456570100912
knn-outlier=608.7775901707311
knn-outlier=675.3074587335491
knn-outlier=707.0007578660624
knn-outlier=693.9798916024455
knn-outlier=741.4400523343915
knn-outlier=691.5735850533774
knn-outlier=695.6355985409573
knn-outlier=621.9023634692297
knn-outlier=629.1529986530057
knn-outlier=596.0075509421418
knn-outlier=707.5878958780926
knn-outlier=587.307428598422
knn-outlier=685.5890750163657
knn-outlier=630.3602964207937
knn-outlier=665.6089768238847
knn-outlier=587.8028232465283
knn-outlier=688.2626856558711
knn-outlier=583.4158946667496
knn-outlier=677.5872203711382
knn-outlier=598.5884392753078
knn-outlier=599.3363889781352
knn-outlier=688.0358358687263
knn-outlier=667.0324126548516
knn-outlier=605.2583270670544
knn-outlier=599.3339402156071
knn-outlier=678.0273309264658
knn-outlier=613.3719395718954
knn-outlier=658.219755522952
knn-outlier=601.0034297591199
knn-outlier=638.3933469075881
knn-outlier=574.7652670384148
knn-outlier=685.3860520503148
knn-outlier=930.1791697227176
knn-outlier=602.6508669078994
knn-outlier=659.8838111903633
knn-outlier=634.9717387385249
knn-outlier=650.5200163164596
knn-outlier=675.6864825735847
knn-outlier=702.182363884228
knn-outlier=726.753084990552
knn-outlier=660.6816902450422
knn-outlier=689.1771882220265
knn-outlier=676.450322666055
knn-outlier=605.2979913729711
knn-outlier=582.8457771795211
knn-outlier=590.4880600503386
knn-outlier=656.6139867470896
knn-outlier=549.7136352543818
knn-outlier=691.8095008560463
knn-outlier=559.151174217664
knn-outlier=623.5016156607845
knn-outlier=574.9310888195407
knn-outlier=546.000199522346
knn-outlier=675.4332585065405
knn-outlier=559.8667575697935
knn-outlier=593.0306276196775
knn-outlier=602.5369037931288
knn-outlier=677.8217606751829
knn-outlier=572.9153786126803
knn-outlier=565.6327087926617
knn-outlier=522.9008904712163
knn-outlier=585.511755571498
knn-outlier=583.6525134091864
knn-outlier=496.40006958509025
knn-outlier=557.0009261781931
knn-outlier=678.0110526677579
knn-outlier=567.0318907062021
knn-outlier=631.2163484291794
knn-outlier=639.677780533711
knn-outlier=594.8312155419038
knn-outlier=622.5259303107543
knn-outlier=595.4032825344497
knn-outlier=605.6147089440344
knn-outlier=670.6490107521919
knn-outlier=529.7112595514672
knn-outlier=615.8028684251125
knn-outlier=661.8652414100779
knn-outlier=631.7863727548398
knn-outlier=678.5227759203622
knn-outlier=617.8197049874433
knn-outlier=568.9448534261063
knn-outlier=572.6474890836568
knn-outlier=492.8367347203459
knn-outlier=678.39891851491
knn-outlier=486.9877086717227
knn-outlier=583.1243471784908
knn-outlier=625.5830310432943
knn-outlier=559.2015463303369
knn-outlier=689.2161827759959
knn-outlier=624.4978532368905
knn-outlier=565.6722654408687
knn-outlier=618.6057208936121
knn-outlier=778.1235360027517
knn-outlier=796.4184113926196
knn-outlier=634.547083337976
knn-outlier=630.7144886692366
knn-outlier=600.3016742741983
knn-outlier=634.2257132747944
knn-outlier=563.2832818778857
knn-outlier=625.2181779500028
knn-outlier=660.5215188958208
knn-outlier=881.7242494544328
knn-outlier=724.343620852293
knn-outlier=546.0345114405264
knn-outlier=566.8483078837775
knn-outlier=588.6468171586154
knn-outlier=614.1934706822366
knn-outlier=474.0450529261525
knn-outlier=561.4344755708315
knn-outlier=582.168550215417
knn-outlier=574.5434004493657
knn-outlier=637.1328412337003
knn-outlier=621.5804905252845
knn-outlier=566.0832366994835
knn-outlier=593.614467051658
knn-outlier=521.1804008452721
knn-outlier=511.02384078218023
knn-outlier=562.6951476108093
knn-outlier=532.7254961257354
knn-outlier=530.7928045841192
knn-outlier=720.7589939287335
knn-outlier=471.60725776419383
knn-outlier=591.5445940741113
knn-outlier=632.0046217811292
knn-outlier=539.1029622225522
knn-outlier=553.5651680129341
knn-outlier=457.2231913791728
knn-outlier=730.154131236875
knn-outlier=540.0232869696198
knn-outlier=676.7926131186707
knn-outlier=535.4489295321857
knn-outlier=541.9236619142272
knn-outlier=603.6974515481979
knn-outlier=622.8322948688943
knn-outlier=506.7445530532128
knn-outlier=741.8528779668952
knn-outlier=550.6013619568304
knn-outlier=739.7742925085566
knn-outlier=567.3588689074886
knn-outlier=481.956555218388
knn-outlier=954.9502738721943
knn-outlier=558.4694253797047
knn-outlier=595.8137431076692
knn-outlier=559.7868035123619
knn-outlier=620.0008383062162
knn-outlier=538.7811028573892
knn-outlier=631.9573045416346
knn-outlier=611.3020260068038
knn-outlier=546.1227964777801
knn-outlier=531.5429978358353
knn-outlier=499.219505074169
knn-outlier=621.9023634692297
knn-outlier=604.6098119021028
knn-outlier=627.3317403775419
knn-outlier=546.8036000082767
knn-outlier=558.8134590510426
knn-outlier=562.910363025205
knn-outlier=626.9845474637259
knn-outlier=570.6395102852579
knn-outlier=599.0560710445831
knn-outlier=600.5816069562147
knn-outlier=606.2596131277901
knn-outlier=642.6649846156029
knn-outlier=633.1299575763258
knn-outlier=623.618493176181
knn-outlier=551.164727179583
knn-outlier=552.5767049842534
knn-outlier=525.488372088883
knn-outlier=615.5404558132384
knn-outlier=497.38758436728756
knn-outlier=611.5228121541263
knn-outlier=576.4070333138854
knn-outlier=549.6594073352078
knn-outlier=506.09227373679005
knn-outlier=553.0907688005067
knn-outlier=460.30104326881917
knn-outlier=683.4765301333921
knn-outlier=487.9938835993224
knn-outlier=702.6592633637529
knn-outlier=575.0004563625218
knn-outlier=605.862398410677
knn-outlier=603.5379290577981
knn-outlier=445.5944442540009
knn-outlier=554.4631574129189
knn-outlier=459.3147552831455
knn-outlier=624.1878081923336
knn-outlier=525.8164094982067
knn-outlier=491.49571994674506
knn-outlier=532.2651697008456
knn-outlier=710.5075854822423
knn-outlier=510.2991351759683
knn-outlier=486.19954869368587
knn-outlier=513.7285652564914
knn-outlier=618.8093527338245
knn-outlier=488.72296607061725
knn-outlier=604.4611373002124
knn-outlier=556.785610155296
knn-outlier=525.564386061322
knn-outlier=510.25144607829895
knn-outlier=511.70500847090665
knn-outlier=572.0727545786723
knn-outlier=504.45427500354504
