odin=0.5636363636363637
odin=0.6363636363636365
odin=0.5272727272727273
odin=0.690909090909091
odin=0.6363636363636365
odin=0.7272727272727274
odin=0.5090909090909091
odin=0.6181818181818183
odin=0.7090909090909092
odin=0.5454545454545455
odin=0.690909090909091
odin=0.5272727272727273
odin=0.5818181818181819
odin=0.6727272727272728
odin=0.6181818181818183
odin=0.6363636363636365
odin=0.6181818181818183
odin=0.6000000000000001
odin=0.6545454545454547
odin=0.6363636363636365
odin=0.690909090909091
odin=0.7090909090909092
odin=0.6727272727272728
odin=0.6363636363636365
odin=0.781818181818182
odin=0.6181818181818183
odin=0.6363636363636365
odin=0.6545454545454547
odin=0.7272727272727274
odin=0.7636363636363638
odin=0.6727272727272728
odin=0.6181818181818183
odin=0.7272727272727274
odin=0.6363636363636365
odin=0.7454545454545456
odin=0.690909090909091
odin=0.6545454545454547
odin=0.6727272727272728
odin=0.5272727272727273
odin=0.7090909090909092
odin=0.7090909090909092
odin=0.7454545454545456
odin=0.6181818181818183
odin=0.8000000000000002
odin=0.7272727272727274
odin=0.6181818181818183
odin=0.7272727272727274
odin=0.7272727272727274
odin=0.7090909090909092
odin=0.7454545454545456
odin=0.6727272727272728
odin=0.6727272727272728
odin=0.7272727272727274
odin=0.6727272727272728
odin=0.5818181818181819
odin=0.7454545454545456
odin=0.7272727272727274
odin=0.6363636363636365
odin=0.5272727272727273
odin=0.6363636363636365
odin=0.6545454545454547
odin=0.8000000000000002
odin=0.7636363636363638
odin=0.7454545454545456
odin=0.7454545454545456
odin=0.6545454545454547
odin=0.6727272727272728
odin=0.6545454545454547
odin=0.6181818181818183
odin=0.6727272727272728
odin=0.690909090909091
odin=0.8181818181818183
odin=0.8363636363636365
odin=0.7090909090909092
odin=0.5818181818181819
odin=0.7090909090909092
odin=0.7090909090909092
odin=0.8000000000000002
odin=0.781818181818182
odin=0.6181818181818183
odin=0.5818181818181819
odin=0.6727272727272728
odin=0.6727272727272728
odin=0.6727272727272728
odin=0.7272727272727274
odin=0.5818181818181819
odin=0.8727272727272729
odin=0.690909090909091
odin=0.7272727272727274
odin=0.690909090909091
odin=0.7636363636363638
odin=0.7272727272727274
odin=0.7272727272727274
odin=0.7090909090909092
odin=0.6000000000000001
odin=0.7272727272727274
odin=0.7090909090909092
odin=0.7636363636363638
odin=0.690909090909091
odin=0.7090909090909092
odin=0.7090909090909092
odin=0.6363636363636365
odin=0.7454545454545456
odin=0.7272727272727274
odin=0.6727272727272728
odin=0.6727272727272728
odin=0.7636363636363638
odin=0.8000000000000002
odin=0.8000000000000002
odin=0.7272727272727274
odin=0.7454545454545456
odin=0.7636363636363638
odin=0.8000000000000002
odin=0.7454545454545456
odin=0.781818181818182
odin=0.7090909090909092
odin=0.8000000000000002
odin=0.7272727272727274
odin=0.7272727272727274
odin=0.8000000000000002
odin=0.690909090909091
odin=0.8000000000000002
odin=0.9090909090909093
odin=0.781818181818182
odin=0.6181818181818183
odin=0.7636363636363638
odin=0.7636363636363638
odin=0.8727272727272729
odin=0.9272727272727275
odin=0.8363636363636365
odin=0.8181818181818183
odin=0.690909090909091
odin=0.8181818181818183
odin=0.8545454545454547
odin=0.781818181818182
odin=0.8000000000000002
odin=0.8545454545454547
odin=0.7454545454545456
odin=0.8181818181818183
odin=0.7090909090909092
odin=0.8909090909090911
odin=0.5272727272727273
odin=0.7636363636363638
odin=0.8363636363636365
odin=0.8181818181818183
odin=0.8181818181818183
odin=0.7272727272727274
odin=0.7454545454545456
odin=0.8181818181818183
odin=0.7090909090909092
odin=0.8363636363636365
odin=0.8909090909090911
odin=0.8727272727272729
odin=0.8363636363636365
odin=0.7272727272727274
odin=0.8727272727272729
odin=0.8363636363636365
odin=0.8363636363636365
odin=0.7272727272727274
odin=0.6000000000000001
odin=0.8727272727272729
odin=0.8545454545454547
odin=0.8363636363636365
odin=0.8545454545454547
odin=0.8181818181818183
odin=0.8363636363636365
odin=0.8909090909090911
odin=0.9272727272727275
odin=0.8909090909090911
odin=0.8727272727272729
odin=0.9636363636363638
odin=0.7636363636363638
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.9636363636363638
odin=0.981818181818182
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.8727272727272729
odin=0.8363636363636365
odin=0.9272727272727275
odin=0.9272727272727275
odin=0.981818181818182
odin=0.8363636363636365
odin=0.9636363636363638
odin=0.6000000000000001
odin=0.9272727272727275
odin=0.9272727272727275
odin=0.8363636363636365
odin=0.6727272727272728
odin=0.8545454545454547
odin=0.690909090909091
odin=0.8727272727272729
odin=0.8545454545454547
odin=0.9090909090909093
odin=0.9636363636363638
odin=0.8727272727272729
odin=0.9454545454545457
odin=0.7636363636363638
odin=1.0363636363636364
odin=0.8181818181818183
odin=0.8181818181818183
odin=0.9272727272727275
odin=0.9272727272727275
odin=0.9090909090909093
odin=0.8181818181818183
odin=0.8363636363636365
odin=0.8363636363636365
odin=1.0363636363636364
odin=0.8363636363636365
odin=1.0727272727272725
odin=1.1090909090909087
odin=0.981818181818182
odin=0.8545454545454547
odin=1.0000000000000002
odin=0.8727272727272729
odin=0.8545454545454547
odin=1.1090909090909087
odin=1.0909090909090906
odin=0.8727272727272729
odin=1.0545454545454545
odin=1.1090909090909087
odin=0.981818181818182
odin=1.0000000000000002
odin=0.8909090909090911
odin=0.8363636363636365
odin=0.8545454545454547
odin=1.0545454545454545
odin=1.0909090909090906
odin=1.0545454545454545
odin=0.981818181818182
odin=0.8909090909090911
odin=1.0363636363636364
odin=1.1090909090909087
odin=1.0545454545454545
odin=0.981818181818182
odin=1.1454545454545448
odin=1.0545454545454545
odin=0.9272727272727275
odin=1.163636363636363
odin=0.9636363636363638
odin=0.9272727272727275
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.9454545454545457
odin=0.981818181818182
odin=1.0181818181818183
odin=1.0363636363636364
odin=1.0545454545454545
odin=1.0545454545454545
odin=1.1090909090909087
odin=1.0545454545454545
odin=0.9090909090909093
odin=1.0909090909090906
odin=1.0000000000000002
odin=1.0181818181818183
odin=1.2181818181818171
odin=1.0363636363636364
odin=1.0545454545454545
odin=1.1454545454545448
odin=1.0363636363636364
odin=0.9272727272727275
odin=0.9636363636363638
odin=0.981818181818182
odin=1.199999999999999
odin=1.1090909090909087
odin=1.0909090909090906
odin=1.0727272727272725
odin=0.690909090909091
odin=1.163636363636363
odin=1.1090909090909087
odin=0.981818181818182
odin=1.181818181818181
odin=1.2909090909090895
odin=1.1090909090909087
odin=1.1454545454545448
odin=1.1454545454545448
odin=1.2181818181818171
odin=1.0363636363636364
odin=1.0363636363636364
odin=1.0727272727272725
odin=1.0181818181818183
odin=1.1090909090909087
odin=1.1272727272727268
odin=0.981818181818182
odin=0.6727272727272728
odin=1.0363636363636364
odin=1.0909090909090906
odin=1.181818181818181
odin=1.0727272727272725
odin=1.1090909090909087
odin=1.0363636363636364
odin=1.163636363636363
odin=1.163636363636363
odin=1.1272727272727268
odin=1.181818181818181
odin=1.1272727272727268
odin=1.3454545454545437
odin=1.1272727272727268
odin=1.2727272727272714
odin=1.2181818181818171
odin=1.0545454545454545
odin=1.1272727272727268
odin=1.2181818181818171
odin=0.8363636363636365
odin=1.2363636363636352
odin=1.163636363636363
odin=1.1090909090909087
odin=1.0909090909090906
odin=1.1272727272727268
odin=1.2727272727272714
odin=1.1454545454545448
odin=1.1454545454545448
odin=1.199999999999999
odin=1.2181818181818171
odin=1.199999999999999
odin=1.199999999999999
odin=1.0181818181818183
odin=1.199999999999999
odin=1.2909090909090895
odin=1.2181818181818171
odin=1.2545454545454533
odin=1.3272727272727256
odin=1.2363636363636352
odin=0.981818181818182
odin=1.2363636363636352
odin=1.1454545454545448
odin=1.1272727272727268
odin=1.0000000000000002
odin=1.0727272727272725
odin=0.7454545454545456
odin=0.9090909090909093
odin=1.181818181818181
odin=1.418181818181816
odin=1.2181818181818171
odin=1.199999999999999
odin=1.3818181818181798
odin=1.0909090909090906
odin=1.1272727272727268
odin=1.3272727272727256
odin=1.2181818181818171
odin=1.1272727272727268
odin=1.163636363636363
odin=1.2909090909090895
odin=1.3636363636363618
odin=1.3090909090909075
odin=1.3272727272727256
odin=1.3272727272727256
odin=1.3454545454545437
odin=1.1090909090909087
odin=1.0363636363636364
odin=1.2363636363636352
odin=1.1454545454545448
odin=1.1090909090909087
odin=1.3818181818181798
odin=1.2727272727272714
odin=1.3090909090909075
odin=1.0727272727272725
odin=1.163636363636363
odin=1.2545454545454533
odin=1.1090909090909087
odin=1.2363636363636352
odin=1.181818181818181
odin=1.3636363636363618
odin=1.1272727272727268
odin=1.0545454545454545
odin=0.981818181818182
odin=1.2545454545454533
odin=1.3090909090909075
odin=1.3272727272727256
odin=1.2363636363636352
odin=1.181818181818181
odin=1.3636363636363618
odin=1.181818181818181
odin=1.4545454545454521
odin=1.2545454545454533
odin=1.399999999999998
odin=1.0909090909090906
odin=1.4909090909090883
odin=1.199999999999999
odin=1.1272727272727268
odin=1.2363636363636352
odin=1.418181818181816
odin=1.5454545454545425
odin=1.2181818181818171
odin=1.2727272727272714
odin=0.781818181818182
odin=1.0545454545454545
odin=1.2727272727272714
odin=1.3454545454545437
odin=1.2545454545454533
odin=1.2727272727272714
odin=1.2363636363636352
odin=1.0909090909090906
odin=1.3818181818181798
odin=0.8363636363636365
odin=1.4727272727272702
odin=1.2181818181818171
odin=1.2363636363636352
odin=1.2909090909090895
odin=1.0909090909090906
odin=0.8363636363636365
odin=1.3272727272727256
odin=1.0727272727272725
odin=1.5636363636363606
odin=1.3454545454545437
odin=1.1272727272727268
