knnw-outlier=15004.363432196642
knnw-outlier=14154.522510394452
knnw-outlier=14484.774965821682
knnw-outlier=16245.192200717098
knnw-outlier=16116.884113156812
knnw-outlier=15448.266636350752
knnw-outlier=16475.239962463675
knnw-outlier=16071.052567054898
knnw-outlier=12605.889866922053
knnw-outlier=12957.55916757737
knnw-outlier=14577.957040330144
knnw-outlier=15842.62152699521
knnw-outlier=17187.564294420336
knnw-outlier=11693.328039132155
knnw-outlier=14365.130625709384
knnw-outlier=13746.893654862955
knnw-outlier=16253.942392841625
knnw-outlier=17005.87305455981
knnw-outlier=11290.501133223135
knnw-outlier=11148.115117406913
knnw-outlier=13250.083541557702
knnw-outlier=11496.139406062845
knnw-outlier=13139.248689714072
knnw-outlier=14151.749694412687
knnw-outlier=13506.290334896823
knnw-outlier=14325.72550458535
knnw-outlier=10993.65822852508
knnw-outlier=12988.653202987376
knnw-outlier=12741.706418734813
knnw-outlier=15580.514519252387
knnw-outlier=11355.771976629825
knnw-outlier=14431.315076514122
knnw-outlier=11798.57235810709
knnw-outlier=17366.776426484797
knnw-outlier=13758.79601268819
knnw-outlier=12087.639195408734
knnw-outlier=13828.082056104031
knnw-outlier=14838.19877230789
knnw-outlier=20827.193191161146
knnw-outlier=11386.87725147194
knnw-outlier=11890.204490107735
knnw-outlier=13241.961780562204
knnw-outlier=13362.770263571134
knnw-outlier=12197.40922166885
knnw-outlier=13138.58114818242
knnw-outlier=12568.512554295981
knnw-outlier=11401.315797602834
knnw-outlier=13987.42927751697
knnw-outlier=11200.70683289697
knnw-outlier=12187.045727980809
knnw-outlier=13357.567471358632
knnw-outlier=13630.552362814939
knnw-outlier=16617.566315094202
knnw-outlier=12432.195097918886
knnw-outlier=16013.036029633025
knnw-outlier=12887.907043748355
knnw-outlier=11704.671589026555
knnw-outlier=13141.634383075527
knnw-outlier=15114.512382829536
knnw-outlier=13520.055509385236
knnw-outlier=13875.668182989775
knnw-outlier=13991.482831293957
knnw-outlier=11754.528680758307
knnw-outlier=13192.331706270326
knnw-outlier=10863.071029087721
knnw-outlier=13561.124737502447
knnw-outlier=12205.05032360569
knnw-outlier=11686.138328277422
knnw-outlier=11724.382434418454
knnw-outlier=13076.653026337208
knnw-outlier=14324.739569808358
knnw-outlier=12942.26035725854
knnw-outlier=13965.493018926829
knnw-outlier=14668.562348958041
knnw-outlier=12863.285801446398
knnw-outlier=12803.689198581484
knnw-outlier=11930.125867139976
knnw-outlier=12659.057710485025
knnw-outlier=13515.122870190464
knnw-outlier=14041.86633572083
knnw-outlier=17831.771763308105
knnw-outlier=12082.813774077676
knnw-outlier=12082.636324497882
knnw-outlier=12770.389207091743
knnw-outlier=12711.077677661115
knnw-outlier=14343.862142251262
knnw-outlier=14792.953114366657
knnw-outlier=15579.166264243395
knnw-outlier=10577.203967064706
knnw-outlier=15850.82320719649
knnw-outlier=12398.28561614091
knnw-outlier=11789.145368517451
knnw-outlier=12345.555428710804
knnw-outlier=13908.451369198885
knnw-outlier=15096.085869765637
knnw-outlier=9340.551788039602
knnw-outlier=14246.093865083514
knnw-outlier=11321.103857389535
knnw-outlier=11726.743803348265
knnw-outlier=10929.501073160685
knnw-outlier=9689.92592798142
knnw-outlier=15185.985734633205
knnw-outlier=10830.653336867614
knnw-outlier=12741.107896958983
knnw-outlier=12256.770783988175
knnw-outlier=13600.355536860301
knnw-outlier=10446.62144459607
knnw-outlier=11011.941220339506
knnw-outlier=10036.026118555998
knnw-outlier=11030.199334791627
knnw-outlier=11805.080344894248
knnw-outlier=9355.619998625629
knnw-outlier=12323.336557183706
knnw-outlier=13945.500011774224
knnw-outlier=10630.864530421271
knnw-outlier=12918.623433396708
knnw-outlier=13123.825874073507
knnw-outlier=11607.544644224086
knnw-outlier=14554.214946412041
knnw-outlier=11356.921873872056
knnw-outlier=11418.161346298772
knnw-outlier=12591.404432141604
knnw-outlier=11553.381438794042
knnw-outlier=11229.623310604786
knnw-outlier=13583.743143090654
knnw-outlier=12418.336673352802
knnw-outlier=13797.973636445175
knnw-outlier=10489.480452500133
knnw-outlier=12430.829115179771
knnw-outlier=12504.328608215697
knnw-outlier=8845.498270376367
knnw-outlier=13299.153927882135
knnw-outlier=9328.098685788911
knnw-outlier=11352.50821572254
knnw-outlier=12178.425349057326
knnw-outlier=9622.421289392441
knnw-outlier=13292.942261906497
knnw-outlier=11648.243655858916
knnw-outlier=10374.41964189706
knnw-outlier=11474.748917242992
knnw-outlier=14221.480826455367
knnw-outlier=18656.827085106408
knnw-outlier=14920.922545279942
knnw-outlier=11588.80730474481
knnw-outlier=12713.766727013288
knnw-outlier=10198.735578163147
