knnw-outlier=831847.8863449941
knnw-outlier=737794.9098969785
knnw-outlier=1366921.4729731383
knnw-outlier=815882.3490729148
knnw-outlier=2930423.2395265154
knnw-outlier=1315032.5037152725
knnw-outlier=496246.27747627493
knnw-outlier=1367695.2445153338
knnw-outlier=1098546.1222586003
knnw-outlier=1152558.6700434526
knnw-outlier=1474588.614341381
knnw-outlier=1008985.6324327776
knnw-outlier=1299103.7439476924
knnw-outlier=6389757.641166999
knnw-outlier=579310.5612556528
knnw-outlier=1698349.2914081481
knnw-outlier=582821.4932182139
knnw-outlier=5487273.924296669
knnw-outlier=2481524.1588250804
knnw-outlier=2329003.004553668
knnw-outlier=2336571.0617333227
knnw-outlier=2610447.993694027
knnw-outlier=2609177.4391601095
knnw-outlier=817436.6852847948
knnw-outlier=723583.1272547796
knnw-outlier=638695.5999694278
knnw-outlier=805779.7108337921
knnw-outlier=640565.0131044526
knnw-outlier=816233.3637578995
knnw-outlier=1469759.0416082265
knnw-outlier=2587496.4460866866
knnw-outlier=1859162.1578597915
knnw-outlier=1670601.5068036562
knnw-outlier=1400426.103197806
knnw-outlier=615802.8306732795
knnw-outlier=509587.407705335
knnw-outlier=869544.9466557218
knnw-outlier=1444831.2852558326
knnw-outlier=2914895.9218895514
knnw-outlier=590560.3357499326
knnw-outlier=597108.8373167212
knnw-outlier=1543157.1395311952
knnw-outlier=857631.3555745109
knnw-outlier=903542.4442497281
knnw-outlier=2494815.640849458
knnw-outlier=1552128.0125291075
knnw-outlier=675473.0183675556
knnw-outlier=968610.9222238376
knnw-outlier=1755708.1003247297
knnw-outlier=1196026.585700166
knnw-outlier=4518094.210997422
knnw-outlier=875802.1799927893
knnw-outlier=1829183.8682202522
knnw-outlier=964236.8321816858
knnw-outlier=749263.7694502937
knnw-outlier=728123.2311305043
knnw-outlier=642752.3585535829
knnw-outlier=1064415.589477504
knnw-outlier=1964289.5737945554
knnw-outlier=2023867.9822307616
knnw-outlier=1798772.768895954
knnw-outlier=714843.520266449
knnw-outlier=2866452.6706285737
knnw-outlier=668380.7971047943
knnw-outlier=2019098.3016535027
knnw-outlier=1171188.1168076347
knnw-outlier=867748.1573777549
knnw-outlier=1684604.5865669425
knnw-outlier=1413255.6379541159
knnw-outlier=567183.489956846
knnw-outlier=850995.8083745142
knnw-outlier=534356.4305348853
knnw-outlier=882171.5170530808
knnw-outlier=1950838.4533089355
knnw-outlier=3717820.890894034
knnw-outlier=3034675.826920079
knnw-outlier=770422.0003926387
knnw-outlier=1725973.224431097
knnw-outlier=6006584.21085556
knnw-outlier=719986.427958761
knnw-outlier=2631729.379555602
knnw-outlier=5430285.124048963
knnw-outlier=1164065.3636605046
knnw-outlier=1761339.8468634754
knnw-outlier=592965.9153512797
knnw-outlier=2240379.926779469
knnw-outlier=909668.0351011176
knnw-outlier=657087.4479016934
knnw-outlier=502051.6845106778
knnw-outlier=3013589.957982094
knnw-outlier=3013808.6899306974
knnw-outlier=713850.3325376668
knnw-outlier=629812.2496439568
knnw-outlier=552958.0689830304
knnw-outlier=3125185.2846452487
knnw-outlier=951771.3097457838
knnw-outlier=1515620.9925755481
knnw-outlier=1174254.040238822
knnw-outlier=556199.269349968
knnw-outlier=523606.3224941454
knnw-outlier=1860629.4294817972
knnw-outlier=797326.231180435
knnw-outlier=1077566.9547129595
knnw-outlier=754561.7556562538
knnw-outlier=614831.9380885162
knnw-outlier=1150561.922509583
knnw-outlier=656158.780031332
knnw-outlier=1887064.9589049043
knnw-outlier=2356476.4903391427
knnw-outlier=450640.64446074015
knnw-outlier=1279863.1319726694
knnw-outlier=823199.2493932912
