cof-outlier=1.0411381219663918,abod-outlier=1.262684424828148E-39,inflo-outlier=0.7837465470026186,knnw-outlier=1586474.6601901087,knnw-outlier=3357368.9173571914,ldf-outlier=0.0,ldof-outlier=0.7489231241196166,lof-outlier=1.0281448379543359,loop-outlier=0.0,odin=1.3684210526315816,simplified-lof-outlier=1.0797743810827853
cof-outlier=0.9410173689076258,abod-outlier=1.6004666813865104E-39,inflo-outlier=1.1126695621319156,knnw-outlier=1135134.9118824748,knnw-outlier=2486199.397797831,ldf-outlier=0.0,ldof-outlier=0.7705097372096169,lof-outlier=1.0508673715176218,loop-outlier=0.0,odin=1.1578947368421073,simplified-lof-outlier=1.030569583196146
cof-outlier=1.175416639580199,abod-outlier=1.7946917015576043E-38,inflo-outlier=1.4054334889653637,knnw-outlier=1080618.2055332917,knnw-outlier=2135425.493821729,ldf-outlier=0.0,ldof-outlier=0.8791486750475558,lof-outlier=1.2725624287934991,loop-outlier=0.16729657299718362,odin=0.68421052631579,simplified-lof-outlier=1.464386407891563
cof-outlier=1.1661791310821128,abod-outlier=1.1649820251375486E-39,inflo-outlier=1.0109728598067025,knnw-outlier=944624.5238749116,knnw-outlier=1796228.9834376948,ldf-outlier=0.0,ldof-outlier=0.8858741969982262,lof-outlier=1.3713548443424886,loop-outlier=0.2586287207703637,odin=0.9298245614035101,simplified-lof-outlier=1.4693342041364055
cof-outlier=0.9787367955296893,abod-outlier=1.9190724743335308E-34,inflo-outlier=1.0,knnw-outlier=390227.1089679078,knnw-outlier=812685.1045822668,ldf-outlier=0.0,ldof-outlier=0.9388587411916024,lof-outlier=0.9802831245486046,loop-outlier=0.0,odin=1.4736842105263188,simplified-lof-outlier=0.9388625851601833
cof-outlier=0.9923668525843308,abod-outlier=3.099444873794237E-36,inflo-outlier=0.9526360445353204,knnw-outlier=311776.75322574034,knnw-outlier=671146.739675303,ldf-outlier=0.0,ldof-outlier=0.9139269040688087,lof-outlier=0.9943526684239775,loop-outlier=0.033012905070237714,odin=1.1578947368421073,simplified-lof-outlier=1.0269894813073175
cof-outlier=1.2126363657443837,abod-outlier=3.425101054006654E-38,inflo-outlier=1.0196504115346392,knnw-outlier=596659.6429449926,knnw-outlier=1107822.7357632527,ldf-outlier=0.0,ldof-outlier=0.8471936187744405,lof-outlier=1.0807798446452164,loop-outlier=0.10400318580581194,odin=0.7719298245614044,simplified-lof-outlier=1.2008297140689859
cof-outlier=1.179340725266288,abod-outlier=1.9686763027310253E-39,inflo-outlier=1.0514065821771057,knnw-outlier=951488.6778128668,knnw-outlier=1900707.1015732514,ldf-outlier=0.0,ldof-outlier=0.7818970256274907,lof-outlier=1.0898068309000641,loop-outlier=0.0,odin=1.0350877192982473,simplified-lof-outlier=1.054602027771577
cof-outlier=1.2515694137681537,abod-outlier=3.763522366493723E-40,inflo-outlier=1.4115474363883942,knnw-outlier=1970750.1113939623,knnw-outlier=3706170.0217994167,ldf-outlier=0.0,ldof-outlier=0.9553633158913472,lof-outlier=1.350714372711564,loop-outlier=0.32321479548638354,odin=0.6666666666666672,simplified-lof-outlier=1.5936428466389534
cof-outlier=1.1186644469269367,abod-outlier=4.296241739873795E-37,inflo-outlier=1.0,knnw-outlier=396561.24572547525,knnw-outlier=757304.9470508819,ldf-outlier=0.0,ldof-outlier=1.1400923279700435,lof-outlier=1.0268823527318678,loop-outlier=0.12717988426485713,odin=0.7719298245614044,simplified-lof-outlier=1.188089048857013
cof-outlier=1.0066369958307768,abod-outlier=1.4555938287276958E-37,inflo-outlier=1.0522769298811732,knnw-outlier=377989.52074053045,knnw-outlier=773233.1781303822,ldf-outlier=0.0,ldof-outlier=1.3892673355966145,lof-outlier=1.0212392291426962,loop-outlier=0.14097036886454278,odin=0.9824561403508787,simplified-lof-outlier=1.2162541533504927
cof-outlier=1.6243453944659936,abod-outlier=1.6550481336288614E-40,inflo-outlier=0.9706345113150635,knnw-outlier=1076820.2127825983,knnw-outlier=1946730.8466620527,ldf-outlier=0.0,ldof-outlier=1.0180434155196811,lof-outlier=1.493874407864318,loop-outlier=0.3919237949846365,odin=0.7017543859649129,simplified-lof-outlier=1.7009815984669625
cof-outlier=1.1500017643227487,abod-outlier=2.718044722573898E-37,inflo-outlier=1.0465834556737077,knnw-outlier=583100.4496547737,knnw-outlier=1090957.1823467454,ldf-outlier=0.0,ldof-outlier=0.9375840132934267,lof-outlier=1.0762781222870768,loop-outlier=0.12666340369753526,odin=0.9649122807017558,simplified-lof-outlier=1.2322917199178338
cof-outlier=1.2115331412948473,abod-outlier=2.1156147225391676E-39,inflo-outlier=0.9516725148671584,knnw-outlier=614692.7752164775,knnw-outlier=1136442.5769049025,ldf-outlier=0.0,ldof-outlier=1.1825339268071466,lof-outlier=1.102218922714406,loop-outlier=0.17593024848952318,odin=0.7192982456140358,simplified-lof-outlier=1.3610571693153801
cof-outlier=1.0810951960788528,abod-outlier=1.604159570823E-40,inflo-outlier=1.179939227298552,knnw-outlier=1599467.39975097,knnw-outlier=3254951.644531225,ldf-outlier=0.0,ldof-outlier=0.9162205849682599,lof-outlier=1.173105248718722,loop-outlier=0.11144571811650314,odin=0.9649122807017558,simplified-lof-outlier=1.3001106540698273
cof-outlier=0.97333063618898,abod-outlier=3.180307874540489E-39,inflo-outlier=1.0601040274487277,knnw-outlier=947118.0896210446,knnw-outlier=2063573.792625858,ldf-outlier=0.0,ldof-outlier=0.765717471363639,lof-outlier=1.063812133920566,loop-outlier=0.0,odin=0.9824561403508787,simplified-lof-outlier=1.0453331459130362
cof-outlier=1.0862290644214503,abod-outlier=1.0267668210185828E-35,inflo-outlier=1.0,knnw-outlier=447899.00426381954,knnw-outlier=865635.748694975,ldf-outlier=0.0,ldof-outlier=0.8894825289241075,lof-outlier=0.9823579098544927,loop-outlier=0.024179118529656936,odin=1.315789473684213,simplified-lof-outlier=1.0422681671541716
cof-outlier=1.325924589037093,abod-outlier=3.203737381102268E-39,inflo-outlier=0.9351941745867227,knnw-outlier=675336.4851874519,knnw-outlier=1198641.9688341336,ldf-outlier=0.0,ldof-outlier=0.7788524559677324,lof-outlier=1.1993240660864501,loop-outlier=0.18894866721340411,odin=0.7368421052631586,simplified-lof-outlier=1.4250009583014567
cof-outlier=1.1939321146025987,abod-outlier=4.430385901084536E-40,inflo-outlier=0.9326555937233024,knnw-outlier=1140763.8799618504,knnw-outlier=2224480.2564091915,ldf-outlier=0.0,ldof-outlier=0.9255537544905017,lof-outlier=1.1247104001134016,loop-outlier=0.09406279924467922,odin=1.1228070175438616,simplified-lof-outlier=1.4289962997380605
cof-outlier=1.1238058298273648,abod-outlier=6.906346720765879E-38,inflo-outlier=0.9152855994030457,knnw-outlier=768825.990580588,knnw-outlier=1536931.54080188,ldf-outlier=0.0,ldof-outlier=0.8165945662724429,lof-outlier=1.0508063410661408,loop-outlier=0.025883946627822646,odin=1.1403508771929844,simplified-lof-outlier=1.1147253501369085
cof-outlier=1.2125343870416747,abod-outlier=1.594445629969697E-42,inflo-outlier=0.9787485582325288,knnw-outlier=2974803.165900461,knnw-outlier=5821656.124680321,ldf-outlier=0.0,ldof-outlier=0.7326664602090596,lof-outlier=1.2137329433230426,loop-outlier=0.06125949616472617,odin=1.2456140350877216,simplified-lof-outlier=1.2155923245753255
cof-outlier=1.2827105996204635,abod-outlier=1.0422414041127413E-37,inflo-outlier=0.9787280835651943,knnw-outlier=606163.2219860645,knnw-outlier=1083659.871114389,ldf-outlier=0.0,ldof-outlier=0.7851813745249249,lof-outlier=2.055181955519659,loop-outlier=0.25202162651787674,odin=0.9824561403508787,simplified-lof-outlier=2.7453914828157133
cof-outlier=1.0570030395583854,abod-outlier=5.231204319398891E-39,inflo-outlier=0.9085267772488168,knnw-outlier=1198067.9594483483,knnw-outlier=2316692.2337576,ldf-outlier=0.0,ldof-outlier=0.8211147174093355,lof-outlier=1.0780130207703718,loop-outlier=0.08098262924364455,odin=0.9824561403508787,simplified-lof-outlier=1.128501230057912
cof-outlier=1.0715529160540402,abod-outlier=1.1784864488551025E-37,inflo-outlier=1.0434109690352693,knnw-outlier=639892.5202305255,knnw-outlier=1236839.0825538866,ldf-outlier=0.0,ldof-outlier=0.8599257699006565,lof-outlier=1.1146609299130725,loop-outlier=0.07747514376314465,odin=0.8771929824561415,simplified-lof-outlier=1.2100819336181727
cof-outlier=0.9525877103209368,abod-outlier=4.381344756658836E-38,inflo-outlier=0.9098118678288692,knnw-outlier=418557.03723283927,knnw-outlier=1064811.3878829174,ldf-outlier=0.0,ldof-outlier=1.1693218916845025,lof-outlier=0.9777697155493221,loop-outlier=0.0,odin=1.3684210526315816,simplified-lof-outlier=0.9131383029315083
cof-outlier=0.9569242596648257,abod-outlier=1.3663172807640177E-36,inflo-outlier=1.0029569429671,knnw-outlier=467411.8428908781,knnw-outlier=951497.8241238315,ldf-outlier=0.0,ldof-outlier=0.824075884704921,lof-outlier=1.0106414869846212,loop-outlier=0.027634791848040515,odin=0.9122807017543872,simplified-lof-outlier=1.0494419228703815
cof-outlier=0.9936920663893255,abod-outlier=8.878515760054951E-38,inflo-outlier=0.9696556789585319,knnw-outlier=430929.7805428587,knnw-outlier=841574.8421760822,ldf-outlier=0.0,ldof-outlier=0.8191268356322228,lof-outlier=0.9770310275343551,loop-outlier=0.0,odin=1.456140350877196,simplified-lof-outlier=0.9437798883108205
cof-outlier=1.0954810539352215,abod-outlier=4.889197107140195E-38,inflo-outlier=1.150250839464138,knnw-outlier=704179.8999303933,knnw-outlier=1372977.3070299132,ldf-outlier=0.0,ldof-outlier=0.8621295529336992,lof-outlier=1.1659532469344251,loop-outlier=0.1065134661239391,odin=0.8771929824561415,simplified-lof-outlier=1.2844725673514072
cof-outlier=1.3223028608058651,abod-outlier=4.0544188136115586E-39,inflo-outlier=1.6830954734684211,knnw-outlier=1311612.629875132,knnw-outlier=2501719.410569129,ldf-outlier=0.0,ldof-outlier=0.9593397137460806,lof-outlier=1.5293380411320676,loop-outlier=0.35454302778715857,odin=0.42105263157894735,simplified-lof-outlier=1.7921993248138235
cof-outlier=0.9454203902705547,abod-outlier=1.5629397051476806E-38,inflo-outlier=1.20591310865118,knnw-outlier=1224262.057203932,knnw-outlier=2707418.7376744077,ldf-outlier=0.0,ldof-outlier=0.7640319705452845,lof-outlier=1.1003614624187703,loop-outlier=0.044575361992120754,odin=1.1052631578947387,simplified-lof-outlier=1.1894675605917477
cof-outlier=1.0608456545139873,abod-outlier=5.1177233827062024E-39,inflo-outlier=0.8910282713216665,knnw-outlier=1159345.7391516077,knnw-outlier=2307457.39367089,ldf-outlier=0.0,ldof-outlier=0.8582855448966853,lof-outlier=1.069036626018471,loop-outlier=0.06570609853026142,odin=0.9649122807017558,simplified-lof-outlier=1.1297179907669346
cof-outlier=1.1719769711770227,abod-outlier=1.4735905467611193E-37,inflo-outlier=0.938515617448007,knnw-outlier=482010.2476469889,knnw-outlier=900757.3685035132,ldf-outlier=0.0,ldof-outlier=0.878190731142054,lof-outlier=1.1021715801504992,loop-outlier=0.06911002574403798,odin=0.947368421052633,simplified-lof-outlier=1.241522067072063
cof-outlier=1.1072844171059966,abod-outlier=9.559386079804321E-40,inflo-outlier=0.8500771017896699,knnw-outlier=1795758.0355863196,knnw-outlier=3748956.7945969403,ldf-outlier=0.0,ldof-outlier=0.7437379348796413,lof-outlier=1.0831897817346934,loop-outlier=0.038780624072956356,odin=1.1578947368421073,simplified-lof-outlier=1.0910058598633232
cof-outlier=0.9805315408240336,abod-outlier=2.4147421711887576E-36,inflo-outlier=0.95593346491091,knnw-outlier=424813.6366807083,knnw-outlier=882161.7056291591,ldf-outlier=0.0,ldof-outlier=0.8041159793909977,lof-outlier=0.9973380022863298,loop-outlier=0.0,odin=1.2280701754385988,simplified-lof-outlier=1.0059318308972511
cof-outlier=0.9454203902705547,abod-outlier=1.2407002845476845E-38,inflo-outlier=1.2137842283071356,knnw-outlier=1219700.6071410715,knnw-outlier=2702393.187796342,ldf-outlier=0.0,ldof-outlier=0.7589304705719,lof-outlier=1.1003511877333034,loop-outlier=0.04287506239420221,odin=1.1052631578947387,simplified-lof-outlier=1.1868997538054256
cof-outlier=1.1648331940875776,abod-outlier=9.752221428610406E-39,inflo-outlier=0.969592806192965,knnw-outlier=782975.074117869,knnw-outlier=1499062.9613636008,ldf-outlier=0.0,ldof-outlier=0.7784594206917234,lof-outlier=1.096455550716908,loop-outlier=0.06549725547678223,odin=0.9122807017543872,simplified-lof-outlier=1.1352479003070892
cof-outlier=1.3125137555839712,abod-outlier=2.0804381536024838E-38,inflo-outlier=1.0621878038958472,knnw-outlier=586422.3022675302,knnw-outlier=1107662.3633395822,ldf-outlier=0.0,ldof-outlier=0.8071391498664351,lof-outlier=1.0221877521380813,loop-outlier=0.055229204256774835,odin=0.947368421052633,simplified-lof-outlier=1.0928873999896327
cof-outlier=1.175151468575841,abod-outlier=2.4213034619337703E-40,inflo-outlier=1.090177084878926,knnw-outlier=951915.1961501695,knnw-outlier=2289326.899948034,ldf-outlier=0.0,ldof-outlier=0.8834488241198267,lof-outlier=1.0187458290078102,loop-outlier=0.0,odin=1.192982456140353,simplified-lof-outlier=1.2106284490127515
cof-outlier=1.2485340539663325,abod-outlier=1.5150304067350852E-39,inflo-outlier=1.2401409496952653,knnw-outlier=907850.1522483458,knnw-outlier=1796019.2114831677,ldf-outlier=0.0,ldof-outlier=0.7683035026610252,lof-outlier=1.2955803086733335,loop-outlier=0.21744467376305673,odin=0.56140350877193,simplified-lof-outlier=1.6469568268702603
cof-outlier=1.0066369958307768,abod-outlier=4.1827257214855305E-37,inflo-outlier=1.0289341372428278,knnw-outlier=352787.17446226644,knnw-outlier=739934.6048159717,ldf-outlier=0.0,ldof-outlier=1.3465684855181042,lof-outlier=1.0152991674692058,loop-outlier=0.10524948005332709,odin=1.0175438596491244,simplified-lof-outlier=1.160069078619204
cof-outlier=1.5728366967373584,abod-outlier=1.2248136581440833E-38,inflo-outlier=1.0398587591241784,knnw-outlier=595146.8857813521,knnw-outlier=1054065.5628158075,ldf-outlier=0.0,ldof-outlier=0.9405882477877304,lof-outlier=1.153743556438764,loop-outlier=0.3182406667003123,odin=0.40350877192982454,simplified-lof-outlier=1.588454336617373
cof-outlier=1.100221106117941,abod-outlier=1.6474406969348808E-36,inflo-outlier=1.0,knnw-outlier=357603.37752793013,knnw-outlier=691092.065924836,ldf-outlier=0.0,ldof-outlier=0.8900295898921945,lof-outlier=1.0154721352574014,loop-outlier=0.04160351985484829,odin=1.4210526315789502,simplified-lof-outlier=1.0624060552605208
cof-outlier=1.369806466173802,abod-outlier=6.790719954611096E-39,inflo-outlier=1.0103660669767491,knnw-outlier=601607.1573570952,knnw-outlier=1113678.4507176653,ldf-outlier=0.0,ldof-outlier=0.8371023865353135,lof-outlier=1.0746753361721102,loop-outlier=0.10580569994085273,odin=0.7894736842105272,simplified-lof-outlier=1.1905196514868692
cof-outlier=1.5150387335338011,abod-outlier=7.38241570427519E-38,inflo-outlier=1.9019672999968675,knnw-outlier=1394537.9805254692,knnw-outlier=2382496.7849652283,ldf-outlier=0.0,ldof-outlier=2.349491089212378,lof-outlier=2.2239581780212165,loop-outlier=0.8565750010775791,odin=0.05263157894736842,simplified-lof-outlier=2.810844567049502
cof-outlier=1.1939245338801678,abod-outlier=3.323324674963876E-41,inflo-outlier=1.0207782672156613,knnw-outlier=2481875.53871863,knnw-outlier=4740681.053590504,ldf-outlier=0.0,ldof-outlier=0.769155812066768,lof-outlier=1.1907245949467398,loop-outlier=0.12888030697705882,odin=1.1052631578947387,simplified-lof-outlier=1.3065850525504799
cof-outlier=1.0903818682029183,abod-outlier=1.8793710465530444E-40,inflo-outlier=0.9466656978875202,knnw-outlier=1941993.6157619574,knnw-outlier=3926504.7302728994,ldf-outlier=0.0,ldof-outlier=0.7847295200570258,lof-outlier=1.1130777766355104,loop-outlier=0.07588777741332443,odin=1.0350877192982473,simplified-lof-outlier=1.1942048350403358
cof-outlier=1.1702649828155587,abod-outlier=3.555001518777812E-39,inflo-outlier=1.0932223487377657,knnw-outlier=541864.8747826543,knnw-outlier=960492.2406044417,ldf-outlier=0.0,ldof-outlier=1.0651820294438221,lof-outlier=1.0528429164099835,loop-outlier=0.24390750215129792,odin=0.56140350877193,simplified-lof-outlier=1.4491125554611486
cof-outlier=1.1933233095886906,abod-outlier=1.1348973479625633E-39,inflo-outlier=0.9794650767047108,knnw-outlier=1149046.3300516175,knnw-outlier=2199775.262735472,ldf-outlier=0.0,ldof-outlier=0.8518283778943954,lof-outlier=1.0971704490257708,loop-outlier=0.10527490041067793,odin=1.070175438596493,simplified-lof-outlier=1.1858677822823351
cof-outlier=1.1634654403954114,abod-outlier=2.4837787734891113E-42,inflo-outlier=1.1453576675361463,knnw-outlier=3917580.876528114,knnw-outlier=7724496.080527778,ldf-outlier=0.0,ldof-outlier=0.8460399191085706,lof-outlier=1.20995259167123,loop-outlier=0.16109756815266682,odin=0.9122807017543872,simplified-lof-outlier=1.4318640811455716
