lof-outlier=1.7506189335399207
lof-outlier=1.7114312206659361
lof-outlier=1.005579232738413
lof-outlier=1.042731067113403
lof-outlier=1.6050165569883168
lof-outlier=0.9750578170181291
lof-outlier=1.185476684632651
lof-outlier=1.0797999938537823
lof-outlier=2.882877070319247
lof-outlier=1.1068266566777523
lof-outlier=0.9889418251766615
lof-outlier=0.982743909880915
lof-outlier=1.0305050044862718
lof-outlier=1.0234648106183573
lof-outlier=1.3826024823348007
lof-outlier=1.4501464197009903
lof-outlier=1.389678302848243
lof-outlier=1.1877792385167665
lof-outlier=1.31294136698901
lof-outlier=1.1313078102739142
lof-outlier=1.145564145237079
lof-outlier=1.0177200791265364
lof-outlier=1.013794640209885
lof-outlier=1.1376902003025569
lof-outlier=1.0342001958012932
lof-outlier=1.0123456084626776
lof-outlier=1.1894352330977258
lof-outlier=1.0727698691930536
lof-outlier=0.9986164906866491
lof-outlier=0.9677148462771644
lof-outlier=1.0091402706222794
lof-outlier=1.8354980261810863
lof-outlier=0.9580160777691793
lof-outlier=1.1078148653893152
lof-outlier=1.0406615848129526
lof-outlier=1.0536980226476815
lof-outlier=0.9695380632332711
lof-outlier=1.0263460425976887
lof-outlier=1.5566405758232778
lof-outlier=2.2512859100214055
lof-outlier=1.7558109390041252
lof-outlier=1.0053037338130364
lof-outlier=1.159234397602807
lof-outlier=1.0865551595815652
lof-outlier=1.1065811847032845
lof-outlier=1.0915496129399682
lof-outlier=1.02934786936732
lof-outlier=0.9575802669534383
lof-outlier=1.0136745629095312
lof-outlier=1.0291921124848673
lof-outlier=1.0302321129658525
lof-outlier=1.0592865235154725
lof-outlier=0.986486890987047
lof-outlier=1.1141343286393548
lof-outlier=1.3003441727919367
lof-outlier=1.018937901271185
lof-outlier=1.1589228740812114
lof-outlier=1.074217867533985
lof-outlier=1.076645272239842
lof-outlier=1.0386712442300778
lof-outlier=0.9902630258476588
lof-outlier=1.0971009601352224
lof-outlier=1.198278613510267
lof-outlier=1.1293476205804656
lof-outlier=1.0386712442300776
lof-outlier=1.0135968940709208
lof-outlier=1.2695315059497634
lof-outlier=2.3812152578484973
lof-outlier=0.971620750556472
lof-outlier=1.5279285683185586
lof-outlier=1.3337198524127236
lof-outlier=1.4438337726779236
lof-outlier=1.1251202164856875
lof-outlier=2.836489117135755
lof-outlier=0.9627165162941628
lof-outlier=1.375273255164097
lof-outlier=2.615221761651136
lof-outlier=1.0369206052149453
lof-outlier=1.0212779557345726
lof-outlier=1.0150771582014597
lof-outlier=0.9248220823669336
lof-outlier=1.5231299912384917
lof-outlier=1.0709705945278392
lof-outlier=1.0146982549495225
lof-outlier=1.5330827814509733
lof-outlier=0.9589251283424224
lof-outlier=0.9742568995391125
lof-outlier=1.9277446770270132
lof-outlier=1.0992576666412024
lof-outlier=1.0302872607579252
lof-outlier=1.031195798298579
lof-outlier=1.0484968966153327
lof-outlier=1.4193764122073123
lof-outlier=1.265679272663572
