lof-outlier=0.9860302265624923
lof-outlier=1.0070380992189552
lof-outlier=1.0022085500403755
lof-outlier=1.0152159010034552
lof-outlier=1.0145397273037653
lof-outlier=1.0215141727206813
lof-outlier=1.0432537763525132
lof-outlier=1.040907428080122
lof-outlier=1.0251920131290757
lof-outlier=1.0234008852874594
lof-outlier=1.0451607639132083
lof-outlier=1.0519350120072164
lof-outlier=1.1507221745977128
lof-outlier=1.0137048375360875
lof-outlier=0.9945544983036018
lof-outlier=1.0273534755640301
lof-outlier=1.0388159071776109
lof-outlier=1.1481114716885081
lof-outlier=1.0053690855241741
lof-outlier=1.0034289631285134
lof-outlier=1.0076525699987307
lof-outlier=1.0123338778969315
lof-outlier=0.9980370933684136
lof-outlier=0.9943820126105097
lof-outlier=1.0371681708528877
lof-outlier=0.9891598623690975
lof-outlier=1.0015246963314297
lof-outlier=1.0333258841160273
lof-outlier=1.0210103482768353
lof-outlier=1.0126624305501881
lof-outlier=1.0107104295927123
lof-outlier=0.9820695624789457
lof-outlier=1.007876897003167
lof-outlier=1.2005689961581367
lof-outlier=1.0352925521880387
lof-outlier=1.0290150574233792
lof-outlier=0.9842029779424927
lof-outlier=1.0015521270584522
lof-outlier=1.3052044806647338
lof-outlier=1.026164909764191
lof-outlier=1.0077802029648815
lof-outlier=0.9937154154834733
lof-outlier=0.9916906613039503
lof-outlier=1.0289599032818675
lof-outlier=0.9999844718991062
lof-outlier=0.9873342285345089
lof-outlier=1.0101230643319727
lof-outlier=1.0229927816649727
lof-outlier=1.0240200039658403
lof-outlier=1.0195480071636827
lof-outlier=1.0187529323792723
lof-outlier=0.9795229058141806
lof-outlier=1.026551528308527
lof-outlier=1.0256075420677753
lof-outlier=1.0270233121940484
lof-outlier=0.9927060719695102
lof-outlier=1.0062910352785313
lof-outlier=0.9939389615301175
lof-outlier=1.0274895224442075
lof-outlier=1.0080959734883126
lof-outlier=0.9787368588350852
lof-outlier=1.0100621633793743
lof-outlier=1.0165208200154212
lof-outlier=0.9930104538714056
lof-outlier=1.007257449558672
lof-outlier=0.9853912561993974
lof-outlier=1.0257025441193495
lof-outlier=1.0245560602736352
lof-outlier=1.0059162199267109
lof-outlier=1.0150183731402342
lof-outlier=1.01200373536198
lof-outlier=0.9920089456234069
lof-outlier=1.0158033569773062
lof-outlier=0.9872997129576966
lof-outlier=0.995776996379547
lof-outlier=1.0198898402729
lof-outlier=1.001083835695054
lof-outlier=1.0053996405271441
lof-outlier=0.9890029961646306
lof-outlier=1.0382232874901356
lof-outlier=1.2487292441824407
lof-outlier=0.9863194317294806
lof-outlier=1.0213540156591012
lof-outlier=1.019913445561678
lof-outlier=1.0191195024351933
lof-outlier=1.015383480893408
lof-outlier=1.108240923214629
lof-outlier=1.1462734053464028
lof-outlier=1.0064133265611253
lof-outlier=1.0111088746078019
lof-outlier=1.0166335522301058
lof-outlier=0.9838314669163606
lof-outlier=0.9906433901766978
lof-outlier=1.0005931276335296
lof-outlier=1.0276012590786163
lof-outlier=0.984517721412703
lof-outlier=0.987066156152765
lof-outlier=0.9988887628109894
lof-outlier=0.974641429732466
lof-outlier=1.0084016673424705
lof-outlier=0.9870514837905351
lof-outlier=0.9935113465641684
lof-outlier=1.0113319186961047
lof-outlier=0.9879584365936664
lof-outlier=0.9950619626666894
lof-outlier=1.0350385796334431
lof-outlier=1.0105767225621411
lof-outlier=1.0197222333430467
lof-outlier=0.9878266209610913
lof-outlier=1.0000356830974264
lof-outlier=0.989316517898893
lof-outlier=0.9858828022947603
lof-outlier=0.9976842562213749
lof-outlier=0.9863117365293613
lof-outlier=1.0106282458635774
lof-outlier=1.0282805334984653
lof-outlier=1.0186010176928695
lof-outlier=0.9808748642122221
lof-outlier=1.0077096219547064
lof-outlier=0.9847124311437412
lof-outlier=0.9750321861432504
lof-outlier=1.0167738166554239
lof-outlier=1.010141392881188
lof-outlier=0.985057934500744
lof-outlier=1.013245908051874
lof-outlier=0.9787546135781225
lof-outlier=1.029441885843784
lof-outlier=1.0032386471427295
lof-outlier=1.0245015011706173
lof-outlier=1.0154052802887925
lof-outlier=0.9831735461477006
lof-outlier=1.0343868201280249
lof-outlier=0.9844207034149293
lof-outlier=0.9846359479417417
lof-outlier=0.9794874498152215
lof-outlier=1.0087475210191106
lof-outlier=1.0459026209285975
lof-outlier=0.9730078423193407
lof-outlier=1.006286699407839
lof-outlier=0.973074284969232
lof-outlier=1.0905664728788347
lof-outlier=1.227534270105478
lof-outlier=0.9938481160232765
lof-outlier=1.0055370714368854
lof-outlier=0.9980782779310495
lof-outlier=1.0050326454826533
lof-outlier=0.9911111236346536
lof-outlier=1.0215830152906809
lof-outlier=1.0147400441628724
lof-outlier=1.234629236077058
lof-outlier=1.1447041748215514
lof-outlier=0.9906997112222762
lof-outlier=0.9835490300821305
lof-outlier=0.9989971723284353
lof-outlier=1.0036367754832844
lof-outlier=0.9809381039590921
lof-outlier=1.013829068556294
lof-outlier=0.9884444537763688
lof-outlier=0.9961422208732179
lof-outlier=1.0089231836060466
lof-outlier=1.0024967656780268
lof-outlier=0.988883371359981
lof-outlier=0.9776823057994709
lof-outlier=0.9931076388178905
lof-outlier=0.9776145233427956
lof-outlier=0.9783727689611167
lof-outlier=0.9980894731792196
lof-outlier=0.9796138088687337
lof-outlier=1.056361497003255
lof-outlier=0.9799313437509061
lof-outlier=1.0104285117500265
lof-outlier=1.0302687749293493
lof-outlier=0.9867723334880658
lof-outlier=0.987454571680316
lof-outlier=0.9800286797571897
lof-outlier=1.0735163102559842
lof-outlier=0.9891989877987529
lof-outlier=1.0360676366483992
lof-outlier=1.0022696660812564
lof-outlier=1.0064212286171696
lof-outlier=1.0065712373025608
lof-outlier=1.0039863384730834
lof-outlier=0.9867269973278063
lof-outlier=1.0912899425672526
lof-outlier=0.9879051179746124
lof-outlier=1.0798509213956817
lof-outlier=0.9932569216503
lof-outlier=0.9857910327872353
lof-outlier=1.284779563155894
lof-outlier=0.9882992661827213
lof-outlier=1.006084428541731
lof-outlier=0.9938432234232812
lof-outlier=1.0070031460182467
lof-outlier=0.9777711015960442
lof-outlier=1.016669775323699
lof-outlier=1.012491105710429
lof-outlier=0.991183064648676
lof-outlier=0.9866883240869445
lof-outlier=0.9915564097650749
lof-outlier=0.9667569267103644
lof-outlier=1.0050427965568465
lof-outlier=1.0103732738783113
lof-outlier=0.9858713586739785
lof-outlier=0.9786122494043159
lof-outlier=1.002172188078462
lof-outlier=1.0114920725040875
lof-outlier=1.0212920398600152
lof-outlier=1.003565416750539
lof-outlier=1.0074209110454737
lof-outlier=1.0091936813143456
lof-outlier=0.9980921627663693
lof-outlier=1.0456506143135644
lof-outlier=0.9933969829844516
lof-outlier=1.0192914913502906
lof-outlier=1.0200463500319095
lof-outlier=0.9864463613887144
lof-outlier=0.9684344151805002
lof-outlier=0.991824228986055
lof-outlier=1.0289957747978606
lof-outlier=1.006401565523335
lof-outlier=1.0052557824277697
lof-outlier=1.0087249371838753
lof-outlier=0.9778472203754891
lof-outlier=0.9846918356227065
lof-outlier=1.0456280060891663
lof-outlier=0.9898136790648556
lof-outlier=1.0852393129462925
lof-outlier=1.0220053468125876
lof-outlier=1.0192853803255764
lof-outlier=1.01101309682705
lof-outlier=0.9807245611416483
lof-outlier=0.9823659948444246
lof-outlier=0.9775989123563945
lof-outlier=1.0204795930374213
lof-outlier=0.9778461264022014
lof-outlier=0.9922847717544144
lof-outlier=1.01995668243803
lof-outlier=1.0680132160111775
lof-outlier=0.9916291013893013
lof-outlier=1.0064062517531485
lof-outlier=1.0075294578850233
lof-outlier=1.0031440267108203
lof-outlier=1.0054620917478387
lof-outlier=1.023394210322636
lof-outlier=0.9741379955645035
lof-outlier=0.9811265618057602
lof-outlier=0.9950173316600035
lof-outlier=0.982907569526312
lof-outlier=1.0242538673553705
lof-outlier=0.9908285363348984
lof-outlier=0.9738784790721399
lof-outlier=1.0058195052157113
lof-outlier=0.9871054801195687
lof-outlier=1.0045043501066329
lof-outlier=0.9880981789241444
lof-outlier=0.9936601270472958
lof-outlier=0.9867621760788008
lof-outlier=0.9716559079549993
lof-outlier=0.9908877089989713
lof-outlier=1.0093257228450825
lof-outlier=1.0019794550905359
lof-outlier=1.0060074687942977
lof-outlier=0.9820941874038759
lof-outlier=0.9870208835692157
lof-outlier=0.983475742108464
lof-outlier=0.998513682052216
lof-outlier=1.0096104261025312
lof-outlier=0.9903002490654281
lof-outlier=1.0483322328431837
lof-outlier=0.9792156562637154
lof-outlier=1.013099470624828
lof-outlier=1.2603181245795583
lof-outlier=1.0059557585642864
lof-outlier=0.9892777170660775
lof-outlier=0.9848219286096818
lof-outlier=1.0143021291898089
lof-outlier=1.0058977615855973
lof-outlier=1.0062502084158582
lof-outlier=0.9845415439170676
lof-outlier=1.0431738831483734
lof-outlier=1.0168846231362978
lof-outlier=0.9820798604873718
lof-outlier=1.0080582014486783
lof-outlier=0.990177317377253
lof-outlier=0.9897070273724387
lof-outlier=1.0122524047793247
lof-outlier=0.9848637324328172
