loop-outlier=0.7862309643866153
loop-outlier=0.6850037747364158
loop-outlier=0.8311568884185433
loop-outlier=0.858703511172384
loop-outlier=0.8472012614387137
loop-outlier=0.886362316348442
loop-outlier=0.9185132323447098
loop-outlier=0.9221285333151443
loop-outlier=0.7061486762626941
loop-outlier=0.6562939766866135
loop-outlier=0.66427249960655
loop-outlier=0.7597288203283893
loop-outlier=0.9557321585989698
loop-outlier=0.12044207003765568
loop-outlier=0.7747965303452725
loop-outlier=0.49461230176928933
loop-outlier=0.8265318464343229
loop-outlier=0.9474863577782996
loop-outlier=0.4966986986616931
loop-outlier=0.6026396645989883
loop-outlier=0.44586745325656263
loop-outlier=0.06063938164600322
loop-outlier=0.5572845467754107
loop-outlier=0.7391751485933863
loop-outlier=0.58407314961178
loop-outlier=0.759510652193705
loop-outlier=0.41762891301933
loop-outlier=0.27729076239120015
loop-outlier=0.6998397610013111
loop-outlier=0.8572034998584204
loop-outlier=0.017986167561655053
loop-outlier=0.7121889519363088
loop-outlier=0.10580671481455599
loop-outlier=0.575408163680249
loop-outlier=0.5838382614671208
loop-outlier=0.3420572228379782
loop-outlier=0.5647071573346122
loop-outlier=0.8418247222122973
loop-outlier=0.9628051968952218
loop-outlier=0.3319818859116833
loop-outlier=0.1365192300139582
loop-outlier=0.8303983753450442
loop-outlier=0.8399271323791813
loop-outlier=0.19220666795328756
loop-outlier=0.48620218871096205
loop-outlier=0.2770946130510846
loop-outlier=0.0
loop-outlier=0.6771067830620329
loop-outlier=0.3108238574989306
loop-outlier=0.21261886524183085
loop-outlier=0.3926683873902016
loop-outlier=0.5072891873133626
loop-outlier=0.7690446196972439
loop-outlier=0.16132570030732274
loop-outlier=0.8251655313900793
loop-outlier=0.6413552970180485
loop-outlier=0.06550256541358619
loop-outlier=0.6764013381431392
loop-outlier=0.7779596045172907
loop-outlier=0.8150140641192931
loop-outlier=0.613147448918916
loop-outlier=0.6127982982122747
loop-outlier=0.057622576579186
loop-outlier=0.5774247179531358
loop-outlier=0.0
loop-outlier=0.6839907788883697
loop-outlier=0.0732791092239321
loop-outlier=0.3124078462833689
loop-outlier=0.41677780438382894
loop-outlier=0.31282264771965196
loop-outlier=0.8404891868631975
loop-outlier=0.679296481262703
loop-outlier=0.6985451926187781
loop-outlier=0.664605163462107
loop-outlier=0.5971748124692949
loop-outlier=0.5256993158443647
loop-outlier=0.44400792331982175
loop-outlier=0.3058500953920572
loop-outlier=0.8122181628943181
loop-outlier=0.43590476476228235
loop-outlier=0.7284450870109366
loop-outlier=0.7020331382178012
loop-outlier=0.0
loop-outlier=0.2770121001237092
loop-outlier=0.5031466469189211
loop-outlier=0.7675340467607997
loop-outlier=0.6682956250045758
loop-outlier=0.8283262354391097
loop-outlier=0.0
loop-outlier=0.6912420146797229
loop-outlier=0.12364920468111601
loop-outlier=0.6623363593455543
loop-outlier=0.49472120097868766
loop-outlier=0.7713838915850937
loop-outlier=0.7200640500138645
loop-outlier=0.0
loop-outlier=0.6189894453303777
loop-outlier=0.5283898945826887
loop-outlier=0.07953459608807056
loop-outlier=0.2079268873042416
loop-outlier=0.0
loop-outlier=0.6558645792421973
loop-outlier=0.16058264862144592
loop-outlier=0.4221408231452668
loop-outlier=0.4742351180355419
loop-outlier=0.3240641096763361
loop-outlier=0.09923235716965398
loop-outlier=0.11005718571254074
loop-outlier=0.20480222140517246
loop-outlier=0.18946226525493676
loop-outlier=0.313234084472415
loop-outlier=0.071075052130779
loop-outlier=0.6343115975597833
loop-outlier=0.5630795906352354
loop-outlier=0.0497291269630262
loop-outlier=0.19891572749608805
loop-outlier=0.5901550257178095
loop-outlier=0.5423170789016555
loop-outlier=0.7218132273170575
loop-outlier=0.1455106909259249
loop-outlier=0.0
loop-outlier=0.152491407576809
loop-outlier=0.4741550781289119
loop-outlier=0.0
loop-outlier=0.5039203496099971
loop-outlier=0.31549592929583536
loop-outlier=0.3685926883870922
loop-outlier=0.0
loop-outlier=0.27854768648521616
loop-outlier=0.30608136328605684
loop-outlier=0.0
loop-outlier=0.26801801342324527
loop-outlier=0.013425596089840936
loop-outlier=0.20070265260252332
loop-outlier=0.23392114505526496
loop-outlier=0.0
loop-outlier=0.25453563195124695
loop-outlier=0.013677752922619515
loop-outlier=0.0
loop-outlier=0.005801544764134749
loop-outlier=0.04346136993912154
loop-outlier=0.9904688101890244
loop-outlier=0.5861695121473837
loop-outlier=0.0
loop-outlier=0.5050901252839433
loop-outlier=0.0
loop-outlier=0.17563221394716597
loop-outlier=0.6481848846116808
loop-outlier=0.030111459110406403
loop-outlier=0.481848881672802
loop-outlier=0.6757975603708952
loop-outlier=0.1479626320318274
loop-outlier=0.2129188118425799
loop-outlier=0.4943541017135094
loop-outlier=0.4334093370703575
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.012885802322326697
loop-outlier=0.485030233554261
loop-outlier=0.3597949999932199
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.21044721350121257
loop-outlier=0.39206543921359177
loop-outlier=0.0
loop-outlier=0.1981833172049509
loop-outlier=0.4548155232232242
loop-outlier=0.327295853320021
loop-outlier=0.36618055549672507
loop-outlier=0.0
loop-outlier=0.4216079835058361
loop-outlier=0.0932215707299241
loop-outlier=0.2593109436885104
loop-outlier=0.3913330037347137
loop-outlier=0.0
loop-outlier=0.09176673381383568
loop-outlier=0.2546677298504324
loop-outlier=0.1272859150231489
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.5421378321808492
loop-outlier=0.0
loop-outlier=0.4410343024791647
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.05696675944753377
loop-outlier=0.12577680239199762
loop-outlier=0.7939420458576313
loop-outlier=0.0
loop-outlier=0.5210720223495575
loop-outlier=0.30164310372923103
loop-outlier=0.19041909538225754
loop-outlier=0.0028184599117707767
loop-outlier=0.24436535201058612
loop-outlier=0.0
loop-outlier=0.037994273314506624
loop-outlier=0.0
loop-outlier=0.4925623411005039
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.2700742916043464
loop-outlier=0.0
loop-outlier=0.09839542508170522
loop-outlier=0.10869292891031791
loop-outlier=0.11083316558660047
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.37224040674230313
loop-outlier=0.0
loop-outlier=0.3771239700271903
loop-outlier=0.015849856708877896
loop-outlier=0.05044838454356404
loop-outlier=0.3550733471858629
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.412330881874045
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.24848999103549937
loop-outlier=0.2001352067966417
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.18973989386458037
loop-outlier=0.16217658914041214
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.2738509912702294
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.11655926384115983
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.19778215472424662
loop-outlier=0.10614931010833481
loop-outlier=0.0
loop-outlier=0.1487805993741192
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.14525980847128708
loop-outlier=0.10791609359091607
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.12693039281100643
loop-outlier=0.0
loop-outlier=0.08719931855147141
loop-outlier=0.14117064082729833
loop-outlier=0.3083278859099606
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.135906918171455
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.49264487954267544
loop-outlier=0.2564265116593274
loop-outlier=0.23237184160689534
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.011577132394966456
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.2574389587101193
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.013299365061212673
loop-outlier=0.15334436120950576
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.6001244778402647
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.10481450997569117
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0791554121844343
loop-outlier=0.024425668280627887
loop-outlier=0.2207400110856261
loop-outlier=0.2072870966936443
loop-outlier=0.05083561739190501
loop-outlier=0.0
loop-outlier=0.2549200253336279
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.3428112079537747
loop-outlier=7.155092301511753E-4
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.15544160693378567
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.4316917401653408
loop-outlier=0.0
loop-outlier=0.028004083191464055
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.2325672001326548
loop-outlier=0.7004967374785727
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.1273696992953656
loop-outlier=0.011607258944412446
loop-outlier=0.0
loop-outlier=0.08073336933519816
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
loop-outlier=0.0
