loop-outlier=0.8303696407807293
loop-outlier=0.6637754868759894
loop-outlier=0.853366227790581
loop-outlier=0.8266599281296398
loop-outlier=0.819776552081881
loop-outlier=0.869863673301464
loop-outlier=0.9082282767318868
loop-outlier=0.882583857264835
loop-outlier=0.6679191671665301
loop-outlier=0.6925596819107
loop-outlier=0.6646423996704389
loop-outlier=0.792979761079555
loop-outlier=0.9395984345998144
loop-outlier=0.17826839983373172
loop-outlier=0.8153820347175386
loop-outlier=0.549787541745684
loop-outlier=0.8063627053517032
loop-outlier=0.9302414710090677
loop-outlier=0.5811146770770372
loop-outlier=0.5928122615131415
loop-outlier=0.45432001069498745
loop-outlier=0.1249447013096191
loop-outlier=0.5746627499081551
loop-outlier=0.7871815213072737
loop-outlier=0.5171089155188442
loop-outlier=0.7763074744362032
loop-outlier=0.5015805844701744
loop-outlier=0.3495490796948257
loop-outlier=0.7252299335633511
loop-outlier=0.8159587022132924
loop-outlier=0.08356755574761804
loop-outlier=0.7669948167504265
loop-outlier=0.16700414908499875
loop-outlier=0.6159437017762007
loop-outlier=0.5350601846568875
loop-outlier=0.3995135558907675
loop-outlier=0.6041317531234114
loop-outlier=0.8706942915339702
loop-outlier=0.9586645822600883
loop-outlier=0.3549124974814019
loop-outlier=0.2122471619392176
loop-outlier=0.7995980694852097
loop-outlier=0.8340933298247141
loop-outlier=0.21469133190274312
loop-outlier=0.47445906036558905
loop-outlier=0.4171375259689067
loop-outlier=0.0715167086804173
loop-outlier=0.60442129558562
loop-outlier=0.3247420143477007
loop-outlier=0.14400244280078198
loop-outlier=0.4468911040360691
loop-outlier=0.5822424804309343
loop-outlier=0.7601138122402444
loop-outlier=0.2282984313777921
loop-outlier=0.8222768702570583
loop-outlier=0.6185888166760224
loop-outlier=0.15339856196777452
loop-outlier=0.6974631960691283
loop-outlier=0.800648133547215
loop-outlier=0.8104776103042635
loop-outlier=0.6775072460988623
loop-outlier=0.6141365817544527
loop-outlier=0.049893028742621054
loop-outlier=0.5642822606528587
loop-outlier=0.0
loop-outlier=0.6752130186773061
loop-outlier=0.16606374023408002
loop-outlier=0.3454187747356364
loop-outlier=0.48104046864254085
loop-outlier=0.3727370873621397
loop-outlier=0.830821432424057
loop-outlier=0.6767449362059382
loop-outlier=0.6595214473613777
loop-outlier=0.6897074193333346
loop-outlier=0.6632221659561782
loop-outlier=0.5171640684917534
loop-outlier=0.5009937982339292
loop-outlier=0.2854613141542548
