cof-outlier=1.0121981630884056
cof-outlier=1.0943453058471027
cof-outlier=1.0239710418332777
cof-outlier=1.14573415513414
cof-outlier=1.1680990828375653
cof-outlier=1.13925941593664
cof-outlier=1.0255320078741346
cof-outlier=1.085480770498311
cof-outlier=1.0026487017774555
cof-outlier=0.9977816769758434
cof-outlier=1.040674243262396
cof-outlier=1.0718656936131528
cof-outlier=1.0776748239839264
cof-outlier=0.9466753062570817
cof-outlier=1.1303507809892686
cof-outlier=0.9782389714816936
cof-outlier=1.069441113059975
cof-outlier=1.0776748239839264
cof-outlier=0.9802530888687606
cof-outlier=0.9763511615569068
cof-outlier=0.9937190050799897
cof-outlier=0.9339310431326596
cof-outlier=1.0105256588432519
cof-outlier=1.1303507809892681
cof-outlier=1.031658707953695
cof-outlier=1.0785774657610794
cof-outlier=0.9802530888687606
cof-outlier=0.9984434065475672
cof-outlier=1.0325015378294444
cof-outlier=1.0342825226666246
cof-outlier=0.9466753062570817
cof-outlier=1.011237426830982
cof-outlier=0.9348986903994989
cof-outlier=1.0865152646112821
cof-outlier=1.0373785326053637
cof-outlier=0.9479285133417588
cof-outlier=1.0470187220047877
cof-outlier=1.2041984285640441
cof-outlier=1.0520020060655508
cof-outlier=1.0107151739198448
cof-outlier=0.9424779819749717
cof-outlier=1.1946093135808928
cof-outlier=1.021100077972334
cof-outlier=0.9833145839308739
cof-outlier=1.1024423397893752
cof-outlier=0.9969024049785896
cof-outlier=0.9317192621213684
cof-outlier=1.0518651187854773
cof-outlier=1.0183412500836666
cof-outlier=0.9191089488194989
cof-outlier=0.9811875257093531
cof-outlier=1.0446524115591473
cof-outlier=1.1065673851529296
cof-outlier=0.9919876757260435
cof-outlier=1.040454960264817
cof-outlier=1.0113882472822986
cof-outlier=0.9442481040661471
cof-outlier=1.1308644070325893
cof-outlier=1.0305187595695202
cof-outlier=1.0979711367661253
cof-outlier=1.011237426830982
cof-outlier=1.0018094898070704
cof-outlier=0.9313026095345082
cof-outlier=1.0871699120823348
cof-outlier=0.9375034011420295
cof-outlier=1.0698548542194182
cof-outlier=0.9919876757260435
cof-outlier=1.0420244343627147
cof-outlier=0.9877378686386838
cof-outlier=0.9811875257093531
cof-outlier=1.003554381216768
cof-outlier=1.0379307275827059
cof-outlier=1.11424039919932
cof-outlier=1.0300949814785358
cof-outlier=0.9994152635524741
cof-outlier=1.0905092424703517
cof-outlier=1.011514673228649
cof-outlier=0.966102739635586
cof-outlier=0.9913424896590562
cof-outlier=1.0834683080743142
cof-outlier=1.038383689579871
cof-outlier=1.0001900853797037
cof-outlier=1.0061806270368105
cof-outlier=1.0437383527451471
cof-outlier=1.0961901488151649
cof-outlier=1.0446992597763245
cof-outlier=1.0803329221871711
cof-outlier=1.077063463500784
cof-outlier=0.9496786215836706
cof-outlier=1.0737965081274163
cof-outlier=0.9303172111871714
cof-outlier=0.9990956242908752
cof-outlier=1.0730006211747094
cof-outlier=1.0895480740635297
cof-outlier=1.1045595971647308
cof-outlier=0.9811145206070463
cof-outlier=1.0548612424751982
cof-outlier=1.0302479925037535
cof-outlier=1.042232133687427
cof-outlier=0.9656131413397917
cof-outlier=0.9763061253139317
cof-outlier=1.0267383386796578
cof-outlier=0.9622915692936285
cof-outlier=1.1420641977123784
cof-outlier=1.0040638380240339
cof-outlier=1.0834683080743142
cof-outlier=0.9995401864039314
cof-outlier=1.0420244343627147
cof-outlier=0.9451056824791044
cof-outlier=0.9984297433789765
cof-outlier=1.0194101990666664
cof-outlier=0.9748719841112766
cof-outlier=1.0779936308576092
cof-outlier=1.0548612424751982
cof-outlier=0.9622915692936284
cof-outlier=1.0767288856382344
cof-outlier=1.1105238944801121
cof-outlier=1.0017589514506973
cof-outlier=1.200459838350668
cof-outlier=1.0121069106539515
cof-outlier=1.042232133687427
cof-outlier=0.929911578126574
cof-outlier=1.044221400461229
cof-outlier=1.0164860898260395
cof-outlier=1.0327347108527725
cof-outlier=0.990276725398684
cof-outlier=1.0591705693493694
cof-outlier=0.939309968050329
cof-outlier=1.0368003767324685
cof-outlier=1.0414303795208266
cof-outlier=0.9474147851010196
