abod-outlier=6.834746847494946E-22
abod-outlier=9.216112693427995E-24
abod-outlier=1.061297433685804E-24
abod-outlier=2.188856917614892E-25
abod-outlier=2.5269364726972855E-25
abod-outlier=3.143884658703802E-26
abod-outlier=4.7743428377578276E-26
abod-outlier=3.391885600806057E-27
abod-outlier=1.6653169252544987E-26
abod-outlier=2.2199059571314078E-26
abod-outlier=4.413568552251365E-27
abod-outlier=4.4436925689962986E-27
abod-outlier=2.598249949075389E-25
abod-outlier=3.893559932436924E-23
abod-outlier=2.842160448627023E-22
abod-outlier=3.487217948989225E-25
abod-outlier=1.2173965054661582E-27
abod-outlier=3.3024037899208764E-25
abod-outlier=3.8169017397646774E-25
abod-outlier=1.2432407444559098E-26
abod-outlier=3.091621300193465E-25
abod-outlier=4.8769697032416026E-23
abod-outlier=1.3871818734893216E-27
abod-outlier=2.5134389230692794E-22
abod-outlier=2.4849922081029385E-27
abod-outlier=3.63192172569453E-24
abod-outlier=3.7332864889031647E-25
abod-outlier=1.1940107103362966E-24
abod-outlier=1.600869253669537E-26
abod-outlier=3.758064668516058E-26
abod-outlier=1.2106841487270282E-22
abod-outlier=4.843222878005725E-21
abod-outlier=1.424384546305665E-23
abod-outlier=5.0411739550902534E-21
abod-outlier=8.181982480999818E-27
abod-outlier=1.3654242792837263E-26
abod-outlier=3.777598947701078E-26
abod-outlier=7.604643289764909E-27
abod-outlier=7.275867542952348E-20
abod-outlier=5.465456162107344E-26
abod-outlier=9.565004913810735E-23
abod-outlier=1.3299257258096908E-27
abod-outlier=6.102372921504161E-26
abod-outlier=1.277894183875527E-27
abod-outlier=1.5013403531022205E-23
abod-outlier=1.659695930099052E-27
abod-outlier=2.515956950098452E-24
abod-outlier=1.414219967611932E-25
abod-outlier=7.342486303479987E-26
abod-outlier=3.982022172859603E-24
abod-outlier=1.0168289586205034E-23
abod-outlier=4.620734396651464E-26
abod-outlier=6.228573405581891E-23
abod-outlier=3.7366614196823875E-24
abod-outlier=1.2766659841340616E-27
abod-outlier=7.001195011465357E-27
abod-outlier=6.295565074425687E-23
abod-outlier=2.003386908229292E-27
abod-outlier=1.3263074471486572E-25
abod-outlier=7.654868175082391E-27
abod-outlier=1.8575020766005027E-21
abod-outlier=8.619874408902299E-26
abod-outlier=4.6107181371026366E-24
abod-outlier=3.667899161832737E-24
abod-outlier=1.142865523222739E-24
abod-outlier=6.336832142784056E-24
abod-outlier=2.287374835184985E-24
abod-outlier=7.662506487281502E-26
