abod-outlier=2.3248732933082466E-22
abod-outlier=2.75011527755088E-24
abod-outlier=3.4181511322369714E-25
abod-outlier=7.135994265419976E-26
abod-outlier=7.678656244983165E-26
abod-outlier=8.016701719107703E-27
abod-outlier=1.686653003971114E-26
abod-outlier=1.0089479308799417E-27
abod-outlier=5.069459412065296E-27
abod-outlier=1.0048799374463088E-26
abod-outlier=1.3375430965152924E-27
abod-outlier=1.4682460810881146E-27
abod-outlier=1.2629201944264122E-25
abod-outlier=2.0348847391286067E-23
abod-outlier=1.1406414589734185E-22
abod-outlier=1.163305463689974E-25
abod-outlier=4.060164032992163E-28
abod-outlier=1.5049350740408523E-25
abod-outlier=1.4991446649584049E-25
abod-outlier=5.209009572174603E-27
abod-outlier=9.339800841736664E-26
abod-outlier=2.1045119566465663E-23
abod-outlier=4.568946001880007E-28
abod-outlier=1.0501279663928486E-22
abod-outlier=7.570697579781783E-28
abod-outlier=1.0924211945509712E-24
abod-outlier=1.4676378841612253E-25
abod-outlier=4.31951280668933E-25
abod-outlier=4.623850817001387E-27
abod-outlier=9.843222919671463E-27
abod-outlier=5.609661718303266E-23
abod-outlier=1.6796164684605739E-21
abod-outlier=4.969977901932048E-24
abod-outlier=2.8875455415428105E-21
abod-outlier=2.4063939537402718E-27
abod-outlier=5.304614722984455E-27
abod-outlier=1.3811684084566124E-26
abod-outlier=2.114807622565279E-27
abod-outlier=5.2238188988613717E-20
abod-outlier=1.8495881628194235E-26
abod-outlier=3.9511881896071594E-23
abod-outlier=4.137401533183297E-28
abod-outlier=2.3410256542618407E-26
abod-outlier=3.8608171666813885E-28
abod-outlier=4.1386420607882494E-24
abod-outlier=5.190985774811196E-28
abod-outlier=9.351393664405907E-25
abod-outlier=3.922088203172591E-26
abod-outlier=2.3596899236232474E-26
abod-outlier=1.3584039027543561E-24
abod-outlier=3.7223834750629486E-24
abod-outlier=1.6454238061254986E-26
abod-outlier=1.7239397058419698E-23
abod-outlier=1.4124240900519622E-24
abod-outlier=4.0244847565405982E-28
abod-outlier=2.22665311007814E-27
abod-outlier=2.4765641649271626E-23
abod-outlier=5.882506462428708E-28
abod-outlier=3.939989390907502E-26
abod-outlier=2.405410105141683E-27
abod-outlier=5.92527221390924E-22
abod-outlier=2.2624983896596682E-26
abod-outlier=1.659615152336709E-24
abod-outlier=9.839741270276383E-25
abod-outlier=3.9152460983074873E-25
abod-outlier=1.7685331646487936E-24
abod-outlier=9.322672102328143E-25
abod-outlier=3.003171686552998E-26
abod-outlier=5.485528672812522E-26
abod-outlier=2.735628158613718E-24
abod-outlier=8.499006380276143E-28
abod-outlier=4.955200189476785E-28
abod-outlier=2.651563448971186E-26
abod-outlier=4.457623422078967E-24
abod-outlier=5.3049677447417365E-24
abod-outlier=7.159618453474579E-25
abod-outlier=1.3658221416412384E-26
abod-outlier=1.1969355772424081E-25
abod-outlier=6.877910451163755E-28
abod-outlier=9.687457559145026E-26
abod-outlier=1.366074984438257E-19
abod-outlier=9.0727350799541E-26
abod-outlier=1.8268597238892188E-26
abod-outlier=3.404673627632541E-26
abod-outlier=8.2591247018183175E-25
abod-outlier=4.6386393656222746E-26
abod-outlier=2.6709166280628897E-28
abod-outlier=5.335539414318632E-27
abod-outlier=3.334338331295583E-24
abod-outlier=5.1961082259506726E-23
abod-outlier=3.5275917359463163E-25
abod-outlier=1.481779439389102E-25
abod-outlier=3.7723699852858036E-25
abod-outlier=1.4272294002991765E-27
abod-outlier=1.3039074964940445E-27
abod-outlier=7.67643507886601E-27
abod-outlier=1.4794676473688827E-26
abod-outlier=6.611267048357696E-27
abod-outlier=4.3849512727436253E-26
abod-outlier=6.390934723403516E-25
abod-outlier=1.4529825431286526E-26
abod-outlier=4.8893509323132726E-23
abod-outlier=3.0956837382681848E-24
abod-outlier=4.14856532582207E-24
abod-outlier=4.7227636726633E-24
abod-outlier=2.047003629886162E-25
abod-outlier=7.302782968551253E-27
abod-outlier=4.2599462297302504E-26
abod-outlier=2.3938194060851112E-26
abod-outlier=3.811155972644543E-26
abod-outlier=1.2138185283098308E-24
abod-outlier=1.0191087481521254E-25
abod-outlier=4.874120854208925E-27
abod-outlier=1.752288821725483E-26
abod-outlier=1.088812409132368E-24
abod-outlier=1.7038303088717054E-27
abod-outlier=4.535294234459442E-27
abod-outlier=7.169876466991344E-26
abod-outlier=1.5306225879405002E-24
abod-outlier=1.0798183739133092E-27
abod-outlier=5.278374561066014E-26
abod-outlier=7.273133927448395E-25
abod-outlier=4.723641812703794E-27
abod-outlier=6.345176250859072E-28
abod-outlier=1.762226120580754E-25
abod-outlier=5.785161252701356E-22
abod-outlier=2.028346606837533E-27
abod-outlier=8.961223341724354E-25
abod-outlier=5.051325014583917E-27
abod-outlier=3.674545078173189E-26
abod-outlier=1.0247884281333147E-24
abod-outlier=2.6741417278527316E-26
abod-outlier=6.491913455789199E-26
abod-outlier=1.253374461544711E-26
abod-outlier=4.669223208736982E-22
abod-outlier=1.8005352560827267E-26
abod-outlier=1.102771890260628E-27
abod-outlier=1.8332265801791883E-26
abod-outlier=9.836032130425013E-25
abod-outlier=2.585539609106908E-26
abod-outlier=2.7549333336319618E-21
abod-outlier=3.062121416329172E-29
abod-outlier=3.6657859351700826E-23
abod-outlier=2.5498801251107274E-25
abod-outlier=9.989304296736393E-24
abod-outlier=2.4929874390460722E-24
abod-outlier=2.7679288736211216E-27
abod-outlier=7.171673214643711E-28
abod-outlier=5.705783799192174E-25
abod-outlier=7.21787495007553E-20
abod-outlier=1.1789367608331915E-27
abod-outlier=7.926476546659308E-25
abod-outlier=1.7818497212442274E-26
abod-outlier=1.0235983467106506E-23
abod-outlier=6.052944264533396E-27
abod-outlier=3.4721309945990906E-24
abod-outlier=1.1407206616915098E-26
abod-outlier=1.945904342235245E-23
abod-outlier=2.5990166200805027E-27
abod-outlier=1.0980165191465297E-24
abod-outlier=4.606848107792088E-25
abod-outlier=4.784253845607386E-23
abod-outlier=6.484780922809255E-25
abod-outlier=3.042393092018348E-26
abod-outlier=1.285278069380298E-26
abod-outlier=8.208884967669048E-26
abod-outlier=3.6685049297667976E-27
abod-outlier=1.5400810459303027E-24
abod-outlier=6.654592637892767E-23
abod-outlier=2.8022857840581515E-24
abod-outlier=1.2881184036333873E-26
abod-outlier=1.8763925743694746E-26
abod-outlier=1.0418962631890625E-27
abod-outlier=1.7308494039914145E-27
abod-outlier=7.182327727461342E-25
abod-outlier=2.2082069684394055E-21
abod-outlier=3.7618958031712574E-25
abod-outlier=1.69001174182864E-27
abod-outlier=1.2163736853613737E-25
abod-outlier=5.788526142333647E-26
abod-outlier=1.9369537049649488E-23
abod-outlier=2.0757009147118095E-25
abod-outlier=1.6991181565014434E-27
abod-outlier=6.7364123050770474E-21
abod-outlier=9.393092638561429E-27
abod-outlier=7.428031162414894E-21
abod-outlier=1.3766546360949271E-24
abod-outlier=3.425251941657199E-27
abod-outlier=5.93076163785208E-20
abod-outlier=8.582412303428594E-23
abod-outlier=3.4892804723599724E-23
abod-outlier=2.8746725913385065E-27
abod-outlier=4.373236867055386E-25
abod-outlier=4.265438670344665E-26
abod-outlier=2.1053363894643716E-27
abod-outlier=4.6358425008764797E-26
abod-outlier=3.3738055873061305E-24
abod-outlier=1.895353980610777E-27
abod-outlier=2.344035950163151E-26
abod-outlier=2.7581629600206273E-27
abod-outlier=7.146026072588071E-25
abod-outlier=7.997352313324236E-27
abod-outlier=2.3232567027953833E-23
abod-outlier=7.528921668331269E-26
abod-outlier=6.845246864285199E-27
abod-outlier=2.116031123331172E-25
abod-outlier=5.920678329945621E-26
abod-outlier=2.0946431060285265E-25
abod-outlier=6.087054186622038E-26
abod-outlier=5.161168863064416E-26
abod-outlier=1.7008736666529354E-27
abod-outlier=1.03839315975899E-26
abod-outlier=1.5557915056861894E-27
abod-outlier=4.1173525920046894E-27
abod-outlier=4.190363073115098E-27
abod-outlier=2.4358124906799067E-27
abod-outlier=2.0978569694736367E-27
abod-outlier=3.4116897802303747E-25
abod-outlier=1.1272518822051403E-26
abod-outlier=9.490577726636511E-25
abod-outlier=3.9979144951807894E-26
abod-outlier=2.2579459362139704E-26
abod-outlier=1.4665587458219956E-26
abod-outlier=8.076252688275667E-27
abod-outlier=5.093954000988187E-23
abod-outlier=2.792288429922348E-25
abod-outlier=3.610003023894078E-21
abod-outlier=6.018744028649206E-26
abod-outlier=2.0075577096772107E-27
abod-outlier=8.668059653796456E-27
abod-outlier=2.4322635316072167E-25
abod-outlier=1.0033971345987267E-23
abod-outlier=4.7460350957576663E-26
abod-outlier=4.6685440765508935E-28
abod-outlier=5.335957254978941E-26
abod-outlier=1.2076794949557098E-24
abod-outlier=2.3437015635592215E-27
abod-outlier=7.190221296211598E-22
abod-outlier=2.356923243382631E-24
abod-outlier=3.1808244016686656E-26
abod-outlier=2.2372767380920435E-26
abod-outlier=1.3704767131933104E-25
abod-outlier=2.0212071964338048E-26
abod-outlier=1.5897846302512722E-27
abod-outlier=1.2333263595588761E-26
abod-outlier=3.4600086528486896E-27
abod-outlier=4.894525427575983E-27
abod-outlier=6.444923140229698E-26
abod-outlier=1.4405904282524025E-27
abod-outlier=8.821472457505245E-27
abod-outlier=5.306374099098362E-26
abod-outlier=4.556412940341375E-24
abod-outlier=1.0165850603392555E-23
abod-outlier=2.70120673953103E-26
abod-outlier=1.9494881762151184E-25
abod-outlier=5.112762087228659E-27
abod-outlier=1.0755880254822057E-27
